rank,pool,project,chain,tvl,tvl_raw,apy,base_apy,reward_apy,base_apy_7d,il_7d,avg_30d,inception_apy,top_10_pct,total_pool,total_borrowed,avail_liquidity,supply_cap_util,collateral_exposure
21,USDC,Neverland,Monad,$13.95m,13950000,9.24,3.88,5.37,8.15,,5.37,,8.15,,,,,
22,AUSD,Yearn Finance,Katana,$1.62m,1620000,9.14,9.14,0.0001,5.98,,0.0001,,5.98,,,,,
23,AUGUSTUSDCV2,Morpho Blue,Monad,$5.83m,5830000,9.07,5.8,3.27,8.26,,3.27,,8.26,,,,,
24,SUSDAI|For buying PT-sUSDai-15OCT2026,Pendle,Arbitrum,$11.72m,11720000,9.03,9.03,8.48,,,9.03,,8.48,,,,,
25,USDC|vault,Avantis,Base,$48.13m,48130000,9.02,9.02,10.12,,,9.02,,10.12,,,,,
26,USDT,ZEROBASE CeDeFi,Arbitrum,$7.93m,7930000,9,7,2,9,,2,,9,,,,,
27,USDC,ZEROBASE CeDeFi,Arbitrum,"$783,503",783503,9,7,2,9,,2,,9,,,,,
28,MSUSD-USDC,Extra Finance Leverage Farming,Base,$1.12m,1120000,8.83,8.83,11.24,,,8.83,,11.24,,,,,
29,USDC|baseUSD,AUTOfinance,Base,$6.06m,6060000,8.82,5.15,3.67,8.2,,3.67,,8.2,,,,,
30,USDC|arbUSD,AUTOfinance,Arbitrum,$3.6m,3600000,8.75,7.52,1.23,11.65,,1.23,,11.65,,,,,
31,USDC,YieldSeeker,Base,$1.27m,1270000,8.68,8.68,9.27,,,8.68,,9.27,,,,,
32,ZVUSDC,Zircuit Finance,Base,$1.49m,1490000,8.64,8.64,8.61,,,8.64,,8.61,,,,,
33,HYPERVBUSDCA,Morpho Blue,Katana,$1.53m,1530000,8.63,8.17,0.46,5.18,,0.46,,5.18,,,,,
34,SUSDAI|For buying PT-sUSDai-18JUN2026,Pendle,Arbitrum,$6.37m,6370000,8.59,8.59,8.17,,,8.59,,8.17,,,,,
35,USDT0,Neverland,Monad,$3.64m,3640000,8.59,4.08,4.5,9.18,,4.5,,9.18,,,,,
36,MSUSD-USDC,Aerodrome V1,Base,$7.64m,7640000,8.5,8.5,10.69,,,8.5,,10.69,,,,,
37,USDC,HyperLend Pooled,Hyperliquid L1,$6.1m,6100000,8.41,8.41,4.81,,,8.41,,4.81,,,,,
38,MSUSD-USDC|Aerodrome,Beefy,Base,"$694,244",694244,8.03,10.2,,,,,,10.2,,,,,
39,AUSD|earnAUSD/AUSD,Curvance,Monad,$3.06m,3060000,7.93,5.43,2.5,7.89,,2.5,,7.89,,,,,
40,USDC,Loopscale,Solana,$1.66m,1660000,7.88,6.84,1.04,8.41,,1.04,,8.41,,,,,
41,SUSDAI|For LP | Maturity 15OCT2026,Pendle,Arbitrum,$11.72m,11720000,7.81,7.1,0.72,7.65,,0.72,,7.65,,,,,
42,SUSDAI|For LP | Maturity 18JUN2026,Pendle,Arbitrum,$6.37m,6370000,7.75,7.05,0.7,7.56,,0.7,,7.56,,,,,
43,CSUSDC,Morpho Blue,Base,$3.54m,3540000,7.58,7.58,5.44,,,7.58,,5.44,1.0057477317131147,,75990080.91,0,"{""weETH"":35.12,""wstETH"":64.88}"
44,EARNAUSD,Upshift,Monad,$34.25m,34250000,7.57,6.22,1.35,8.01,,1.35,,8.01,,,,,
45,HYPERUSDCA,Morpho Blue,Monad,$14.94m,14940000,7.5,4.13,3.38,7.06,,3.38,,7.06,950769.8324627042,,199015781.34,0,"{""PT-USDai-18JUN2026"":25.87,""sUSDS"":23.1,""weETH"":9.78,""thBILL"":7.01,""WBTC"":13.57,""WETH"":1.56,""sUSDai"":2.52,""PT-thBILL-18JUN2026"":6.93,""PT-sUSDai-18JUN2026"":9.65}"
46,SYZUSD,Yuzu Money,Monad,$12.69m,12690000,7.37,7.37,7.54,,,7.37,,7.54,,,,,
47,USDC,DeltaPrime,Arbitrum,"$676,668",676668,7.31,7.31,6.43,,,7.31,,6.43,,,,,
48,FEUSDC2,Morpho Blue,Hyperliquid L1,$19.62m,19620000,7.3,7.3,7.01,,,7.3,,7.01,19700480.83239476,,30288646.75,39.41,"{""wstHYPE"":1.66,""kHYPE"":14.4,""WHYPE"":83.94}"
49,USDC|40 Acres,Harvest Finance,Base,$1.98m,1980000,7.25,7.25,6.64,,,7.25,,6.64,,,,,
50,SUSDAI|30d unlock,USD AI,Arbitrum,$273.67m,273670000,7.21,7.21,7.01,,,7.21,,7.01,,,,,
51,APXUSD|For LP | Maturity 18JUN2026,Pendle,Base,$3.56m,3560000,7.21,5.94,1.27,8.65,,1.27,,8.65,,,,,
52,USDC,Compound V3,Base,"$816,387",816387,7.04,7.04,3.91,,,7.04,,3.91,,,,,
53,AUSD|vUSD/AUSD,Curvance,Monad,$1.47m,1470000,7,4,3,6.17,,3,,6.17,,,,,
54,USDAI|For buying PT-USDai-15OCT2026,Pendle,Arbitrum,"$890,185",890185,6.8,6.8,6.98,,,6.8,,6.98,,,,,
55,BBQUSD1,Morpho Blue,Monad,$1.04m,1040000,6.8,2.12,4.68,115,,4.68,,115,1039362.9662470308,,48948392.55,0,"{""wsrUSD"":100}"
56,AUSD|syzUSD/AUSD,Curvance,Monad,"$850,827",850827,6.62,4.62,2,6.75,,2,,6.75,,,,,
57,FEUSDT02,Morpho Blue,Hyperliquid L1,$1.91m,1910000,6.48,6.48,7.47,,,6.48,,7.47,1900085.0158157293,,55088551.48,3.33,"{""thBILL"":56.88,""kHYPE"":19.13,""hbUSDT"":3.14,""WHYPE"":1.31,""UETH"":8.72,""UBTC"":6.92,""hwHLP"":3.21,""WHLP"":0.66,""PT-hbUSDT-18DEC2025"":0.03}"
58,DTUSDC,Lagoon,Base,"$685,834",685834,6.43,6.43,5.6,,,6.43,,5.6,,,,,
59,EDGEUSDC,Morpho Blue,Base,"$876,148",876148,6.4,3.88,2.52,6.11,,2.52,,6.11,101743.07115595536,,29893239.61,0.34,"{""wstETH"":31.4,""sUSDS"":7.7,""WBTC"":60.9}"
60,GHO,Fluid Lending,Arbitrum,$2.74m,2740000,6.33,6.33,6.03,,,6.33,,6.03,,,,,
61,FEUSDC,Morpho Blue,Hyperliquid L1,$20.88m,20880000,6.25,6.25,6.1,,,6.25,,6.1,20819263.869466424,,73160295.99,22.15,"{""kHYPE"":97.08,""UBTC"":1.33,""WHYPE"":1.55,""PT-kHYPE-19MAR2026"":0.04}"
62,USDC,MortgageFi,Base,"$776,753",776753,6.14,8.62,,,,,,8.62,,,,,
63,FEUSDH2,Morpho Blue,Hyperliquid L1,$10.55m,10550000,6.12,6.12,6.82,,,6.12,,6.82,10560803.553388862,,29429087.81,26.41,"{""kHYPE"":26.05,""WHYPE"":59.32,""wstHYPE"":14.63}"
64,FEUSDE,Morpho Blue,Hyperliquid L1,"$911,332",911332,6.01,6.01,9.21,,,6.01,,9.21,911196.6072856621,,16072481.16,5.37,"{""UBTC"":36.7,""WHYPE"":63.3}"
65,USDAI|For buying PT-USDai-18JUN2026,Pendle,Arbitrum,$36.31m,36310000,6.01,6.01,5.92,,,6.01,,5.92,,,,,
66,BBQUSDT0,Morpho Blue,Monad,$5.85m,5850000,5.97,2.22,3.75,6.56,,3.75,,6.56,71476.41942792934,,659774924.45,0,"{""sUSDe"":0.04,""weETH"":75.1,""sUSDS"":0,""wstETH"":1.08,""WETH"":23.78}"
67,BBQAUSD,Morpho Blue,Monad,"$980,138",980138,5.88,1.25,4.63,8.71,,4.63,,8.71,992635.8335820244,,228934762.49,0,"{""WBTC"":26.02,""wstETH"":34.79,""wsrUSD"":32.69,""XAUt0"":0.83,""WMON"":0.32,""WETH"":5.35,""SOL"":0}"
68,USDC,Harmonix Finance,Arbitrum,"$819,238",819238,5.85,5.85,5.48,,,5.85,,5.48,,,,,
69,USDC,Extra Finance Leverage Farming,Base,$3.97m,3970000,5.77,5.77,5.59,,,5.77,,5.59,,,,,
70,USDG,Kamino Lend,Solana,$1.54m,1540000,5.65,5.65,5.87,,,5.65,,5.87,,,,,
71,USDC,Fluid Lending,Base,$13.72m,13720000,5.59,4.01,1.58,6.38,,1.58,,6.38,,,,,
72,USDC,Gains Network,Arbitrum,$5.4m,5400000,5.58,5.58,6.38,,,5.58,,6.38,,,,,
73,USDC,Fluid Lending,Arbitrum,$40.09m,40090000,5.57,4.79,0.78,6.12,,0.78,,6.12,,,,,
74,USDC-ALUSD|stable - 0.05%,Velodrome V2,Op Mainnet,$1.62m,1620000,5.51,5.51,5.42,,,5.51,,5.42,,,,,
75,FEUSDH,Morpho Blue,Hyperliquid L1,$4.48m,4480000,5.51,5.51,7.27,,,5.51,,7.27,4479192.451588588,,35510698.91,11.2,"{""UBTC"":8.54,""kHYPE"":13.22,""WHYPE"":78.24}"
76,USDC|Autopilot,Harvest Finance,Base,"$663,203",663203,5.46,5.46,5.2,,,5.46,,5.2,,,,,
77,USDT,ZEROBASE CeDeFi,Op Mainnet,$8.1m,8100000,5.3,3.3,2,5.3,,2,,5.3,,,,,
78,USDC,Kamino Lend,Solana,$7.87m,7870000,5.29,5.29,3.95,,,5.29,,3.95,,,,,
79,VBUSDC,Yearn Finance,Katana,$7.49m,7490000,5.25,4.05,1.2,2.47,,1.2,,2.47,,,,,
80,GTUSDC,Morpho Blue,Katana,$4.33m,4330000,5.14,3.68,1.46,2.95,,1.46,,2.95,,,,,
81,BBQUSDC,Morpho Blue,Base,$20.4m,20400000,5.04,5.04,5.5,,,5.04,,5.5,3422161.136799417,,506492544.36,0,"{""PT-USDai-18JUN2026"":26.95,""weETH"":48.97,""syrupUSDC"":4.24,""WETH"":2.5,""XAUt0"":0.04,""wsrUSD"":0,""wstETH"":0,""WBTC"":17.3,""siUSD"":0}"
82,MWUSDC,Morpho Blue,Base,$9.8m,9800000,5,4.03,0.97,4.48,,0.97,,4.48,23136.50748393569,,,,"{""Unknown"":100}"
83,USDC|Dolomite Balance,Dolomite,Arbitrum,$1.23m,1230000,4.92,4.92,5.79,,,4.92,,5.79,,,,,
84,WABASGHO-WABASUSDC|Aura,Beefy,Base,"$975,193",975193,4.9,5.76,,,,,,5.76,,,,,
85,GTUSDCP,Morpho Blue,Op Mainnet,$7.98m,7980000,4.88,2.54,2.34,4.81,,2.34,,4.81,2373722.7617478124,,62615406.37,0,"{""wstETH"":64.41,""WETH"":1.32,""sUSDS"":0,""WBTC"":34.27}"
86,USDC|SuperchargerV2,WOOFi Earn,Base,"$538,151",538151,4.87,4.87,4.86,,,4.87,,4.86,,,,,
87,FEUSDT0,Morpho Blue,Hyperliquid L1,$13.13m,13130000,4.86,4.86,7.62,,,4.86,,7.62,13127816.81710289,,94149879.36,12.24,"{""PT-kHYPE-19MAR2026"":5.21,""beHYPE"":0.39,""UBTC"":6.47,""WHYPE"":26.71,""kHYPE"":60.74,""wstHYPE"":0.48}"
88,GHO,Fluid Lending,Base,"$848,512",848512,4.84,4.84,3.81,,,4.84,,3.81,,,,,
89,USDC|SuperchargerV2,WOOFi Earn,Arbitrum,"$768,297",768297,4.72,4.72,4.71,,,4.72,,4.71,,,,,
90,USDC,Moonwell Lending,Base,$2.71m,2710000,4.7,3.48,1.22,4.55,,1.22,,4.55,,,,,
91,USDC|Morpho,Beefy,Base,$1.38m,1380000,4.61,4.98,,,,,,4.98,,,,,
92,YCSUSDC,Morpho Blue,Base,"$521,340",521340,4.57,4.57,5.41,,,4.57,,5.41,519894.32711461803,,107461815.36,0,"{""cbBTC"":2.17,""WETH"":0.01,""cbETH"":3.95,""rETH"":0.91,""cbADA"":29.18,""wstETH"":0.96,""mBASIS"":0.78,""cbDOGE"":34.73,""cbLTC"":11.66,""cbXRP"":14.14,""superOETHb"":1.49}"
93,BBQUSDC,Morpho Blue,Monad,$1.8m,1800000,4.41,1.04,3.38,4.4,,3.38,,4.4,3422161.136799417,,506492544.36,0,"{""PT-USDai-18JUN2026"":26.95,""weETH"":48.97,""syrupUSDC"":4.24,""WETH"":2.5,""XAUt0"":0.04,""wsrUSD"":0,""wstETH"":0,""WBTC"":17.3,""siUSD"":0}"
94,GTUSDCF,Morpho Blue,Base,"$788,445",788445,4.39,4.39,5.21,,,4.39,,5.21,1579658.571785928,,110001305.7,0,"{""cbXRP"":0.04,""cbBTC"":97.13,""cbDOGE"":0,""cbADA"":1.5,""cbETH"":1.34}"
95,GTUSDCC,Morpho Blue,Hyperliquid L1,$2.2m,2200000,4.26,4.26,6.21,,,4.26,,6.21,1459902.6892061578,,6538357.72,0,"{""UBTC"":29.34,""WHYPE"":33.27,""kHYPE"":37.4}"
96,VBUSDT,Yearn Finance,Katana,$4.45m,4450000,4.23,2.67,1.56,2.47,,1.56,,2.47,,,,,
97,USDC|Harvest USDC vault Base,Fusion by IPOR,Base,"$663,199",663199,4.19,4.19,4.91,,,4.19,,4.91,,,,,
98,USDC|2026-06-04,Exactly,Op Mainnet,$1.58m,1580000,4.07,4.07,3.97,,,4.07,,3.97,,,,,
99,USDC|2026-07-02,Exactly,Op Mainnet,$1.58m,1580000,4.05,4.05,3.83,,,4.05,,3.83,,,,,
100,STEAKUSDCFARCASTER,Morpho Blue,Base,"$504,757",504757,4.04,4.04,4.25,,,4.04,,4.25,,,,,
101,STEAKUSDC,Morpho Blue,Base,$109.51m,109510000,4.04,4.04,4.25,,,4.04,,4.25,129944.47722457482,,64859184.65,0,"{""WBTC"":100,""wstETH"":0}"
102,GTUSDCP,Morpho Blue,Base,$64.17m,64170000,4.04,4.04,4.25,,,4.04,,4.25,2373722.7617478124,,62615406.37,0,"{""wstETH"":64.41,""WETH"":1.32,""sUSDS"":0,""WBTC"":34.27}"
103,PUSDC,Morpho Blue,Base,$26.16m,26160000,4.04,4.04,4.26,,,4.04,,4.26,26162782.680022493,,1023658117.76,2.49,"{""cbBTC"":100}"
104,FRUSDC,Morpho Blue,Base,$23.77m,23770000,4.04,4.04,4.17,,,4.04,,4.17,23770791.33669873,,0,0,"{""cbBTC"":100}"
105,TERMUSDC,Morpho Blue,Base,"$979,008",979008,4.04,4.04,4.17,,,4.04,,4.17,979036.5933295069,,198986849.2,0.49,"{""cbBTC"":100}"
106,USDC|2027-01-14,Exactly,Op Mainnet,$1.58m,1580000,4.03,4.03,3.51,,,4.03,,3.51,,,,,
107,BBQUSDC,Morpho Blue,Arbitrum,$14.75m,14750000,4.02,4.02,3.62,,,4.02,,3.62,3422161.136799417,,506492544.36,0,"{""PT-USDai-18JUN2026"":26.95,""weETH"":48.97,""syrupUSDC"":4.24,""WETH"":2.5,""XAUt0"":0.04,""wsrUSD"":0,""wstETH"":0,""WBTC"":17.3,""siUSD"":0}"
108,USDC|2026-12-17,Exactly,Op Mainnet,$1.58m,1580000,3.97,3.97,3.74,,,3.97,,3.74,,,,,
109,GTUSDCC,Morpho Blue,Arbitrum,$3.33m,3330000,3.95,3.95,3.38,,,3.95,,3.38,1459902.6892061578,,6538357.72,0,"{""UBTC"":29.34,""WHYPE"":33.27,""kHYPE"":37.4}"
110,HYPERUSDCA,Morpho Blue,Arbitrum,"$950,720",950720,3.89,3.89,4.31,,,3.89,,4.31,950769.8324627042,,199015781.34,0,"{""PT-USDai-18JUN2026"":25.87,""sUSDS"":23.1,""weETH"":9.78,""thBILL"":7.01,""WBTC"":13.57,""WETH"":1.56,""sUSDai"":2.52,""PT-thBILL-18JUN2026"":6.93,""PT-sUSDai-18JUN2026"":9.65}"
111,USDC|2026-09-24,Exactly,Op Mainnet,$1.58m,1580000,3.88,3.88,3.78,,,3.88,,3.78,,,,,
112,USDC|2026-10-22,Exactly,Op Mainnet,$1.58m,1580000,3.87,3.87,3.89,,,3.87,,3.89,,,,,
113,USDC|2026-11-19,Exactly,Op Mainnet,$1.58m,1580000,3.87,3.87,3.65,,,3.87,,3.65,,,,,
114,USDC|TermMax USDC Vault,TermMax,Base,$1.25m,1250000,3.86,3.86,2.29,,,3.86,,2.29,,,,,
115,USDC|2026-08-27,Exactly,Op Mainnet,$1.58m,1580000,3.84,3.84,3.74,,,3.84,,3.74,,,,,
116,USDC|2026-07-30,Exactly,Op Mainnet,$1.58m,1580000,3.82,3.82,3.34,,,3.82,,3.34,,,,,
117,AAVEUSDC-AAVEGHO,Aura,Base,$4.13m,4130000,3.8,3.22,0.58,6.52,,0.58,,6.52,,,,,
118,MSUSD-USDC|CL50 - 0.05%,Aerodrome Slipstream,Base,$22.05m,22050000,3.8,1.86,1.94,0.51,2.96,0.51,,2.96,,,,,
119,GTUSDT,Morpho Blue,Katana,$62.71m,62710000,3.72,1.97,1.75,1.67,,1.75,,1.67,9.997921358339394e-7,,39991.69,0,"{""WHYPE"":100}"
120,SUSDS,Sky Lending,Arbitrum,$358.13m,358130000,3.65,3.65,3.71,,,3.65,,3.71,,,,,
121,GTUSDCC,Morpho Blue,Base,$1.8m,1800000,3.63,3.63,4.14,,,3.63,,4.14,1459902.6892061578,,6538357.72,0,"{""UBTC"":29.34,""WHYPE"":33.27,""kHYPE"":37.4}"
122,SPARKUSDC,Morpho Blue,Base,$9.15m,9150000,3.61,3.61,4.14,,,3.61,,4.14,0,,,,
123,USDY|US Dollar Yield,Ondo Yield Assets,Solana,$180.37m,180370000,3.55,3.55,3.55,3.55,,3.55,,3.55,,,,,
124,USDY|US Dollar Yield,Ondo Yield Assets,Arbitrum,$5.58m,5580000,3.55,3.55,3.55,3.55,,3.55,,3.55,,,,,
125,USDY,Toros,Base,"$889,075",889075,3.51,4.34,,,,,,4.34,,,,,
126,USDC,Aave V3,Base,$22.21m,22210000,3.42,3.42,3.24,,,3.42,,3.24,,,,,
127,SUSDAI-USDC,Curve DEX,Arbitrum,$3.76m,3760000,3.42,3.42,4.22,,,3.42,,4.22,,,,,
128,EARNAUSD,Neverland,Monad,$2.96m,2960000,3.41,0,3.41,3.59,,3.41,,3.59,,,,,
129,USDS,Kamino Lend,Solana,$1.98m,1980000,3.31,3.31,2.08,,,3.31,,2.08,,,,,
130,AAVEGHO-USDT-USDC,Aura,Arbitrum,$4.07m,4070000.0000000005,3.31,2.96,0.35,8.02,,0.35,,8.02,,,,,
131,WYLDS,Hastra,Solana,$1.98m,1980000,3.29,3.29,3.29,,,3.29,,3.29,,,,,
132,WAARBUSDCN-WAARBUSDT-WAARBGHO|Aura,Beefy,Arbitrum,$1.68m,1680000,3.28,5.98,,,,,,5.98,,,,,
133,GTUSDCC,Morpho Blue,Unichain,$1.09m,1090000,3.27,3.27,6.54,,,3.27,,6.54,1459902.6892061578,,6538357.72,0,"{""UBTC"":29.34,""WHYPE"":33.27,""kHYPE"":37.4}"
134,CUSDO,OpenEden USDO,Solana,$5.7m,5700000,3.24,3.24,3.24,3.24,,3.24,,3.24,,,,,
135,GTUSDCP,Morpho Blue,Arbitrum,$2.47m,2470000,3.17,3.17,3.54,,,3.17,,3.54,2373722.7617478124,,62615406.37,0,"{""wstETH"":64.41,""WETH"":1.32,""sUSDS"":0,""WBTC"":34.27}"
136,USDC,Aave V3,Arbitrum,$19.18m,19180000,3.13,3.13,3.89,,,3.13,,3.89,,,,,
137,EARNAUSD|earnAUSD/AUSD,Curvance,Monad,$16.52m,16520000,3.03,0,3.03,1.64,,3.03,,1.64,,,,,
138,USDT|Main Pool,Save,Solana,"$741,427",741427,2.99,2.99,3.31,,,2.99,,3.31,,,,,
139,BBQUSDT0,Morpho Blue,Arbitrum,$19.28m,19280000,2.87,2.87,3.48,,,2.87,,3.48,71476.41942792934,,659774924.45,0,"{""sUSDe"":0.04,""weETH"":75.1,""sUSDS"":0,""wstETH"":1.08,""WETH"":23.78}"
140,USDT,Aave V3,Op Mainnet,"$802,990",802990,2.76,2.76,2.45,,,2.76,,2.45,,,,,
141,USDC|Euler Earn USDC,Euler V2,Arbitrum,"$603,154",603154,2.72,2.72,3.65,,,2.72,,3.65,,,,,
142,USDC,Compound V3,Arbitrum,$4.72m,4720000,2.68,2.68,2.44,,,2.68,,2.44,,,,,
143,USDC|Main Pool,Save,Solana,$6.73m,6730000,2.66,2.66,2.57,,,2.66,,2.57,,,,,
144,USDC,Yearn Finance,Base,$1.02m,1020000,2.59,2.59,2.41,,,2.59,,2.41,,,,,
145,GTAUSD,Morpho Blue,Katana,"$764,863",764863,2.55,2.55,1.18,,,2.55,,1.18,,,,,
146,USDT,Compound V3,Op Mainnet,$1.13m,1130000,2.5,2.5,2.15,,,2.5,,2.15,,,,,
147,USDG,Loopscale,Solana,$3.17m,3170000,2.5,2.5,2.59,,,2.5,,2.59,,,,,
148,USDC,Aave V3,Op Mainnet,$3.44m,3440000,2.37,2.37,1.89,,,2.37,,1.89,,,,,
149,USDC,Gains Network,Base,$2.55m,2550000,2.34,2.34,2.05,,,2.34,,2.05,,,,,
150,HYUSD,Loopscale,Solana,"$801,466",801466,2.34,2.34,2.07,,,2.34,,2.07,,,,,
151,USDC,Revert Lend,Base,$2.63m,2627722,6.61,6.61,0,7.5,,7.26,,,2627722,,,,
152,baseUSD,Tokemak,Base,$6.06m,6056073,8.28,6.36,1.92,7.62,,6.819999999999999,,,6056073,,,,
