rank,pool,project,chain,tvl,tvl_raw,apy,base_apy,reward_apy,base_apy_7d,il_7d,avg_30d,inception_apy,top_10_pct,total_pool,total_borrowed,avail_liquidity,supply_cap_util,collateral_exposure
22,ALUSD-USDC,Curve DEX,Arbitrum,"$728,100",728100,9.85,0.07,9.78,9.54,,9.78,,9.54,,,,,
23,SUSDU,Unitas,Solana,$46.54m,46540000,9.84,9.84,11.48,,,9.84,,11.48,,,,,
24,MSUSD-USDC,Extra Finance Leverage Farming,Base,$1.11m,1110000,9.5,9.5,11.72,,,9.5,,11.72,,,,,
25,AUSD,Neverland,Monad,$7.6m,7600000,9.4,4.43,4.97,9.87,,4.97,,9.87,43040000,35950000,7100000,,
26,SUSDAI / For buying PT-sUSDai-15OCT2026,Pendle,Arbitrum,$10.9m,10900000,9.37,9.37,8.07,,,9.37,,8.07,,,,,
27,SUSDAI / For buying PT-sUSDai-18JUN2026,Pendle,Arbitrum,$6.56m,6560000,9.17,9.17,7.69,,,9.17,,7.69,,,,,
28,USDC-USDT / CL1 - 0.0009%,Aerodrome Slipstream,Base,$1.2m,1200000,9.13,8.25,0.88,10.48,8.11,10.48,,8.11,,,,,
29,MSUSD-USDC,Aerodrome V1,Base,$7.66m,7660000,9.1,9.1,11.17,,,9.1,,11.17,,,,,
30,USDT,ZEROBASE CeDeFi,Arbitrum,$7.94m,7940000,9,7,2,9,,2,,9,,,,,
31,USDC,ZEROBASE CeDeFi,Arbitrum,"$783,884",783884,9,7,2,9,,2,,9,,,,,
32,AUSD,Yearn Finance,Katana,$1.61m,1610000,8.95,8.95,4.14,,,8.95,,4.14,,,,,
33,USDC / baseUSD,AUTOfinance,Base,$5.69m,5690000,8.86,5.07,3.79,7.58,,3.79,,7.58,,,,,
34,USDC,Gains Network,Arbitrum,$5.65m,5650000,8.82,8.82,6.79,,,8.82,,6.79,,,,,
35,APXUSD / For LP | Maturity 18JUN2026,Pendle,Base,$3.28m,3280000,8.75,6.8,1.96,8.78,,1.96,,8.78,,,,,
36,HYPERVBUSDCA,Morpho Blue,Katana,$1.52m,1520000,8.7,8.24,0.46,4.58,,0.46,,4.58,,,,,
37,USDC / vault,Avantis,Base,$49.83m,49830000,8.69,8.69,9.9,,,8.69,,9.9,,,,,
38,USDT0,Neverland,Monad,$4.16m,4160000,8.68,3.7,4.98,9.34,,4.98,,9.34,15910000,11740000,4179999.9999999995,,
39,USDC,Loopscale,Solana,$1.71m,1710000,8.57,7.52,1.06,8.55,,1.06,,8.55,,,,,
40,MSUSD-USDC / Aerodrome,Beefy,Base,"$677,957",677957,8.55,10.7,,,,,,10.7,,,,,
41,BBQUSD1,Morpho Blue,Monad,$1.35m,1350000,8.3,2.58,5.72,131,,5.72,,131,1352291.8462552314,,48639909.14,0,"{""wsrUSD"":100}"
42,SUSDAI / For LP | Maturity 15OCT2026,Pendle,Arbitrum,$10.9m,10900000,8.29,7.34,0.95,7.42,,0.95,,7.42,,,,,
43,AUSD / earnAUSD/AUSD,Curvance,Monad,$2.21m,2210000,8.17,6.17,2,7.34,,2,,7.34,12850000,10640000,2210000,,
44,SYZUSD,Yuzu Money,Monad,$13.32m,13320000,8.17,8.17,7.47,,,8.17,,7.47,,,,,
45,FEUSDC2,Morpho Blue,Hyperliquid L1,$18.16m,18160000,8.13,8.13,7.44,,,8.13,,7.44,18295034.37591967,,31696460.83,36.6,"{""wstHYPE"":1.8,""kHYPE"":13.43,""WHYPE"":84.77}"
46,USDC,Neverland,Monad,$15.73m,15730000,8.12,3.82,4.3,8.25,,4.3,,8.25,64120000.00000001,48380000,15740000,,
47,SUSDAI / For LP | Maturity 18JUN2026,Pendle,Arbitrum,$6.56m,6560000,7.96,7.19,0.77,7.11,,0.77,,7.11,,,,,
48,USDC,Aave V3,Arbitrum,$7.36m,7360000,7.86,7.86,3.21,,,7.86,,3.21,152120000,145190000,6930000,,
49,EDGEUSDC,Morpho Blue,Base,"$859,543",859543,7.81,5.36,2.45,5.56,,2.45,,5.56,101673.47775552917,,29893498.19,0.34,"{""wstETH"":68,""sUSDS"":8.81,""WBTC"":23.19}"
50,AUGUSTUSDC,Morpho Blue,Monad,$6.13m,6130000,7.77,4.54,3.23,8.15,,3.23,,8.15,6135889.307490384,,158343845.94,3.73,"{""syzUSD"":50,""earnAUSD"":50}"
51,AUSD / vUSD/AUSD,Curvance,Monad,"$968,480",968480,7.75,4.75,3,5.7,,3,,5.7,5500000,4530000,968569,,
52,USDAI / For buying PT-USDai-15OCT2026,Pendle,Arbitrum,$1.01m,1010000,7.55,7.55,6.44,,,7.55,,6.44,,,,,
53,AUGUSTUSDCV2,Morpho Blue,Monad,$6.13m,6130000,7.49,4.28,3.21,7.96,,3.21,,7.96,,,,,
54,HYPERUSDCA,Morpho Blue,Monad,$16.56m,16559999.999999998,7.28,4.06,3.22,7.09,,3.22,,7.09,850941.3932326093,,199116877.57,0,"{""PT-sUSDai-18JUN2026"":12.84,""thBILL"":2.12,""WBTC"":16.21,""PT-sUSDai-19FEB2026"":0,""sUSDai"":3.35,""PT-thBILL-18JUN2026"":10.25,""PT-USDai-18JUN2026"":49,""sUSDS"":3.52,""weETH"":1.65,""WETH"":1.06}"
55,AUSD / syzUSD/AUSD,Curvance,Monad,"$776,384",776384,7.19,5.19,2,6.58,,2,,6.58,4630000,3850000,776456,,
56,USDY,Toros,Arbitrum,"$539,270",539270,7.15,5.12,,,,,,5.12,,,,,
57,SUSDAI / 30d unlock,USD AI,Arbitrum,$262.32m,262320000,7.1,7.1,6.62,,,7.1,,6.62,,,,,
58,USDC,MortgageFi,Base,"$754,491",754491,7.1,9.37,,,,,,9.37,,,,,
59,USDG,Kamino Lend,Solana,$1.36m,1360000,6.99,6.99,5.54,,,6.99,,5.54,29560000,28210000,1350000,,
60,USDAI / For buying PT-USDai-18JUN2026,Pendle,Arbitrum,$36.03m,36030000,6.98,6.98,5.57,,,6.98,,5.57,,,,,
61,GTUSDCC,Morpho Blue,Hyperliquid L1,$1.75m,1750000,6.97,6.97,6.12,,,6.97,,6.12,1767750.9375544705,,6230888.3,0,"{""UBTC"":38.32,""WHYPE"":30.84,""kHYPE"":30.84}"
62,ZVUSDC,Zircuit Finance,Base,$1.49m,1490000,6.96,6.96,8.55,,,6.96,,8.55,,,,,
63,FEUSDT02,Morpho Blue,Hyperliquid L1,$1.94m,1940000,6.96,6.96,7.22,,,6.96,,7.22,1950602.7472811963,,55061089.24,3.42,"{""thBILL"":56.29,""kHYPE"":20.32,""hwHLP"":3.79,""UBTC"":6.63,""WHLP"":0.64,""UETH"":8.53,""WHYPE"":0.75,""hbUSDT"":3.02,""PT-hbUSDT-18DEC2025"":0.02}"
64,USDC,Fluid Lending,Arbitrum,$32.93m,32930000,6.85,5.84,1.01,6.08,,1.01,,6.08,,,,,
65,FEUSDC,Morpho Blue,Hyperliquid L1,$18.72m,18720000,6.74,6.74,5.84,,,6.74,,5.84,18644235.27144493,,75339775.71,19.84,"{""kHYPE"":96.52,""UBTC"":1.35,""WHYPE"":2.08,""PT-kHYPE-19MAR2026"":0.05}"
66,USDC,Fluid Lending,Base,$11m,11000000,6.7,4.63,2.07,6.38,,2.07,,6.38,,,,,
67,DTUSDC,Lagoon,Base,"$684,214",684214,6.63,6.63,5.74,,,6.63,,5.74,,,,,
68,USDC,DeltaPrime,Arbitrum,"$707,005",707005,6.53,6.53,6.36,,,6.53,,6.36,,,,,
69,USDC / 40 Acres,Harvest Finance,Base,$1.97m,1970000,6.5,6.5,6.53,,,6.5,,6.53,,,,,
70,FEUSDH2,Morpho Blue,Hyperliquid L1,$10.16m,10160000,6.15,6.15,7.4,,,6.15,,7.4,10148233.289465306,,29842402.88,25.38,"{""kHYPE"":30.98,""WHYPE"":56.35,""wstHYPE"":12.67}"
71,USDC,Extra Finance Leverage Farming,Base,$3.76m,3760000,6.14,6.14,5.41,,,6.14,,5.41,,,,,
72,USDY,Toros,Base,"$888,412",888412,6.1,4.04,,,,,,4.04,,,,,
73,BBQUSDT0,Morpho Blue,Monad,$5.97m,5970000,6.1,2.18,3.92,6.83,,3.92,,6.83,22535798.976811938,,637467606.8,0,"{""syrupUSDC"":33.65,""sUSDS"":25,""weETH"":10.59,""siUSD"":0.48,""XAUt0"":0.05,""PT-USDai-18JUN2026"":0,""bbqUSDC"":0,""sUSDe"":0,""WBTC"":10.9,""wsrUSD"":9.66,""wstETH"":4.4,""WETH"":5.27}"
74,BBQUSDC,Morpho Blue,Base,$20.98m,20980000,6.07,6.07,5.45,,,6.07,,5.45,18726607.562882807,,491191310.72,0,"{""wsrUSD"":0,""PT-USDai-18JUN2026"":13.93,""weETH"":13.13,""syrupUSDC"":4.98,""WETH"":1.06,""XAUt0"":0.03,""wstETH"":57.13,""WBTC"":9.75,""siUSD"":0}"
75,USDC,HyperLend Pooled,Hyperliquid L1,$8.24m,8240000,5.67,5.67,4.28,,,5.67,,4.28,62560000,54440000,8119999.999999999,,
76,FEUSDE,Morpho Blue,Hyperliquid L1,"$899,942",899942,5.65,5.65,11.84,,,5.65,,11.84,899413.6250678655,,16088180.1,5.29,"{""WHYPE"":63.37,""UBTC"":36.63}"
77,USDC / Morpho,Beefy,Base,$1.19m,1190000,5.55,4.86,,,,,,4.86,,,,,
78,AUSD / YZM/AUSD,Curvance,Monad,"$758,110",758110,5.52,3.52,2,5.71,,2,,5.71,2130000,1370000,758180,,
79,GTUSDCF,Morpho Blue,Base,"$849,708",849708,5.36,5.36,5.29,,,5.36,,5.29,1749536.7341737708,,109836715.26,0,"{""cbBTC"":38.26,""cbXRP"":38,""cbADA"":23.74}"
80,FEUSDT0,Morpho Blue,Hyperliquid L1,$12.42m,12420000,5.35,5.35,7.13,,,5.35,,7.13,12077486.27642339,,95243632.39,11.25,"{""UBTC"":7.06,""kHYPE"":51.53,""WHYPE"":32.37,""PT-kHYPE-19MAR2026"":8.1,""beHYPE"":0.42,""wstHYPE"":0.52}"
81,USDT,ZEROBASE CeDeFi,Op Mainnet,$8.1m,8100000,5.3,3.3,2,5.3,,2,,5.3,,,,,
82,USDC / Autopilot,Harvest Finance,Base,"$633,345",633345,5.26,5.26,4.99,,,5.26,,4.99,,,,,
83,CSUSDC,Morpho Blue,Base,$3.34m,3340000,5.1,5.1,5.83,,,5.1,,5.83,557.9915405434282,,75993622.31,0,"{""weETH"":0.06,""wstETH"":99.94}"
84,USDC,Harmonix Finance,Arbitrum,"$840,725",840725,5.07,5.07,5.5,,,5.07,,5.5,,,,,
85,GTUSDCP,Morpho Blue,Op Mainnet,$9.28m,9280000,5.05,2.57,2.48,4.61,,2.48,,4.61,3343009.3627525293,,61646529.24,0,"{""WBTC"":39,""wstETH"":59.44,""WETH"":1.56,""sUSDS"":0}"
86,USDC / Harvest USDC vault Base,Fusion by IPOR,Base,"$633,427",633427,5.05,5.05,4.67,,,5.05,,4.67,,,,,
87,USDC / SuperchargerV2,WOOFi Earn,Base,"$652,342",652342,4.87,4.87,4.86,,,4.87,,4.86,,,,,
88,FEUSDH,Morpho Blue,Hyperliquid L1,$4.58m,4580000,4.87,4.87,6.93,,,4.87,,6.93,4577122.143290776,,35413514.03,11.45,"{""UBTC"":8.88,""kHYPE"":11.7,""WHYPE"":79.41}"
89,BBQUSDC,Morpho Blue,Monad,$2.14m,2140000,4.72,1.51,3.21,4.33,,3.21,,4.33,18726607.562882807,,491191310.72,0,"{""wsrUSD"":0,""PT-USDai-18JUN2026"":13.93,""weETH"":13.13,""syrupUSDC"":4.98,""WETH"":1.06,""XAUt0"":0.03,""wstETH"":57.13,""WBTC"":9.75,""siUSD"":0}"
90,EARNAUSD / earnAUSD/AUSD,Curvance,Monad,$15.37m,15370000,4.69,0,4.69,0.68,,4.69,,0.68,,,,,
91,USDC-ALUSD / stable - 0.05%,Velodrome V2,Op Mainnet,$1.65m,1650000,4.66,4.66,5.57,,,4.66,,5.57,,,,,
92,USDC / SuperchargerV2,WOOFi Earn,Arbitrum,$1.14m,1140000,4.65,4.65,4.72,,,4.65,,4.72,,,,,
93,GHO,Fluid Lending,Base,"$874,090",874090,4.62,4.62,3.31,,,4.62,,3.31,,,,,
94,VBUSDC,Yearn Finance,Katana,$14.38m,14380000,4.52,1.52,3,1.95,,3,,1.95,,,,,
95,USDC,Wasabi Perps,Base,$2.16m,2160000,4.52,4.52,4.65,,,4.52,,4.65,,,,,
96,GTUSDC,Morpho Blue,Katana,$2.65m,2650000,4.32,3.83,0.49,2.31,,0.49,,2.31,,,,,
97,GTUSDCP,Morpho Blue,Base,$55.98m,55980000,4.31,4.31,4.23,,,4.31,,4.23,3343009.3627525293,,61646529.24,0,"{""WBTC"":39,""wstETH"":59.44,""WETH"":1.56,""sUSDS"":0}"
98,STEAKUSDCFARCASTER,Morpho Blue,Base,"$509,165",509165,4.31,4.31,4.23,,,4.31,,4.23,,,,,
99,STEAKUSDC,Morpho Blue,Base,$94.41m,94410000,4.31,4.31,4.23,,,4.31,,4.23,129327.53612503616,,64860211.07,0,"{""wstETH"":84.23,""WETH"":15.77}"
100,USDC,Wasabi Perps,Solana,"$746,238",746238,4.29,4.29,6.25,,,4.29,,6.25,,,,,
101,EARNAUSD,Upshift,Monad,$34.57m,34570000,4.24,1.66,2.58,8.53,,2.58,,8.53,,,,,
102,GHO,Fluid Lending,Arbitrum,$3.08m,3080000,4.21,4.21,6.26,,,4.21,,6.26,,,,,
103,USDC,Kamino Lend,Solana,$8.2m,8199999.999999999,4.12,4.12,3.45,,,4.12,,3.45,167930000,159720000,8210000.000000001,,
104,FRUSDC,Morpho Blue,Base,$23.75m,23750000,4.09,4.09,4.27,,,4.09,,4.27,23752306.665121127,,0,0,"{""cbBTC"":100}"
105,PUSDC,Morpho Blue,Base,$23.3m,23300000,4.09,4.09,4.24,,,4.09,,4.24,23301223.504604716,,1026569426.98,2.22,"{""cbBTC"":100}"
106,TERMUSDC,Morpho Blue,Base,"$978,243",978243,4.09,4.09,4.27,,,4.09,,4.27,978275.2482171374,,198997086.75,0.49,"{""cbBTC"":100}"
107,USDC / 2026-06-04,Exactly,Op Mainnet,$1.69m,1690000,4,4,3.77,,,4,,3.77,1520000,66624,1460000,,
108,USDC / 2027-01-14,Exactly,Op Mainnet,$1.69m,1690000,3.99,3.99,3.32,,,3.99,,3.32,1460000,2255,1460000,,
109,SUSDAI-USDC,Curve DEX,Arbitrum,$3.76m,3760000,3.97,3.97,4.27,,,3.97,,4.27,,,,,
110,USDC / 2026-07-02,Exactly,Op Mainnet,$1.69m,1690000,3.93,3.93,3.59,,,3.93,,3.59,1500000,41784,1460000,,
111,PYUSD,Kamino Lend,Solana,$10.75m,10750000,3.91,3.91,3.39,,,3.91,,3.39,83130000,72370000,10750000,,
112,HYPERUSDCA,Morpho Blue,Arbitrum,"$875,945",875945,3.87,3.87,4.33,,,3.87,,4.33,850941.3932326093,,199116877.57,0,"{""PT-sUSDai-18JUN2026"":12.84,""thBILL"":2.12,""WBTC"":16.21,""PT-sUSDai-19FEB2026"":0,""sUSDai"":3.35,""PT-thBILL-18JUN2026"":10.25,""PT-USDai-18JUN2026"":49,""sUSDS"":3.52,""weETH"":1.65,""WETH"":1.06}"
113,USDC / 2026-12-17,Exactly,Op Mainnet,$1.69m,1690000,3.85,3.85,3.09,,,3.85,,3.09,1460000,2187,1460000,,
114,AAVEUSDC-AAVEGHO,Aura,Base,$4.08m,4080000,3.83,3.23,0.6,6.63,,0.6,,6.63,,,,,
115,VBUSDT,Yearn Finance,Katana,$4.31m,4310000,3.79,2.36,1.43,1.91,,1.43,,1.91,,,,,
116,USDC / 2026-09-24,Exactly,Op Mainnet,$1.69m,1690000,3.74,3.74,3.84,,,3.74,,3.84,1480000,12281,1460000,,
117,USDC / 2026-11-19,Exactly,Op Mainnet,$1.69m,1690000,3.73,3.73,3.65,,,3.73,,3.65,1470000,4829,1460000,,
118,USDC / Euler Earn USDC,Euler V2,Monad,"$518,912",518912,3.72,1.72,2,3.11,,2,,3.11,,,,,
119,SPARKUSDC,Morpho Blue,Base,$9.48m,9480000,3.69,3.69,4.23,,,3.69,,4.23,0,,,,
120,GTUSDCC,Morpho Blue,Base,$1.74m,1740000,3.68,3.68,4.23,,,3.68,,4.23,1767750.9375544705,,6230888.3,0,"{""UBTC"":38.32,""WHYPE"":30.84,""kHYPE"":30.84}"
121,USDC / 2026-10-22,Exactly,Op Mainnet,$1.69m,1690000,3.68,3.68,4.01,,,3.68,,4.01,1490000,21715,1460000,,
122,USDC / 2026-08-27,Exactly,Op Mainnet,$1.69m,1690000,3.67,3.67,3.85,,,3.67,,3.85,1480000,18043,1460000,,
123,USDC,Moonwell Lending,Base,$2.32m,2320000,3.65,3.65,4.31,,,3.65,,4.31,14700000,12590000,2110000,,
124,SUSDS,Sky Lending,Arbitrum,$357.92m,357920000,3.65,3.73,,,,,,3.73,,,,,
125,USDC / 2026-07-30,Exactly,Op Mainnet,$1.69m,1690000,3.61,3.61,3.43,,,3.61,,3.43,1490000,30530,1460000,,
126,USDY / US Dollar Yield,Ondo Yield Assets,Solana,$180.25m,180250000,3.55,3.55,3.55,3.55,,3.55,,3.55,,,,,
127,USDY / US Dollar Yield,Ondo Yield Assets,Arbitrum,$5.58m,5580000,3.55,3.55,3.55,3.55,,3.55,,3.55,,,,,
128,MWUSDC,Morpho Blue,Base,$5.37m,5370000,3.47,3.47,4.23,,,3.47,,4.23,23137.24912281768,,,,"{""Unknown"":100}"
129,USDC,Aave V3,Base,$21.61m,21610000,3.45,3.45,3.04,,,3.45,,3.04,173790000,152230000,21560000,,
130,BBQUSDC,Morpho Blue,Arbitrum,$13.22m,13220000,3.38,3.38,3.12,,,3.38,,3.12,18726607.562882807,,491191310.72,0,"{""wsrUSD"":0,""PT-USDai-18JUN2026"":13.93,""weETH"":13.13,""syrupUSDC"":4.98,""WETH"":1.06,""XAUt0"":0.03,""wstETH"":57.13,""WBTC"":9.75,""siUSD"":0}"
131,WYLDS,Hastra,Solana,$5.87m,5870000,3.3,3.3,3.29,,,3.3,,3.29,,,,,
132,CUSDO,OpenEden USDO,Solana,$5.7m,5700000,3.24,3.24,3.25,3.24,,3.25,,3.24,,,,,
133,USDC,Compound V3,Base,"$962,430",962430,3.24,3.24,3.46,,,3.24,,3.46,9540000,8620000,922936,,
134,USDG,Loopscale,Solana,$1.84m,1840000,3.18,3.18,2.8,,,3.18,,2.8,,,,,
135,EARNAUSD,Neverland,Monad,$3.19m,3190000,3.15,0,3.15,3.92,,3.15,,3.92,3190000,0,3190000,,
136,BBQUSDT0,Morpho Blue,Arbitrum,$22.8m,22800000,3.11,3.11,3.93,,,3.11,,3.93,22535798.976811938,,637467606.8,0,"{""syrupUSDC"":33.65,""sUSDS"":25,""weETH"":10.59,""siUSD"":0.48,""XAUt0"":0.05,""PT-USDai-18JUN2026"":0,""bbqUSDC"":0,""sUSDe"":0,""WBTC"":10.9,""wsrUSD"":9.66,""wstETH"":4.4,""WETH"":5.27}"
137,USDT,Aave V3,Op Mainnet,"$533,288",533288,3.09,3.09,2.16,,,3.09,,2.16,4420000,3880000,533423,,
138,USDC / Compound,Beefy,Op Mainnet,"$708,032",708032,3.03,2.92,,,,,,2.92,,,,,
139,MSUSD-USDC / CL50 - 0.05%,Aerodrome Slipstream,Base,$19.41m,19410000,3.02,0.69,2.32,0.73,4.5,0.73,,4.5,,,,,
140,USDT / Main Pool,Save,Solana,"$764,537",764537,2.96,2.96,3.29,,,2.96,,3.29,3840000,3070000,764528,,
141,USDC-USDT-PYUSD,Carrot Liquidity,Solana,$1.95m,1950000,2.9,2.9,1.71,,,2.9,,1.71,,,,,
142,USDS,Kamino Lend,Solana,$2.97m,2970000,2.83,2.83,1.56,,,2.83,,1.56,13290000,10320000,2970000,,
143,GTUSDCP,Morpho Blue,Arbitrum,$3.34m,3340000,2.71,2.71,3.23,,,2.71,,3.23,3343009.3627525293,,61646529.24,0,"{""WBTC"":39,""wstETH"":59.44,""WETH"":1.56,""sUSDS"":0}"
144,USDC,Yearn Finance,Base,"$960,684",960684,2.65,2.65,2.94,,,2.65,,2.94,,,,,
145,USDC,Compound V3,Arbitrum,$5.21m,5210000,2.64,2.64,2.37,,,2.64,,2.37,19580000,14360000,5220000,,
146,USDAI / For LP | Maturity 15OCT2026,Pendle,Arbitrum,$1.01m,1010000,2.49,1.85,0.64,2.87,,0.64,,2.87,,,,,
147,GTUSDCC,Morpho Blue,Arbitrum,$3.35m,3350000,2.46,2.46,3.3,,,2.46,,3.3,1767750.9375544705,,6230888.3,0,"{""UBTC"":38.32,""WHYPE"":30.84,""kHYPE"":30.84}"
148,USDT,Compound V3,Op Mainnet,$1.27m,1270000,2.42,2.42,2.09,,,2.42,,2.09,3880000,2620000,1270000,,
149,USDC / Compound,Beefy,Arbitrum,$1.15m,1150000,2.42,2.37,,,,,,2.37,,,,,
150,USDC / Main Pool,Save,Solana,$8.25m,8250000,2.42,2.42,2.64,,,2.42,,2.64,28690000,20460000,8240000,,
151,USDC,Revert Lend,Base,$2.55m,2548754,7.41,7.41,0,9.15,,6.890000000000001,,,2548754,,,,
152,baseUSD,Tokemak,Base,$5.68m,5684875,10.11,8.27,1.8399999999999999,6.239999999999999,,6.4399999999999995,,,5684875,,,,
