rank,pool,project,chain,tvl,tvl_raw,apy,base_apy,reward_apy,base_apy_7d,il_7d,avg_30d,inception_apy,top_10_pct,total_pool,total_borrowed,avail_liquidity,supply_cap_util,collateral_exposure
98,CSUSDC,Morpho Blue,Base,$2.87m,2870000,4.4,4.4,,,,5.27,,,1.0058749946778713,,75991461.71,0,"{""wstETH"":64.88,""weETH"":35.12}"
99,USDC|Dolomite Balance,Dolomite,Arbitrum,$1.41m,1410000,4.39,4.39,,,,5.97,,,,,,,
100,BBQUSDC,Morpho Blue,Arbitrum,$13.87m,13870000,4.31,4.31,,,,3.81,,,2857717.8781645265,,507067905.62,0,"{""XAUt0"":0.02,""PT-USDai-18JUN2026"":41.38,""weETH"":56.57,""syrupUSDC"":1.41,""WETH"":0.63,""wsrUSD"":0}"
101,GHO,Fluid Lending,Arbitrum,$2.61m,2610000,4.29,4.29,,,,5.87,,,,,,,
102,USDY,Toros,Base,"$889,763",889763,4.27,4.27,,,,4.55,,,,,,,
103,STEAKUSDC,Morpho Blue,Base,$468.6m,468600000,4.23,4.23,,,,4.29,,,128371.17352418801,,64862149.47,0,"{""wstETH"":49.43,""WETH"":50.18,""WBTC"":0.39}"
104,FRUSDC,Morpho Blue,Base,$23.79m,23790000,4.23,4.23,,,,4.13,,,23785277.635506734,,0,0,"{""cbBTC"":100}"
105,TERMUSDC,Morpho Blue,Base,"$979,681",979681,4.23,4.23,,,,4.13,,,979633.2338213905,,198975229.32,0.49,"{""cbBTC"":100}"
106,GTUSDCP,Morpho Blue,Base,$351.89m,351890000,4.22,4.22,,,,4.29,,,2779353.7217979627,,62211166.92,0,"{""WBTC"":59.51,""wstETH"":40.32,""WETH"":0.02,""sUSDS"":0.15}"
107,PUSDC,Morpho Blue,Base,$26.54m,26540000,4.21,4.21,,,,4.29,,,26542184.3406096,,1023220844.05,2.53,"{""cbBTC"":100}"
108,USDC|2027-01-14,Exactly,Op Mainnet,$1.57m,1570000,4.14,4.14,,,,3.88,,,,,,,
109,USDC|2026-07-02,Exactly,Op Mainnet,$1.57m,1570000,4.07,4.07,,,,3.91,,,,,,,
110,USDC|2026-06-04,Exactly,Op Mainnet,$1.57m,1570000,4.07,4.07,,,,4.02,,,,,,,
111,USDC|2026-12-17,Exactly,Op Mainnet,$1.57m,1570000,4.02,4.02,,,,3.83,,,,,,,
112,USDC|TermMax USDC Vault,TermMax,Base,$1.25m,1250000,3.97,3.97,,,,2.31,,,,,,,
113,SUSDAI-USDC,Curve DEX,Arbitrum,$1.86m,1860000,3.97,3.97,,,,4.35,,,,,,,
114,USDC|2026-09-24,Exactly,Op Mainnet,$1.57m,1570000,3.93,3.93,,,,3.77,,,,,,,
115,USDC|2026-11-19,Exactly,Op Mainnet,$1.57m,1570000,3.92,3.92,,,,3.72,,,,,,,
116,USDC|2026-10-22,Exactly,Op Mainnet,$1.57m,1570000,3.92,3.92,,,,3.81,,,,,,,
117,USDC|2026-07-30,Exactly,Op Mainnet,$1.57m,1570000,3.91,3.91,,,,3.35,,,,,,,
118,USDC|2026-08-27,Exactly,Op Mainnet,$1.57m,1570000,3.89,3.89,,,,3.72,,,,,,,
119,HFUSDC,Morpho Blue,Base,"$882,201",882201,3.82,3.82,,,,1.12,,,882155.9161547006,,11115135.84,7.35,"{""Unknown"":6.12,""cbBTC"":56.23,""WETH"":37.64}"
120,GTUSDCC,Morpho Blue,Arbitrum,$3.36m,3360000,3.8,3.8,,,,3.44,,,1554776.9878342606,,6444191.67,0,"{""kHYPE"":24.17,""UBTC"":47.64,""WHYPE"":28.19}"
121,GTUSDCC,Morpho Blue,Base,$2.02m,2020000,3.76,3.76,,,,4.08,,,1554776.9878342606,,6444191.67,0,"{""kHYPE"":24.17,""UBTC"":47.64,""WHYPE"":28.19}"
122,GTUSDT,Morpho Blue,Katana,$60.64m,60640000,3.75,1.86,1.88,,,2.26,,,9.995834351509646e-7,,39983.34,0,"{""WHYPE"":100}"
123,BBQAUSD,Morpho Blue,Monad,"$906,053",906053,3.72,1.02,2.7,,,8.17,,,901126.0895846172,,229042492.47,0,"{""wstETH"":1.05,""wsrUSD"":98.09,""XAUt0"":0.86}"
124,USDG,Loopscale,Solana,$1.28m,1280000,3.69,3.69,,,,2.83,,,,,,,
125,SUSDS,Sky Lending,Arbitrum,$358.34m,358340000,3.65,3.65,,,,3.69,,,,,,,
126,SPARKUSDC,Morpho Blue,Base,$9.14m,9140000,3.56,3.56,,,,4.07,,,0,,,,
127,USDY|US Dollar Yield,Ondo Yield Assets,Solana,$180.48m,180480000,3.55,3.55,,3.55,,3.55,,,,,,,
128,USDY|US Dollar Yield,Ondo Yield Assets,Arbitrum,$5.59m,5590000,3.55,3.55,,3.55,,3.55,,,,,,,
129,AAVEUSDC-AAVEGHO,Aura,Base,"$994,951",994951,3.34,3.33,0,,,6.99,,,,,,,
130,WABASGHO-WABASUSDC|Aura,Beefy,Base,"$972,763",972763,3.34,3.34,,,,6.33,,,,,,,
131,USDC,Kamino Lend,Solana,$8.85m,8850000,3.34,3.34,,,,4.26,,,,,,,
132,USDC,Aave V3,Base,$25.7m,25700000,3.3,3.3,,,,3.38,,,,,,,
133,WYLDS,Hastra,Solana,$1.87m,1870000,3.25,3.25,,,,3.29,,,,,,,
134,CUSDO,OpenEden USDO,Solana,$5.7m,5700000,3.25,3.25,,3.25,,3.23,,,,,,,
135,USDC-USDT|0.01%,Uniswap V3,Arbitrum,$2.58m,2580000,3.24,3.24,,2.62,,3.63,,,,,,,
136,GTUSDCP,Morpho Blue,Arbitrum,$2.85m,2850000,3.19,3.19,,,,3.64,,,2779353.7217979627,,62211166.92,0,"{""WBTC"":59.51,""wstETH"":40.32,""WETH"":0.02,""sUSDS"":0.15}"
137,PYUSD,Kamino Lend,Solana,$10.88m,10880000,3.17,3.17,,,,3.66,,,,,,,
138,USDC,Aave V3,Arbitrum,$19.48m,19480000,3.12,3.12,,,,4.23,,,,,,,
139,MSUSD-USDC|CL50 - 0.05%,Aerodrome Slipstream,Base,$25.2m,25200000,3.02,0.64,2.39,0.55,,2.87,,,,,,,
140,USDT|Main Pool,Save,Solana,"$716,952",716952,3.01,3.01,,,,3.1,,,,,,,
141,DAI,Aave V3,Arbitrum,"$504,063",504063,3,3,,,,4.19,,,,,,,
142,USDC-EUSD|CL1 - 0.01%,Aerodrome Slipstream,Base,"$515,439",515439,2.99,0.38,2.61,0.7,,59.85,,,,,,,
143,EARNAUSD|earnAUSD/AUSD,Curvance,Monad,$15.06m,15060000,2.95,0,2.95,,,2.24,,,,,,,
144,USDS,Kamino Lend,Solana,$2.19m,2190000,2.9,2.9,,,,2.53,,,,,,,
145,USDC|SuperchargerV2,WOOFi Earn,Arbitrum,"$773,645",773645,2.76,2.76,,,,4.56,,,,,,,
146,HYUSD,Loopscale,Solana,"$757,432",757432,2.76,2.76,,,,2.18,,,,,,,
147,USDC,Aave V3,Op Mainnet,$2.5m,2500000,2.69,2.69,,,,2.05,,,,,,,
148,EARNAUSD,Neverland,Monad,$3.58m,3580000,2.67,0,2.67,,,3.29,,,,,,,
149,USDT,Aave V3,Op Mainnet,"$932,861",932861,2.61,2.61,,,,2.6,,,,,,,
150,USDY,Toros,Op Mainnet,"$756,392",756392,2.59,2.59,,,,2.41,,,,,,,
151,USDC,Revert Lend,Base,$2.42m,2422477,6.5600000000000005,6.5600000000000005,0,6.58,,7.21,,,2422477,,,,
152,baseUSD,Tokemak,Base,$6.27m,6267851,8.67,6.93,1.7399999999999998,6.49,,7.07,,,6267851,,,,
