rank,pool,project,chain,tvl,tvl_raw,apy,base_apy,reward_apy,base_apy_7d,il_7d,avg_30d,inception_apy,top_10_pct,total_pool,total_borrowed,avail_liquidity,supply_cap_util,collateral_exposure
38,USDC,Fluid Lending,Arbitrum,$27.88m,27880000,8.75,7.62,1.13,6.41,,1.13,,6.41,,,,,
39,BBQUSDC,Morpho V1,Base,$3.16m,3160000,8.61,8.61,5.16,,,8.61,,5.16,15397377.494124237,,494508627.51,0,"{""XAUt0"":0.03,""sUSDS"":15.78,""syrupUSDC"":4.84,""wstETH"":60.43,""PT-USDai-18JUN2026"":4.64,""WBTC"":14.27,""weETH"":0,""wsrUSD"":0,""siUSD"":0}"
40,USDC,Aave V3,Arbitrum,$6.47m,6470000,8.54,8.54,2.02,,,8.54,,2.02,157740000,151270000,6470000,,
41,SUSDAI / For LP | Maturity 18JUN2026,Pendle,Arbitrum,$6.44m,6440000,8.41,7.6,0.8,6.95,,0.8,,6.95,,,,,
42,SUSDAI / For buying PT-sUSDai-18JUN2026,Pendle,Arbitrum,$6.44m,6440000,8.36,8.36,7.29,,,8.36,,7.29,,,,,
43,WABASGHO-WABASUSDC / Aura,Beefy,Base,$1.61m,1610000,8.33,5.67,,,,,,5.67,,,,,
44,USDC,Loopscale,Solana,$1.27m,1270000,8.31,7.69,0.62,8.42,,0.62,,8.42,,,,,
45,APXUSD / For LP | Maturity 18JUN2026,Pendle,Base,$3.12m,3120000,8.3,6.21,2.08,8.87,,2.08,,8.87,,,,,
46,USDC,Neverland,Monad,$16.35m,16350000.000000002,8.27,3.87,4.4,8.38,,4.4,,8.38,70080000,53730000,16350000.000000002,,
47,USDC,Compound V3,Base,"$802,247",802247,8.1,8.1,3.07,,,8.1,,3.07,9460000,8660000,802247,,
48,GTUSDCC,Morpho V1,Unichain,$1.17m,1170000,7.93,7.93,6.51,,,7.93,,6.51,1928568.5789363415,,6070059.81,0,"{""UBTC"":41.19,""WHYPE"":30.57,""kHYPE"":28.24}"
49,SUSDAI / For buying PT-sUSDai-15OCT2026,Pendle,Arbitrum,$12.37m,12370000,7.88,7.88,7.74,,,7.88,,7.74,,,,,
50,USDC,MortgageFi,Base,"$738,679",738679,7.86,9.2,,,,,,9.2,,,,,
51,WAARBUSDCN-WAARBUSDT-WAARBGHO / Aura,Beefy,Arbitrum,$3.65m,3650000,7.84,6.83,,,,,,6.83,,,,,
52,SYZUSD,Yuzu Money,Monad,$22.77m,22770000,7.83,7.83,7.28,,,7.83,,7.28,,,,,
53,USDC,Gains Network,Arbitrum,$8.44m,8440000,7.8,7.8,6.53,,,7.8,,6.53,,,,,
54,USDC-USDT / 0.01%,Uniswap V3,Arbitrum,$2.47m,2470000,7.69,7.69,4.97,3.64,,4.97,,3.64,,,,,
55,HYPERUSDCA,Morpho V1,Monad,$19.32m,19320000,7.68,5.08,2.59,7.03,,2.59,,7.03,958327.9703726299,,199004818.92,0,"{""thBILL"":6.62,""WBTC"":10.44,""PT-sUSDai-19FEB2026"":0,""sUSDai"":0.65,""PT-thBILL-18JUN2026"":8.05,""PT-USDai-18JUN2026"":53.52,""PT-sUSDai-18JUN2026"":11.41,""sUSDS"":6.04,""weETH"":0.24,""WETH"":3.05}"
56,SUSDAI / For LP | Maturity 15OCT2026,Pendle,Arbitrum,$12.37m,12370000,7.65,6.87,0.78,7.39,,0.78,,7.39,,,,,
57,GHO,Fluid Lending,Arbitrum,$3.12m,3120000,7.5,4.16,3.34,6.43,,3.34,,6.43,,,,,
58,GTUSDCC,Morpho V1,Hyperliquid L1,$2.04m,2040000,7.25,7.25,6.22,,,7.25,,6.22,1928568.5789363415,,6070059.81,0,"{""UBTC"":41.19,""WHYPE"":30.57,""kHYPE"":28.24}"
59,AUSD / earnAUSD/AUSD,Curvance,Monad,$1.51m,1510000,7.22,7.22,6.98,,,7.22,,6.98,14440000,12930000,1510000,,
60,USDC,Fluid Lending,Base,$10.1m,10100000,7.14,5,2.14,6.86,,2.14,,6.86,,,,,
61,SUSDAI / 30d unlock,USD AI,Arbitrum,$259.34m,259339999.99999997,7.13,7.13,6.36,,,7.13,,6.36,,,,,
62,USDAI / For buying PT-USDai-15OCT2026,Pendle,Arbitrum,"$766,658",766658,7.11,7.11,6.21,,,7.11,,6.21,,,,,
63,USDC / 40 Acres,Harvest Finance,Base,$2.02m,2020000,6.93,6.93,6.38,,,6.93,,6.38,,,,,
64,USDC,DeltaPrime,Arbitrum,"$695,759",695759,6.77,6.77,6.4,,,6.77,,6.4,,,,,
65,DTUSDC,Lagoon,Base,"$684,231",684231,6.63,6.63,5.65,,,6.63,,5.65,,,,,
66,USDY,Toros,Arbitrum,"$541,653",541653,6.58,4.94,,,,,,4.94,,,,,
67,EDGEUSDC,Morpho V1,Base,"$837,887",837887,6.57,3.96,2.61,5.22,,2.61,,5.22,101618.50932368376,,29892852.37,0.34,"{""wstETH"":48,""sUSDS"":38.82,""WBTC"":13.18}"
68,GTUSDCP,Morpho V1,Op Mainnet,$8.63m,8630000,6.56,3.66,2.9,4.45,,2.9,,4.45,3506522.5059655863,,61481497.74,0,"{""WBTC"":36.92,""wstETH"":48.35,""WETH"":4.6,""sUSDS"":10.12}"
69,GTUSDCF,Morpho V1,Base,$1.95m,1950000,6.55,6.55,5.28,,,6.55,,5.28,2091104.1545925236,,109496194.24,0,"{""cbBTC"":48.39,""cbXRP"":31.77,""cbADA"":19.84}"
70,STEAKUSDC,Morpho V1,Katana,$21.38m,21380000,6.51,6.51,1.2,,,6.51,,1.2,124484.0982913223,,64863536.15,0,"{""wstETH"":100,""WETH"":0}"
71,USDG,Kamino Lend,Solana,$1.33m,1330000,6.43,6.43,5.34,,,6.43,,5.34,27790000,26470000,1330000,,
72,BBQUSDT0,Morpho V1,Arbitrum,$25.1m,25100000,6.23,6.23,3.7,,,6.23,,3.7,24960852.136089668,,635114826.91,0,"{""sUSDe"":0,""syrupUSDC"":44.51,""sUSDS"":23.32,""weETH"":6.22,""PT-USDai-18JUN2026"":0,""siUSD"":0.4,""XAUt0"":0.05,""bbqUSDC"":0,""WBTC"":7.31,""wsrUSD"":11.89,""wstETH"":3.73,""WETH"":2.58}"
73,USDC,Extra Finance Leverage Farming,Base,$3.71m,3710000,6.22,6.22,5.14,,,6.22,,5.14,,,,,
74,HYPERUSDCA,Morpho V1,Arbitrum,"$958,262",958262,5.87,5.87,4.8,,,5.87,,4.8,958327.9703726299,,199004818.92,0,"{""thBILL"":6.62,""WBTC"":10.44,""PT-sUSDai-19FEB2026"":0,""sUSDai"":0.65,""PT-thBILL-18JUN2026"":8.05,""PT-USDai-18JUN2026"":53.52,""PT-sUSDai-18JUN2026"":11.41,""sUSDS"":6.04,""weETH"":0.24,""WETH"":3.05}"
75,SUSDAI-USDC,Curve DEX,Arbitrum,$4.28m,4280000,5.84,5.84,4.39,,,5.84,,4.39,,,,,
76,USDAI / For buying PT-USDai-18JUN2026,Pendle,Arbitrum,$35.88m,35880000,5.66,5.66,5.28,,,5.66,,5.28,,,,,
77,USDC,Kamino Lend,Solana,$7.88m,7880000,5.61,5.61,2.78,,,5.61,,2.78,169650000,161770000,7880000,,
78,FEUSDC,Morpho V1,Hyperliquid L1,$23.07m,23070000,5.54,5.54,5.84,,,5.54,,5.84,23100318.9589374,,70883564.56,24.58,"{""kHYPE"":97.89,""UBTC"":0.39,""WHYPE"":1.68,""PT-kHYPE-19MAR2026"":0.04}"
79,USDC,Harmonix Finance,Arbitrum,"$857,235",857235,5.49,5.49,5.33,,,5.49,,5.33,,,,,
80,GTUSDCC,Morpho V1,Arbitrum,$3.49m,3490000,5.41,5.41,3.31,,,5.41,,3.31,1928568.5789363415,,6070059.81,0,"{""UBTC"":41.19,""WHYPE"":30.57,""kHYPE"":28.24}"
81,PYUSD,Kamino Lend,Solana,$9.16m,9160000,5.34,5.34,2.98,,,5.34,,2.98,77290000,68120000,9160000,,
82,USDC-ALUSD / stable - 0.05%,Velodrome V2,Op Mainnet,$1.65m,1650000,5.33,5.33,5.65,,,5.33,,5.65,,,,,
83,GTUSDC,Morpho V1,Katana,$2.71m,2710000,5.32,5.25,0.08,1.42,,0.08,,1.42,,,,,
84,USDT,ZEROBASE CeDeFi,Op Mainnet,$8.1m,8100000,5.3,3.3,2,5.3,,2,,5.3,,,,,
85,USDC / Autopilot,Harvest Finance,Base,"$718,713",718713,5.23,5.23,4.81,,,5.23,,4.81,,,,,
86,SYRUPUSDC-USDC / 0.08%,Uniswap V4,Arbitrum,"$980,430",980430,5.21,5.21,1.05,,,5.21,,1.05,,,,,
87,USDC-SCRVUSD / Curve,Stake DAO,Base,"$528,524",528524,5.12,1.23,3.89,5.32,,3.89,,5.32,,,,,
88,CSUSDC,Morpho V1,Base,$3.48m,3480000,5.09,5.09,6.91,,,5.09,,6.91,556.8204223350682,,75990067.57,0,"{""weETH"":0.06,""wstETH"":99.94}"
89,USDC / Harvest USDC vault Base,Fusion by IPOR,Base,"$718,669",718669,4.91,4.91,4.43,,,4.91,,4.43,,,,,
90,USDC / SuperchargerV2,WOOFi Earn,Base,"$686,220",686220,4.87,4.87,4.86,,,4.87,,4.86,,,,,
91,USDC / Morpho,Beefy,Base,$1.1m,1100000,4.76,4.63,,,,,,4.63,,,,,
92,AUSD / vUSD/AUSD,Curvance,Monad,"$967,632",967632,4.75,4.75,5.32,,,4.75,,5.32,5500000,4530000,967632,,
93,USDC / SuperchargerV2,WOOFi Earn,Arbitrum,$1.14m,1140000,4.73,4.73,4.73,,,4.73,,4.73,,,,,
94,USDY,Toros,Base,"$887,793",887793,4.7,3.68,,,,,,3.68,,,,,
95,EARNAUSD,Upshift,Monad,$37.81m,37810000,4.63,2.19,2.44,9.08,,2.44,,9.08,,,,,
96,USDC,HyperLend Pooled,Hyperliquid L1,$14.09m,14090000,4.52,4.52,4.17,,,4.52,,4.17,62960000,48870000,14090000,,
97,USDC,Wasabi Perps,Solana,"$842,801",842801,4.26,4.26,5.77,,,4.26,,5.77,,,,,
98,USDC,Moonwell Lending,Base,$3.82m,3820000,4.22,2.97,1.24,4.18,,1.24,,4.18,16079999.999999998,12260000,3820000,,
99,GTUSDCC,Morpho V1,Base,$1.65m,1650000,4.11,4.11,4.19,,,4.11,,4.19,1928568.5789363415,,6070059.81,0,"{""UBTC"":41.19,""WHYPE"":30.57,""kHYPE"":28.24}"
100,MEUSD,Morpho V1,Base,"$972,423",972423,4.1,4.1,1.51,,,4.1,,1.51,971509.5228296417,,4517538.81,17.7,"{""cbBTC"":100}"
101,GTUSDCP,Morpho V1,Base,$55.66m,55660000,4.07,4.07,4.13,,,4.07,,4.13,3506522.5059655863,,61481497.74,0,"{""WBTC"":36.92,""wstETH"":48.35,""WETH"":4.6,""sUSDS"":10.12}"
102,STEAKUSDC,Morpho V1,Base,$104.23m,104230000,4.07,4.07,4.13,,,4.07,,4.13,124484.0982913223,,64863536.15,0,"{""wstETH"":100,""WETH"":0}"
103,STEAKUSDCFARCASTER,Morpho V1,Base,"$548,840",548840,4.07,4.07,4.13,,,4.07,,4.13,,,,,
104,PUSDC,Morpho V1,Base,$8.63m,8630000,4.05,4.05,4.14,,,4.05,,4.14,8629380.536328897,,1041251115.14,0.82,"{""cbBTC"":100}"
105,MWUSDC,Morpho V1,Base,$7.63m,7630000,4.05,4.05,4.14,,,4.05,,4.14,23134.782728843253,,,,"{""Unknown"":100}"
106,SPARKUSDC,Morpho V1,Base,$9.29m,9290000,4.03,4.03,4.19,,,4.03,,4.19,0,,,,
107,USDC / 2027-01-14,Exactly,Op Mainnet,$1.64m,1640000,3.99,3.99,3.05,,,3.99,,3.05,1420000,2255,1420000,,
108,USDC / 2026-06-04,Exactly,Op Mainnet,$1.64m,1640000,3.98,3.98,3.66,,,3.98,,3.66,1480000,63845,1420000,,
109,GHO,Fluid Lending,Base,"$937,067",937067,3.9,3.9,3.86,,,3.9,,3.86,,,,,
110,USDC / 2026-07-02,Exactly,Op Mainnet,$1.64m,1640000,3.82,3.82,3.47,,,3.82,,3.47,1460000,38963,1420000,,
111,USDC / 2026-12-17,Exactly,Op Mainnet,$1.64m,1640000,3.77,3.77,2.41,,,3.77,,2.41,1420000,1532,1420000,,
112,SUSDS,Sky Lending,Arbitrum,$357.66m,357660000,3.75,3.75,,,,,,3.75,,,,,
113,USDC / 2026-09-24,Exactly,Op Mainnet,$1.64m,1640000,3.73,3.73,3.9,,,3.73,,3.9,1430000,11738,1420000,,
114,USDC / 2026-11-19,Exactly,Op Mainnet,$1.64m,1640000,3.67,3.67,3.65,,,3.67,,3.65,1430000,4506,1420000,,
115,USDC / 2026-10-22,Exactly,Op Mainnet,$1.64m,1640000,3.66,3.66,4.12,,,3.66,,4.12,1440000,21099,1420000,,
116,USDC,Wasabi Perps,Base,$2.32m,2320000,3.65,3.65,4.61,,,3.65,,4.61,,,,,
117,WYLDS-USDC,Kamino Liquidity,Solana,$3.91m,3910000,3.6,3.6,0.52,0.09,,0.52,,0.09,,,,,
118,USDC / 2026-08-27,Exactly,Op Mainnet,$1.64m,1640000,3.58,3.58,3.94,,,3.58,,3.94,1440000,17407,1420000,,
119,USDY / US Dollar Yield,Ondo Yield Assets,Solana,$180.17m,180170000,3.55,3.55,3.55,3.55,,3.55,,3.55,,,,,
120,USDY / US Dollar Yield,Ondo Yield Assets,Arbitrum,$5.58m,5580000,3.55,3.55,3.55,3.55,,3.55,,3.55,,,,,
121,USDC,Aave V3,Base,$21.18m,21180000,3.52,3.52,2.84,,,3.52,,2.84,183810000,162620000,21180000,,
122,BBQUSDC,Morpho V1,Monad,$1.65m,1650000,3.45,0.37,3.08,4.27,,3.08,,4.27,15397377.494124237,,494508627.51,0,"{""XAUt0"":0.03,""sUSDS"":15.78,""syrupUSDC"":4.84,""wstETH"":60.43,""PT-USDai-18JUN2026"":4.64,""WBTC"":14.27,""weETH"":0,""wsrUSD"":0,""siUSD"":0}"
123,EARNAUSD,Neverland,Monad,$3.22m,3220000,3.43,0,3.43,4.12,,3.43,,4.12,3220000,0,3220000,,
124,WYLDS,Hastra,Solana,$7.58m,7580000,3.28,3.28,3.29,,,3.28,,3.29,,,,,
125,CUSDO,OpenEden USDO,Solana,$5.73m,5730000,3.25,3.25,3.25,3.24,,3.25,,3.24,,,,,
126,USDC / Compound,Beefy,Base,$1.23m,1230000,3.21,3.06,,,,,,3.06,,,,,
127,USDT / Main Pool,Save,Solana,"$641,016",641016,3.19,3.19,3.27,,,3.19,,3.27,3870000,3230000,641017,,
128,USDC / Compound,Beefy,Op Mainnet,"$707,941",707941,3.13,3.02,,,,,,3.02,,,,,
129,USDC,Yearn Finance,Base,"$957,751",957751,3.05,3.05,2.99,,,3.05,,2.99,,,,,
130,MSUSD-USDC / CL50 - 0.05%,Aerodrome Slipstream,Base,$18.44m,18440000,2.95,1.02,1.94,0.73,6.22,0.73,,6.22,,,,,
131,BBQUSDC,Morpho V1,Arbitrum,$15.4m,15400000,2.92,2.92,3.3,,,2.92,,3.3,15397377.494124237,,494508627.51,0,"{""XAUt0"":0.03,""sUSDS"":15.78,""syrupUSDC"":4.84,""wstETH"":60.43,""PT-USDai-18JUN2026"":4.64,""WBTC"":14.27,""weETH"":0,""wsrUSD"":0,""siUSD"":0}"
132,USDS,Kamino Lend,Solana,$2.88m,2880000,2.9,2.9,1.25,,,2.9,,1.25,13470000,10590000,2880000,,
133,USDT,Aave V3,Op Mainnet,"$691,854",691854,2.87,2.87,1.93,,,2.87,,1.93,4520000,3830000,691854,,
134,GTUSDCP,Morpho V1,Arbitrum,$3.51m,3510000,2.84,2.84,3.06,,,2.84,,3.06,3506522.5059655863,,61481497.74,0,"{""WBTC"":36.92,""wstETH"":48.35,""WETH"":4.6,""sUSDS"":10.12}"
135,USDG,Loopscale,Solana,$2.2m,2200000,2.79,2.79,2.9,,,2.79,,2.9,,,,,
136,GTUSDT,Morpho V1,Katana,$69.19m,69190000,2.74,2.7,0.04,0.98,,0.04,,0.98,9.998566208295857e-7,,39994.26,0,"{""WHYPE"":100}"
137,VBUSDT,Yearn Finance,Katana,$4.09m,4090000,2.46,2.46,2.12,,,2.46,,2.12,,,,,
138,USDC,Compound V3,Arbitrum,$8.41m,8410000,2.22,2.22,2.37,,,2.22,,2.37,22010000,13600000,8410000,,
139,USDC / Compound,Beefy,Arbitrum,$1.17m,1170000,2.22,2.37,,,,,,2.37,,,,,
140,USDC / Euler Earn USDC,Euler V2,Arbitrum,"$715,106",715106,2.16,2.16,3.55,,,2.16,,3.55,,,,,
141,HYUSD-USDC,Kamino Liquidity,Solana,$1.04m,1040000,2.1,2.1,1.31,2.07,,1.31,,2.07,,,,,
142,HYUSD,Loopscale,Solana,"$880,529",880529,2.07,2.07,1.62,,,2.07,,1.62,,,,,
143,USDC / Main Pool,Save,Solana,$11.23m,11230000,2.05,2.05,2.77,,,2.05,,2.77,31650000,20420000,11230000,,
144,USDT,Compound V3,Arbitrum,$8.78m,8780000,2,2,1.99,,,2,,1.99,19780000,11000000,8780000,,
145,USDC-USDT / 0.00%,Uniswap V4,Arbitrum,$3.99m,3990000,1.99,1.99,1.05,,,1.99,,1.05,,,,,
146,USDT,Compound V3,Op Mainnet,$2.02m,2020000,1.97,1.97,2.2,,,1.97,,2.2,4480000,2460000,2020000,,
147,USDT / Compound,Beefy,Op Mainnet,"$501,614",501614,1.97,2.19,,,,,,2.19,,,,,
148,SYRUPUSDC-USDC,Kamino Liquidity,Solana,$25.24m,25240000,1.87,1.87,1.37,1.15,,1.37,,1.15,,,,,
149,USDC / Euler Earn USDC,Euler V2,Monad,"$687,840",687840,1.79,1.79,2.39,,,1.79,,2.39,,,,,
150,CASH-USDC,Kamino Liquidity,Solana,$9.24m,9240000,1.78,1.78,1,0.56,,1,,0.56,,,,,
