rank,pool,project,chain,tvl,tvl_raw,apy,base_apy,reward_apy,base_apy_7d,il_7d,avg_30d,inception_apy,top_10_pct,total_pool,total_borrowed,avail_liquidity,supply_cap_util,collateral_exposure
19,SUPERUSDC,superform,Base,$3.00m,3001507,9.6607,4.73015,4.93055,,,12.34292,,,3001507,,,,
20,SUSDAI,pendle,Arbitrum,$12.77m,12765496,9.60094,9.60094,,,,9.36997,,,12765496,,,,
21,USDC,yieldseeker,Base,$1.29m,1290026,9.12617,9.12617,,,,9.03512,,,1290026,,,,
22,USDT,zerobase cedefi,Arbitrum,$7.92m,7920044,9,7,2,,,9,,,7920044,,,,
23,USDC,zerobase cedefi,Arbitrum,$783.8k,783834,9,7,2,,,9,,,783834,,,,
24,USDC,harvest finance,Base,$1.90m,1897274,8.78,8.78,,,,9.04162,,,1897274,,,,
25,BBQUSDC,morpho blue,Base,$3.58m,3581248,4.5818,4.5818,0,,,5.3791,,,3508011.797404048,,269043061.13,0,"{""cbLTC"":12.12,""AERO"":0.08,""SOL"":13.71,""PT-USDai-18JUN2026-(ARB)"":35.41,""cbETH"":0.03,""cbADA"":7.38,""WETH"":0.81,""wsrUSD"":0,""cbBTC"":17.68,""cbXRP"":7.73,""LBTC"":0,""cUSDO"":0,""deSPXA"":0.19,""wstETH"":0.01,""cbDOGE"":4.86}"
26,USDC,deltaprime,Arbitrum,$654.9k,654939,8.22003,8.22003,,,,7.69586,,,654939,,,,
27,USDC,autofinance,Arbitrum,$726.5k,726484,8.20986,4.964,3.24586,,,8.47532,,,726484,,,,
28,USDC,autofinance,Base,$7.55m,7553230,8.13095,5.0735,3.05745,,,8.70976,,,7553230,,,,
29,SUSDAI,pendle,Arbitrum,$12.77m,12765496,8.01804,7.22231,0.79573,,,8.19282,,,12765496,,,,
30,SUSDAI,pendle,Arbitrum,$8.98m,8984525,7.71605,7.26737,0.44869,,,8.22848,,,8984525,,,,
31,SUSDAI,usd ai,Arbitrum,$299.48m,299480789,7.07,7.07,,,,7.23448,,,299480789,,,,
32,MSUSD-USDC,extra finance leverage farming,Base,$982.2k,982194,6.87923,6.87923,,,,8.67727,,,982194,,,,
33,USDAI,pendle,Arbitrum,$781.6k,781553,6.86316,6.86316,,,,7.22779,,,781553,,,,
34,USDAI,pendle,Arbitrum,$35.61m,35611129,6.80678,6.80678,,,,6.66111,,,35611129,,,,
35,MSUSD-USDC,aerodrome v1,Base,$8.01m,8009301,6.67174,6.67174,6.67174,,,8.10679,,,8009301,,,,
36,USDC,spectra metavaults,Base,$5.59m,5591679,6.66638,5.00649,1.65989,,,4.06249,,,5591679,,,,
37,USDC,gains network,Arbitrum,$5.15m,5146576,6.62747,6.62747,,,,6.60236,,,5146576,,,,
38,USDAI,pendle,Arbitrum,$781.6k,781553,6.32545,4.57172,1.75373,,,2.78487,,,781553,,,,
39,USDC,extra finance leverage farming,Base,$3.72m,3722549,6.20589,6.20589,,,,6.0443,,,3722549,,,,
40,MSUSD-USDC,beefy,Base,$653.9k,653890,6.20549,6.20549,,,,7.57892,,,653890,,,,
41,ZVUSDC,zircuit finance,Base,$1.50m,1500565,6.02929,6.02929,,,,8.60075,,,1500565,,,,
42,BBQUSDC,morpho blue,Base,$24.32m,24321635,4.5818,4.5818,0,,,5.50453,,,3508011.797404048,,269043061.13,0,"{""cbLTC"":12.12,""AERO"":0.08,""SOL"":13.71,""PT-USDai-18JUN2026-(ARB)"":35.41,""cbETH"":0.03,""cbADA"":7.38,""WETH"":0.81,""wsrUSD"":0,""cbBTC"":17.68,""cbXRP"":7.73,""LBTC"":0,""cUSDO"":0,""deSPXA"":0.19,""wstETH"":0.01,""cbDOGE"":4.86}"
43,GHO,fluid lending,Arbitrum,$3.61m,3605868,5.58,2.69,2.89,,,5.83836,,,3605868,,,,
44,DTUSDC,lagoon,Base,$691.9k,691869,5.54002,5.54002,,,,6.08445,,,691869,,,,
45,USDC,mortgagefi,Base,$732.2k,732152,5.47,5.47,,,,5.99702,,,732152,,,,
46,USDC,harmonix finance,Arbitrum,$686.2k,686229,5.41908,5.41908,0,,,5.84082,,,686229,,,,
47,CRVUSD,curve llamalend,Arbitrum,$898.0k,897991,5.3397,5.3397,0,,,8.62294,,,897991,,,,
48,YCSUSDC,morpho blue,Base,$538.9k,538851,4.4718,4.4718,0,,,5.12448,,,538923.0620580153,,107433782.19,0,"{""cbXRP"":14.05,""superOETHb"":0.52,""cbETH"":2.6,""cbLTC"":11.57,""cbBTC"":7.47,""mBASIS"":1.36,""cbDOGE"":33.97,""rETH"":0.6,""cbADA"":27.38,""wstETH"":0.47}"
49,GTUSDCF,morpho blue,Base,$1.00m,1001420,5.23492,5.23492,0,,,5.03802,,,1001420,,,,
50,AAVEGHO-USDT-USDC,balancer v3,Arbitrum,$1.62m,1624330,5.21535,5.21535,0,,,4.51275,,,1624330,,,,
51,WAARBUSDCN-WAARBUSDT-WAARBGHO,beefy,Arbitrum,$1.42m,1417932,5.21535,5.21535,,,,4.55923,,,1417932,,,,
52,AAVEUSDC-AAVEGHO,balancer v3,Base,$1.25m,1249416,5.1991,5.1991,0,,,5.20504,,,1249416,,,,
53,DAI,aave v3,Polygon,$669.6k,669570,4.92937,4.92937,,,,4.47378,,,669570,,,,
54,USDC,fluid lending,Arbitrum,$47.36m,47360489,4.92,4.92,,,,5.53813,,,47360489,,,,
55,USDC,gains network,Base,$2.19m,2190203,4.856,4.856,,,,2.62623,,,2190203,,,,
56,USDC,fluid lending,Base,$12.78m,12781940,4.75,4.75,,,,5.74517,,,12781940,,,,
57,GHO,fluid lending,Base,$836.0k,835975,4.69,4.69,,,,4.51134,,,835975,,,,
58,USDC,fusion by ipor,Base,$915.2k,915176,4.60711,4.60711,0,,,4.87017,,,915176,,,,
59,USDC,harvest finance,Base,$915.2k,915208,4.58,4.58,,,,5.17502,,,915208,,,,
60,USDT,folks finance xchain,Polygon,$989.5k,989507,4.537,4.537,0,,,4.58167,,,989507,,,,
61,USDC,beefy,Base,$1.85m,1854187,4.47256,4.47256,,,,4.97251,,,1854187,,,,
62,USDC,ample,Base,$4.33m,4329094,4.43661,4.43661,,,,4.69822,,,4329094,,,,
63,USDC,moonwell lending,Base,$1.50m,1503116,4.41085,4.41085,0,,,4.95537,,,1503116,,,,
64,EDGEUSDC,morpho blue,Base,$654.0k,653967,4.0198,4.0198,0,,,7.03105,,,653943.569316908,,36336660.45,1.77,"{""wstETH"":12.09,""WETH"":2.2,""cbBTC"":9.17,""mBASIS"":1.47,""uniBTC"":75.08}"
65,GTUSDA,gauntlet,Base,$66.87m,66871285,4.28668,4.28668,,4.3776,,4.54717,,,66871285,,,,
66,GTUSDCP,morpho blue,Base,$375.41m,375405831,4.2274,4.2274,0,,,4.26187,,,375366594.215998,,308184916.84,0.37,"{""cbETH"":0.6,""cbBTC"":94.21,""wstETH"":0.13,""WETH"":5.06}"
67,STEAKUSDC,morpho blue,Base,$464.30m,464304612,4.2274,4.2274,0,,,4.2616,,,462849486.6652884,,449908440.35,0.05,"{""cbBTC"":95.68,""WETH"":4.07,""cbETH"":0.21,""wstETH"":0.03}"
68,PUSDC,morpho blue,Base,$36.41m,36413208,4.21129,4.21129,0,,,4.25693,,,36413208,,,,
69,FRUSDC,morpho blue,Base,$23.82m,23820834,4.21048,4.21048,0,,,4.25901,,,23820834,,,,
70,GTUSDCP,morpho blue,Base,$80.13m,80125275,4.2274,4.2274,0,,,4.26806,,,375366594.215998,,308184916.84,0.37,"{""cbETH"":0.6,""cbBTC"":94.21,""wstETH"":0.13,""WETH"":5.06}"
71,STEAKUSDC,morpho blue,Base,$154.78m,154776466,4.2274,4.2274,0,,,4.2679,,,462849486.6652884,,449908440.35,0.05,"{""cbBTC"":95.68,""WETH"":4.07,""cbETH"":0.21,""wstETH"":0.03}"
72,GTUSDCC,morpho blue,Unichain,$841.6k,841609,4.03136,4.03136,0,,,5.31899,,,841609,,,,
73,USDC,termmax,Base,$1.25m,1252997,4.02608,4.02608,,,,2.52926,,,1252997,,,,
74,USDC,yo protocol,Base,$15.48m,15480903,3.99693,3.99693,,,,3.99176,,,15480903,,,,
75,USDC,yo protocol,Arbitrum,$546.1k,546089,3.99693,3.99693,,,,3.99436,,,546089,,,,
76,BBQUSDC,morpho blue,Arbitrum,$13.65m,13652557,4.5818,4.5818,0,,,4.04867,,,3508011.797404048,,269043061.13,0,"{""cbLTC"":12.12,""AERO"":0.08,""SOL"":13.71,""PT-USDai-18JUN2026-(ARB)"":35.41,""cbETH"":0.03,""cbADA"":7.38,""WETH"":0.81,""wsrUSD"":0,""cbBTC"":17.68,""cbXRP"":7.73,""LBTC"":0,""cUSDO"":0,""deSPXA"":0.19,""wstETH"":0.01,""cbDOGE"":4.86}"
77,USDC-USDT,uniswap v3,Arbitrum,$2.62m,2619050,3.95299,3.95299,,2.79169,,2.77529,,,2619050,,,,
78,HFUSDC,morpho blue,Base,$883.4k,883396,3.94806,3.94806,0,,,2.44267,,,883396,,,,
79,USDC,dolomite,Arbitrum,$1.76m,1763965,3.91464,3.91464,0,,,5.04079,,,1763965,,,,
80,SYRUPUSDC-USDC,aerodrome slipstream,Base,$504.0k,504025,3.91198,3.91198,3.91198,,,11.85903,,,504025,,,,
81,CSUSDC,morpho blue,Base,$2.73m,2729881,4.0011,4.0011,0,,,5.37646,,,2729777.0331744137,,112290296.51,0,"{""superOETHb"":0.07,""cbETH"":0.92,""cbBTC"":3.92,""yoUSD"":87.48,""WETH"":5.8}"
82,RWAUSDI,multipli.fi,Base,$117.47m,117465874,3.888,3.888,,,,3.888,,,117465874,,,,
83,USDY,toros,Base,$879.9k,879942,3.88,3.88,,,,4.1946,,,879942,,,,
84,SPARKUSDC,morpho blue,Base,$8.83m,8829743,3.7893,3.7893,0,,,3.82711,,,8830691.201144144,,0,0.44,"{""WETH"":100}"
85,GTUSDCC,morpho blue,Base,$2.01m,2013822,3.7936,3.7936,0,,,3.83248,,,2013745.2188375576,,281414261.27,0,"{""wstETH"":0.4,""WETH"":23.53,""cbETH"":28.78,""cbBTC"":40.09,""weETH"":2.73,""LBTC"":4.47}"
86,USDC,centrifuge protocol,Base,$590.5k,590540,3.71508,3.71508,,3.71508,,3.05937,,,590540,,,,
87,BBQUSDC,morpho blue,Arbitrum,$2.10m,2103028,4.5818,4.5818,0,,,4.52599,,,3508011.797404048,,269043061.13,0,"{""cbLTC"":12.12,""AERO"":0.08,""SOL"":13.71,""PT-USDai-18JUN2026-(ARB)"":35.41,""cbETH"":0.03,""cbADA"":7.38,""WETH"":0.81,""wsrUSD"":0,""cbBTC"":17.68,""cbXRP"":7.73,""LBTC"":0,""cUSDO"":0,""deSPXA"":0.19,""wstETH"":0.01,""cbDOGE"":4.86}"
88,USDC,compound v3,Base,$964.4k,964362,3.66846,3.66846,0,,,4.66269,,,964362,,,,
89,USDS,spark savings,Arbitrum,$358.73m,358725421,3.65,3.65,,,,3.65,,,358725421,,,,
90,SUSDS,sky lending,Arbitrum,$358.73m,358725421,3.65,3.65,,,,3.65,,,358725421,,,,
91,USDS,spark savings,Base,$222.48m,222475992,3.65,3.65,,,,3.65,,,222475992,,,,
92,GTUSDCP,morpho blue,Arbitrum,$1.84m,1843547,3.63962,3.63962,0,,,4.11406,,,1843547,,,,
93,APXUSD,pendle,Base,$3.67m,3671559,3.59993,2.81117,0.78876,,,8.29819,,,3671559,,,,
94,USDC-USDC,uniswap v3,Polygon,$5.43m,5433692,3.5877,3.5877,,,,4.91102,,,5433692,,,,
95,SUSDAI-USDC,curve dex,Arbitrum,$1.84m,1842030,3.57,3.57,0,,,4.12283,,,1842030,,,,
96,MWUSDC,morpho blue,Base,$5.69m,5694465,5.105,5.105,0,,,5.03067,,,166301.85666799112,,1933165.86,7.92,"{""WELL"":62.67,""stkWELL"":37.09,""MAMO"":0.24}"
97,USDY,ondo yield assets,Arbitrum,$5.59m,5594021,3.55,3.55,,3.55,,3.55,,,5594021,,,,
98,USDC,lazy summer protocol,Base,$1.37m,1374843,3.47598,2.79718,0.67879,3.26281,,3.9764,,,1374843,,,,
99,BUIDL,blackrock buidl,Polygon,$14.16m,14159860,3.46118,3.46118,,,,3.54028,,,14159860,,,,
100,USDC,aave v3,Polygon,$10.04m,10037047,3.42245,3.42245,,,,2.81656,,,10037047,,,,
101,USDC,aave v3,Base,$178.93m,178927034.839013,3.1782,3.1782,,,,,,,178927034.839013,,29733685.536059,83.38,
102,USDC,Revert Lend,Base,$3.02m,3021682,6.800000000000001,6.800000000000001,,,,7.969999999999999,,,3021682,,736957.634619,,
103,baseUSD,Tokemak,Base,$7.56m,7555524.172521,5.607843564103265,5.607843564103265,,,,,,,7555524.172521,,,,
104,ottoUSD,Tokemak,Base,$495,495.237832,,,,,,,,,495.237832,,,,
105,40 Acres,Harvest Finance,Base,$0,0,9.83,9.83,,,,10.25,,,0,,,,
106,USDC,AlphaGrowth,Base,$546.3k,546299.564111,6.394370429054264,6.394370429054264,,,,,,,546299.564111,,128155.954876,,
107,yoVaultUSD,Yo,Base,$15.48m,15484964.698129,4.261888868321817,4.261888868321817,,,,,,,15484964.698129,,,,
108,ymvOG-USDC,Morpho,Base,$0,0,4.7594,4.7594,,,,4.66,,,2122421.9627359575,,150119377.04,0.18,"{""cbLTC"":2.21,""cbXRP"":95.51,""YFI"":0.6,""cbDOGE"":1.68}"
109,CSBORUSDC,Morpho,Base,$518,518.072552,4.2201,4.2201,,,,,,,517.9401630864572,,0,0,"{""cbBTC"":40.84,""WETH"":59.16}"
