rank,pool,project,chain,tvl,tvl_raw,apy,base_apy,reward_apy,base_apy_7d,il_7d,avg_30d,inception_apy,top_10_pct,total_pool,total_borrowed,avail_liquidity,supply_cap_util,collateral_exposure
57,AUGUSTUSDCV2,Morpho Blue,Monad,$11.31m,11310000,7.73,5.09,2.64,,,9.15,,,,,,,
58,EDGEUSDC,Morpho Blue,Base,"$661,991",661991,7.55,3.89,3.66,,,6.94,,,101845.71170575116,,29887728.3,0.34,"{""sUSDS"":0.86,""WBTC"":90.77,""wstETH"":8.37}"
59,FEUSD / kHYPE Stability Pool,Felix CDP,Hyperliquid L1,$1.37m,1370000,7.51,7.51,,,,6.79,,,,,,,
60,USDC / Clearstar Earn USDC,Euler V2,Monad,"$904,284",904284,7.4,4.4,3,,,8,,,,,,,
61,GTUSDCC,Morpho Blue,Arbitrum,$3.46m,3460000,7.37,7.37,,,,3.62,,,1692305.2097494279,,6305090.02,0,"{""kHYPE"":21.99,""UBTC"":50,""WHYPE"":28.01}"
62,USDG-USDC,Kamino Liquidity,Solana,$10.54m,10540000,7.2,7.2,,,,0.54,,,,,,,
63,SYZUSD,Yuzu Money,Monad,$11.88m,11880000,7.16,7.16,,,,7.51,,,,,,,
64,SUSDAI / 30d unlock,USD AI,Arbitrum,$292.43m,292430000,7.12,7.12,,,,7.23,,,,,,,
65,GHO,Fluid Lending,Arbitrum,$3.01m,3010000,7.11,3.65,3.46,,,6.02,,,,,,,
66,AUSD / syzUSD/AUSD,Curvance,Monad,"$644,667",644667,7.05,4.55,2.5,,,7.09,,,2920000,2270000,644051,,
67,USDC,Gains Network,Arbitrum,$5.12m,5120000,6.93,6.93,,,,6.37,,,,,,,
68,USDAI / For buying PT-USDai-18JUN2026,Pendle,Arbitrum,$35.63m,35630000,6.83,6.83,,,,6.33,,,,,,,
69,BBQUSD1,Morpho Blue,Monad,$1.24m,1240000,6.79,2.09,4.7,,,8.5,,,689.8272529406798,,49988028.51,0,"{""wsrUSD"":100}"
70,USDC-ALUSD / stable - 0.05%,Velodrome V2,Op Mainnet,$1.61m,1610000,6.73,6.73,,,,5.23,,,,,,,
71,USDC,Fluid Lending,Arbitrum,$47.3m,47300000,6.63,6.63,,,,6.31,,,,,,,
72,USDC / arbUSD,AUTOfinance,Arbitrum,$1.33m,1330000,6.59,3.98,2.61,,,9.94,,,,,,,
73,USDAI / For buying PT-USDai-15OCT2026,Pendle,Arbitrum,"$787,527",787527,6.57,6.57,,,,7.22,,,,,,,
74,MSUSD-USDC,Extra Finance Leverage Farming,Base,$1.11m,1110000,6.41,6.41,,,,10.47,,,,,,,
75,WABASGHO-WABASUSDC / Aura,Beefy,Base,"$969,362",969362,6.4,6.4,,,,6.57,,,,,,,
76,USDC,Extra Finance Leverage Farming,Base,$3.7m,3700000,6.25,6.25,,,,5.9,,,,,,,
77,DTUSDC,Lagoon,Base,"$682,250",682250,6.24,6.24,,,,6.25,,,,,,,
78,EARNAUSD,Upshift,Monad,$34.52m,34520000,6.19,4.89,1.3,,,7.21,,,,,,,
79,MSUSD-USDC,Aerodrome V1,Base,$8.24m,8240000,6.16,6.16,,,,9.79,,,,,,,
80,USDC,Harmonix Finance,Arbitrum,"$705,795",705795,5.95,5.95,,,,5.71,,,,,,,
81,GTUSDCC,Morpho Blue,Hyperliquid L1,$1.7m,1700000,5.8,5.8,,,,6.14,,,1692305.2097494279,,6305090.02,0,"{""kHYPE"":21.99,""UBTC"":50,""WHYPE"":28.01}"
82,MSUSD-USDC / Aerodrome,Beefy,Base,"$694,775",694775,5.73,5.73,,,,9.29,,,,,,,
83,USDC,Moonwell Lending,Base,$1.54m,1540000,5.54,4.13,1.41,,,5.02,,,14720000,13300000,1420000,,
84,USDC,Fluid Lending,Base,$14.44m,14440000,5.47,5.47,,,,6.46,,,,,,,
85,FEUSDC,Morpho Blue,Hyperliquid L1,$16.61m,16610000,5.38,5.38,,,,6.49,,,16580867.201917768,,77388526.72,17.64,"{""kHYPE"":99.92,""WHYPE"":0.03,""PT-kHYPE-19MAR2026"":0.05}"
86,HYPERUSDCA,Morpho Blue,Arbitrum,"$761,682",761682,5.35,5.35,,,,4.46,,,706000.250334857,,199234548.06,0,"{""WETH"":1.86,""WBTC"":7.65,""sUSDai"":0.43,""PT-USDai-18JUN2026"":26.78,""PT-sUSDai-18JUN2026"":13.06,""wstETH"":48.8,""thBILL"":0,""Unknown"":1.42}"
87,VBUSDC,Yearn Finance,Katana,$15.89m,15890000,5.34,2.77,2.57,,,4.14,,,,,,,
88,BBQUSDT0,Morpho Blue,Monad,$3.03m,3030000,5.31,2.61,2.7,,,7.01,,,134639.67801071767,,659647740.91,0,"{""XAUt0"":1.45,""weETH"":50.57,""syrupUSDC"":1.57,""sUSDe"":0.09,""bbqUSDC"":0,""wstETH"":39.57,""WETH"":6.74}"
89,USDC / Harvest USDC vault Base,Fusion by IPOR,Base,"$933,054",933054,5.3,5.3,,,,5.1,,,,,,,
90,USDT,ZEROBASE CeDeFi,Op Mainnet,$8.11m,8109999.999999999,5.3,3.3,2,,,5.3,,,,,,,
91,USDC,MortgageFi,Base,"$785,412",785412,5.18,5.18,,,,6.89,,,,,,,
92,USDC / Euler Earn USDC,Euler V2,Arbitrum,"$565,026",565026,5.15,5.15,,,,3.47,,,,,,,
93,USDC / Autopilot,Harvest Finance,Base,"$933,014",933014,5.13,5.13,,,,5.51,,,,,,,
94,MWUSDC,Morpho Blue,Base,$10.18m,10180000,5.12,4.12,1,,,4.93,,,22597.04324776034,,,,"{""Unknown"":100}"
95,GTUSDCC,Morpho Blue,Unichain,"$838,188",838188,5.02,5.02,,,,5.94,,,1692305.2097494279,,6305090.02,0,"{""kHYPE"":21.99,""UBTC"":50,""WHYPE"":28.01}"
96,BBQUSDC,Morpho Blue,Base,$24.27m,24270000,5,5,,,,5.72,,,2541061.7403768883,,507281696.54,0,"{""WBTC"":1.49,""weETH"":88.01,""XAUt0"":0,""WETH"":3.5,""syrupUSDC"":2.98,""siUSD"":0,""PT-USDai-18JUN2026"":1.89,""wstETH"":2.13}"
97,USDC,HyperLend Pooled,Hyperliquid L1,$14.21m,14210000,4.98,4.98,,,,5.13,,,77080000,62200000,14870000,,
98,GTUSDCF,Morpho Blue,Base,"$964,169",964169,4.89,4.89,,,,5.22,,,1707516.4325396842,,110855752.97,0,"{""cbETH"":1.75,""cbBTC"":21.12,""WETH"":11.32,""wstETH"":0.02,""cbXRP"":33.01,""cbADA"":24.08,""SOL"":0,""cbDOGE"":8.7}"
99,FEUSDT0,Morpho Blue,Hyperliquid L1,$11.35m,11350000,4.77,4.77,,,,8.08,,,11384502.648266852,,95892736.97,10.61,"{""kHYPE"":57.47,""WHYPE"":29.41,""UBTC"":6.95,""PT-kHYPE-19MAR2026"":5.34,""beHYPE"":0.32,""wstHYPE"":0.51}"
100,SUSDAI-USDC,Curve DEX,Arbitrum,$1.86m,1860000,4.76,4.76,,,,4.43,,,,,,,
101,CSUSDC,Morpho Blue,Base,$2.74m,2740000,4.68,4.68,,,,5.15,,,1.0058254200694101,,75981372.02,0,"{""wstETH"":64.88,""weETH"":35.12}"
102,YCSUSDC,Morpho Blue,Base,"$525,154",525154,4.62,4.62,,,,5.43,,,526517.2958563849,,107438383.99,0,"{""cbADA"":27.99,""cbETH"":2.65,""wstETH"":0.48,""cbDOGE"":34.72,""cbLTC"":11.83,""cbXRP"":14.37,""superOETHb"":0.53,""rETH"":0.61,""mBASIS"":1.38,""cbBTC"":5.42}"
103,USDC / Dolomite Balance,Dolomite,Arbitrum,$1.46m,1460000,4.59,4.59,,,,5.68,,,4700000,3140000,1560000,,
104,USDC / Morpho,Beefy,Base,$1.81m,1810000,4.54,4.54,,,,5.17,,,,,,,
105,VBUSDT,Yearn Finance,Katana,$4.14m,4139999.9999999995,4.48,2.73,1.74,,,3.62,,,,,,,
106,GTUSDCP,Morpho Blue,Op Mainnet,$5.78m,5780000,4.41,2.51,1.9,,,4.97,,,2282890.200050122,,62694520.17,0,"{""WBTC"":99.68,""WETH"":0.32,""sUSDS"":0}"
107,USDG,Loopscale,Solana,"$613,128",613128,4.38,4.38,,,,3.04,,,,,,,
108,USDG,Kamino Lend,Solana,$5.66m,5660000,4.38,4.38,,,,6.16,,,36680000,30920000,5770000,,
109,AUSD,Yearn Finance,Katana,$1.73m,1730000,4.2,4.2,,,,8.85,,,,,,,
110,USDC / 2027-01-14,Exactly,Op Mainnet,$1.6m,1600000,4.15,4.15,,,,4.04,,,1380000,6720,1370000,,
111,USDC / 2026-07-02,Exactly,Op Mainnet,$1.6m,1600000,4.13,4.13,,,,3.97,,,1420000,59107,1360000,,
112,GTUSDCP,Morpho Blue,Base,$374.33m,374330000,4.12,4.12,,,,4.36,,,2282890.200050122,,62694520.17,0,"{""WBTC"":99.68,""WETH"":0.32,""sUSDS"":0}"
113,STEAKUSDC,Morpho Blue,Base,$467.52m,467520000,4.12,4.12,,,,4.35,,,105859.29258991066,,64871551.08,0,"{""wstETH"":64.23,""WBTC"":35.77}"
114,PUSDC,Morpho Blue,Base,$33.31m,33310000.000000004,4.12,4.12,,,,4.35,,,33306015.688961178,,1016351469.89,3.17,"{""cbBTC"":100}"
115,FRUSDC,Morpho Blue,Base,$23.79m,23790000,4.11,4.11,,,,4.21,,,23795664.919464886,,0,0,"{""cbBTC"":100}"
116,TERMUSDC,Morpho Blue,Base,"$980,004",980004,4.11,4.11,,,,4.21,,,980061.0500839273,,198954698.11,0.49,"{""cbBTC"":100}"
117,STEAKUSDCFARCASTER,Morpho Blue,Base,"$502,073",502073,4.11,4.11,,,,4.35,,,,,,,
118,USDC,Compound V3,Base,"$938,180",938180,4.05,4.05,,,,4.51,,,9570000,8690000,880256,,
119,USDC / 2026-06-04,Exactly,Op Mainnet,$1.6m,1600000,4.03,4.03,,,,4.03,,,1440000,68785,1370000,,
120,USDC / 2026-12-17,Exactly,Op Mainnet,$1.6m,1600000,4.03,4.03,,,,3.89,,,1380000,5127,1380000,,
121,USDC / 2026-09-24,Exactly,Op Mainnet,$1.6m,1600000,3.94,3.94,,,,3.82,,,1390000,16314,1380000,,
122,USDC / 2026-10-22,Exactly,Op Mainnet,$1.6m,1600000,3.93,3.93,,,,3.81,,,1400000,25507,1380000,,
123,USDC / 2026-11-19,Exactly,Op Mainnet,$1.6m,1600000,3.93,3.93,,,,3.78,,,1380000,7876,1380000,,
124,USDC / 2026-07-30,Exactly,Op Mainnet,$1.6m,1600000,3.92,3.92,,,,3.39,,,1410000,36606,1370000,,
125,USDC / 2026-08-27,Exactly,Op Mainnet,$1.6m,1600000,3.91,3.91,,,,3.76,,,1400000,22623,1370000,,
126,USDC / TermMax USDC Vault,TermMax,Base,$1.26m,1260000,3.89,3.89,,,,2.28,,,,,,,
127,HFUSDC,Morpho Blue,Base,"$882,462",882462,3.86,3.86,,,,1.73,,,882512.2516942123,,11113573.3,7.36,"{""Unknown"":6.12,""cbBTC"":56.24,""WETH"":37.64}"
128,GTUSDT,Morpho Blue,Katana,$59.12m,59120000,3.82,2.1,1.72,,,2.66,,,9.997878808696536e-7,,39991.52,0,"{""WHYPE"":100}"
129,SPARKUSDC,Morpho Blue,Base,$8.87m,8870000,3.7,3.7,,,,4.06,,,0,,,,
130,GTUSDCC,Morpho Blue,Base,$2.1m,2100000,3.7,3.7,,,,4.08,,,1692305.2097494279,,6305090.02,0,"{""kHYPE"":21.99,""UBTC"":50,""WHYPE"":28.01}"
131,SUSDS,Sky Lending,Arbitrum,$358.48m,358480000,3.65,3.65,,,,3.67,,,,,,,
132,USDY / US Dollar Yield,Ondo Yield Assets,Solana,$180.6m,180600000,3.55,3.55,,,,3.55,,,,,,,
133,USDY / US Dollar Yield,Ondo Yield Assets,Arbitrum,$5.59m,5590000,3.55,3.55,,,,3.55,,,,,,,
134,USX,Loopscale,Solana,"$693,905",693905,3.38,3.38,,,,4.1,,,,,,,
135,GHO,Fluid Lending,Base,"$833,714",833714,3.3,3.3,,,,4.28,,,,,,,
136,PYUSD,Kamino Lend,Solana,$9.84m,9840000,3.26,3.26,,,,3.82,,,73650000,63510000,10130000,,
137,CUSDO,OpenEden USDO,Solana,$5.69m,5690000,3.25,3.25,,,,3.23,,,,,,,
138,WYLDS,Hastra,Solana,$2.61m,2610000,3.24,3.24,,,,3.29,,,,,,,
139,FEUSDT02,Morpho Blue,Hyperliquid L1,$2.83m,2830000,3.22,3.22,,,,7.8,,,2790284.981887039,,54198169.2,4.9,"{""UETH"":8.92,""WHYPE"":2.58,""UBTC"":7,""thBILL"":55.02,""kHYPE"":21.35,""WHLP"":0.45,""hwHLP"":3.23,""hbUSDT"":1.44,""PT-hbUSDT-18DEC2025"":0.02}"
140,WAARBUSDCN-WAARBUSDT-WAARBGHO / Aura,Beefy,Arbitrum,$1.47m,1470000,3.2,3.2,,,,5.17,,,,,,,
141,USDC-USDT,USDC-USDT,Arbitrum,$2.59m,2590000,0.01,3.13,,,,3.43,,,,,,,
142,USDT / Main Pool,Save,Solana,"$647,049",647049,3.1,3.1,,,,3.07,,,3700000,3050000,647069,,
143,EARNAUSD,Neverland,Monad,$3.03m,3030000,3.08,0,3.08,,,3.15,,,3030000,0,3030000,,
144,USDC,Aave V3,Base,$31.6m,31600000,3.08,3.08,,,,3.45,,,183590000,151730000,31860000,,
145,USDC,Aave V3,Arbitrum,$20.77m,20770000,3.07,3.07,,,,4.46,,,167920000,147070000,20840000,,
146,USDY,Toros,Base,"$879,206",879206,2.97,2.97,,,,4.35,,,,,,,
147,USDC,Aave V3,Op Mainnet,$2.25m,2250000,2.78,2.78,,,,2.19,,,13570000,11340000,2230000,,
148,GTUSDC,Morpho Blue,Katana,$5.62m,5620000,2.7,1.18,1.52,,,3.98,,,,,,,
149,USDT,Compound V3,Op Mainnet,"$932,032",932032,2.66,2.66,,,,2.34,,,3570000,2640000,930563,,
150,FEUSD / feUBTC Stability Pool,Felix CDP,Hyperliquid L1,$2.22m,2220000,2.63,2.63,,,,2.63,,,,,,,
151,USDC,Revert Lend,Base,$2.84m,2839757,7.51,7.51,0,7.32,,7.380000000000001,,,2839757,,,,
152,baseUSD,Tokemak,Base,$6.55m,6546087,5.27,3.5999999999999996,1.67,6.859999999999999,,7.090000000000001,,,6546087,,,,
