rank,pool,project,chain,tvl,tvl_raw,apy,base_apy,reward_apy,base_apy_7d,il_7d,avg_30d,inception_apy,top_10_pct,total_pool,total_borrowed,avail_liquidity,supply_cap_util,collateral_exposure
35,MSUSD-USDC|Aerodrome,Beefy,Base,"$683,790",683790,8.28,10.45,,,,,,10.45,,,,,
36,USDC,YieldSeeker,Base,$1.26m,1260000,8.27,8.27,9.66,,,8.27,,9.66,,,,,
37,USDC,Neverland,Monad,$15.76m,15760000,8.12,3.7,4.42,8.14,,4.42,,8.14,,,,,
38,SUSDAI|For LP | Maturity 18JUN2026,Pendle,Arbitrum,$6.33m,6330000,8.09,7.16,0.93,7.34,,0.93,,7.34,,,,,
39,BBQAUSD,Morpho Blue,Monad,"$905,833",905833,8.03,1.3,6.73,8.64,,6.73,,8.64,918632.5103760854,,229015325.32,0,"{""XAUt0"":0.98,""wstETH"":11.76,""wsrUSD"":38.19,""WBTC"":49.07}"
40,EARNAUSD,Upshift,Monad,$34.73m,34730000,7.97,5.93,2.04,8.22,,2.04,,8.22,,,,,
41,USDC,Loopscale,Solana,$2.04m,2040000,7.75,6.72,1.03,8.55,,1.03,,8.55,,,,,
42,SUSDAI|For LP | Maturity 15OCT2026,Pendle,Arbitrum,$11.77m,11770000,7.74,7.13,0.61,7.51,,0.61,,7.51,,,,,
43,AUGUSTUSDC,Morpho Blue,Monad,$5.16m,5160000,7.66,4.8,2.86,8.29,,2.86,,8.29,5157093.759804718,,159290358.63,3.14,"{""syzUSD"":44.73,""earnAUSD"":55.27}"
44,HYPERUSDCA,Morpho Blue,Monad,$15.24m,15240000,7.65,4.79,2.86,7.09,,2.86,,7.09,809845.7049788067,,199130517.5,0,"{""PT-thBILL-18JUN2026"":10.91,""PT-USDai-18JUN2026"":28.08,""PT-sUSDai-18JUN2026"":11.85,""thBILL"":9.7,""WBTC"":18.52,""WETH"":1.48,""PT-sUSDai-19FEB2026"":0,""sUSDai"":3.33,""sUSDS"":0.94,""weETH"":15.18}"
45,SYZUSD,Yuzu Money,Monad,$13.11m,13110000,7.5,7.5,7.52,,,7.5,,7.52,,,,,
46,USDAI|For buying PT-USDai-15OCT2026,Pendle,Arbitrum,"$885,181",885181,7.45,7.45,6.81,,,7.45,,6.81,,,,,
47,AUGUSTUSDCV2,Morpho Blue,Monad,$5.73m,5730000,7.43,4.57,2.86,8.03,,2.86,,8.03,,,,,
48,SUSDAI|30d unlock,USD AI,Arbitrum,$268.76m,268760000,7.26,7.26,6.8,,,7.26,,6.8,,,,,
49,USDC|40 Acres,Harvest Finance,Base,$1.97m,1970000,7.25,7.25,6.65,,,7.25,,6.65,,,,,
50,FEUSDE,Morpho Blue,Hyperliquid L1,"$801,229",801229,6.99,6.99,9.58,,,6.99,,9.58,799198.6961981526,,16184103.4,4.71,"{""UBTC"":41.07,""WHYPE"":58.93}"
51,USDC,DeltaPrime,Arbitrum,"$693,333",693333,6.86,6.86,6.39,,,6.86,,6.39,,,,,
52,FEUSDH2,Morpho Blue,Hyperliquid L1,$10.28m,10280000,6.83,6.83,6.95,,,6.83,,6.95,10291408.780194758,,29715474.45,25.72,"{""kHYPE"":28.94,""WHYPE"":57.92,""wstHYPE"":13.14}"
53,ZVUSDC,Zircuit Finance,Base,$1.49m,1490000,6.74,6.74,8.67,,,6.74,,8.67,,,,,
54,AUSD|vUSD/AUSD,Curvance,Monad,$1.47m,1470000,6.72,3.99,2.73,6.01,,2.73,,6.01,,,,,
55,DTUSDC,Lagoon,Base,"$684,225",684225,6.63,6.63,5.69,,,6.63,,5.69,,,,,
56,USDC,MortgageFi,Base,"$746,490",746490,6.57,9.3,,,,,,9.3,,,,,
57,AUSD|syzUSD/AUSD,Curvance,Monad,"$912,934",912934,6.55,4.55,2,6.68,,2,,6.68,,,,,
58,SUSDP|saving,Parallel Protocol V3,Hyperliquid L1,"$511,103",511103,6.5,6.5,6.5,,,6.5,,6.5,,,,,
59,FEUSDC2,Morpho Blue,Hyperliquid L1,$19.03m,19030000,6.44,6.44,6.93,,,6.44,,6.93,19061019.82834623,,30919948.84,38.14,"{""wstHYPE"":1.32,""kHYPE"":16.38,""WHYPE"":82.3}"
60,FEUSDT02,Morpho Blue,Hyperliquid L1,$1.98m,1980000,6.43,6.43,7.33,,,6.43,,7.33,1982680.4999771386,,54995341.16,3.48,"{""hbUSDT"":3.01,""thBILL"":55.19,""UBTC"":7.21,""UETH"":8.85,""WHYPE"":1.56,""kHYPE"":20.44,""hwHLP"":3.08,""WHLP"":0.63,""PT-hbUSDT-18DEC2025"":0.02}"
61,EDGEUSDC,Morpho Blue,Base,"$873,923",873923,6.35,3.9,2.45,5.85,,2.45,,5.85,101698.3366318524,,29889354.95,0.34,"{""wstETH"":1.37,""sUSDS"":98.63}"
62,USDC|Euler Earn USDC,Euler V2,Monad,"$505,516",505516,6.27,3.77,2.5,3.53,,2.5,,3.53,,,,,
63,FEUSDC,Morpho Blue,Hyperliquid L1,$19.17m,19170000,6.26,6.26,5.86,,,6.26,,5.86,19165687.320203353,,74798533.79,20.4,"{""kHYPE"":96.73,""UBTC"":1.2,""WHYPE"":2.03,""PT-kHYPE-19MAR2026"":0.04}"
64,USDAI|For buying PT-USDai-18JUN2026,Pendle,Arbitrum,$36.31m,36310000,6.24,6.24,5.81,,,6.24,,5.81,,,,,
65,USDG,Kamino Lend,Solana,$1.43m,1430000,6.19,6.19,5.79,,,6.19,,5.79,,,,,
66,USDC,Fluid Lending,Base,$12.55m,12550000,6.16,4.44,1.72,6.4,,1.72,,6.4,,,,,
67,FEUSDT0,Morpho Blue,Hyperliquid L1,$11.68m,11680000,6.16,6.16,7.23,,,6.16,,7.23,11674219.678008009,,95583508.7,10.88,"{""PT-kHYPE-19MAR2026"":5.74,""beHYPE"":0.44,""UBTC"":7.05,""WHYPE"":32.9,""kHYPE"":53.33,""wstHYPE"":0.54}"
68,CSUSDC,Morpho Blue,Base,$3.6m,3600000,6.13,6.13,5.4,,,6.13,,5.4,558.3875320415759,,75979373.3,0,"{""weETH"":0.06,""wstETH"":99.94}"
69,GTUSDCC,Morpho Blue,Hyperliquid L1,$1.77m,1770000,6.05,6.05,6.08,,,6.05,,6.08,1771213.5092279885,,6225741.48,0,"{""UBTC"":38.42,""WHYPE"":30.79,""kHYPE"":30.8}"
70,BBQUSD1,Morpho Blue,Monad,$1.21m,1210000,5.88,1.53,4.35,117,,4.35,,117,1209873.286423381,,48776872.27,0,"{""wsrUSD"":100}"
71,FEUSDH,Morpho Blue,Hyperliquid L1,$4.49m,4490000,5.86,5.86,7.05,,,5.86,,7.05,4488693.645270149,,35518189.58,11.22,"{""UBTC"":9.25,""kHYPE"":11.09,""WHYPE"":79.65}"
72,BBQUSDC,Morpho Blue,Arbitrum,$12.84m,12840000,5.8,5.8,3.48,,,5.8,,3.48,3460955.841473689,,506386950.09,0,"{""PT-USDai-18JUN2026"":0,""weETH"":44.87,""syrupUSDC"":3.69,""WETH"":0.1,""XAUt0"":0.07,""wsrUSD"":0,""wstETH"":51.03,""WBTC"":0.25,""siUSD"":0}"
73,USDC,Extra Finance Leverage Farming,Base,$3.98m,3980000,5.73,5.73,5.49,,,5.73,,5.49,,,,,
74,USDC|Euler Earn USDC,Euler V2,Arbitrum,"$601,395",601395,5.71,5.71,3.58,,,5.71,,3.58,,,,,
75,HYPERUSDCA,Morpho Blue,Arbitrum,"$809,831",809831,5.7,5.7,4.46,,,5.7,,4.46,809845.7049788067,,199130517.5,0,"{""PT-thBILL-18JUN2026"":10.91,""PT-USDai-18JUN2026"":28.08,""PT-sUSDai-18JUN2026"":11.85,""thBILL"":9.7,""WBTC"":18.52,""WETH"":1.48,""PT-sUSDai-19FEB2026"":0,""sUSDai"":3.33,""sUSDS"":0.94,""weETH"":15.18}"
76,USDC,Fluid Lending,Arbitrum,$36.66m,36660000,5.67,4.81,0.86,6.1,,0.86,,6.1,,,,,
77,GTUSDCP,Morpho Blue,Arbitrum,$2.55m,2550000,5.65,5.65,3.51,,,5.65,,3.51,2549780.5373409837,,62430834.92,0,"{""sUSDS"":0,""WBTC"":50.97,""wstETH"":48.05,""WETH"":0.98}"
78,USDC,Compound V3,Base,"$875,115",875115,5.56,5.56,3.7,,,5.56,,3.7,,,,,
79,USDC-ALUSD|stable - 0.05%,Velodrome V2,Op Mainnet,$1.65m,1650000,5.52,5.52,5.64,,,5.52,,5.64,,,,,
80,BBQUSDT0,Morpho Blue,Monad,$5.85m,5850000,5.47,2.22,3.24,6.75,,3.24,,6.75,71074.22975029357,,659793995.54,0,"{""sUSDe"":0.04,""weETH"":5.45,""wsrUSD"":5.4,""wstETH"":87.23,""WETH"":1.88}"
81,GHO,Fluid Lending,Arbitrum,$2.85m,2850000,5.39,5.39,6.03,,,5.39,,6.03,,,,,
82,USDC,Gains Network,Arbitrum,$5.4m,5400000,5.38,5.38,6.73,,,5.38,,6.73,,,,,
83,USDT,ZEROBASE CeDeFi,Op Mainnet,$8.1m,8100000,5.3,3.3,2,5.3,,2,,5.3,,,,,
84,USDC,HyperLend Pooled,Hyperliquid L1,$10.84m,10840000,5.2,5.2,4.48,,,5.2,,4.48,,,,,
85,BBQUSDC,Morpho Blue,Base,$19.52m,19520000,5.16,5.16,5.48,,,5.16,,5.48,3460955.841473689,,506386950.09,0,"{""PT-USDai-18JUN2026"":0,""weETH"":44.87,""syrupUSDC"":3.69,""WETH"":0.1,""XAUt0"":0.07,""wsrUSD"":0,""wstETH"":51.03,""WBTC"":0.25,""siUSD"":0}"
86,MWUSDC,Morpho Blue,Base,$9.56m,9560000,5.11,4.15,0.96,4.34,,0.96,,4.34,23133.74653791743,,,,"{""Unknown"":100}"
87,GHO,Fluid Lending,Base,"$846,763",846763,4.94,4.94,3.51,,,4.94,,3.51,,,,,
88,USDC,Kamino Lend,Solana,$7.92m,7920000,4.94,4.94,3.76,,,4.94,,3.76,,,,,
89,USDC,Harmonix Finance,Arbitrum,"$819,024",819024,4.91,4.91,5.46,,,4.91,,5.46,,,,,
90,USDC|SuperchargerV2,WOOFi Earn,Base,"$652,793",652793,4.87,4.87,4.86,,,4.87,,4.86,,,,,
91,GTUSDCC,Morpho Blue,Arbitrum,$3.61m,3610000,4.86,4.86,3.42,,,4.86,,3.42,1771213.5092279885,,6225741.48,0,"{""UBTC"":38.42,""WHYPE"":30.79,""kHYPE"":30.8}"
92,USDC|Autopilot,Harvest Finance,Base,"$648,338",648338,4.78,4.78,5.11,,,4.78,,5.11,,,,,
93,USDC|SuperchargerV2,WOOFi Earn,Arbitrum,"$896,854",896854,4.74,4.74,4.72,,,4.74,,4.72,,,,,
94,GTUSDCF,Morpho Blue,Base,$1.91m,1910000,4.73,4.73,5.23,,,4.73,,5.23,1969250.4073616005,,109594793.32,0,"{""cbXRP"":33.77,""cbADA"":21.1,""cbBTC"":45.13}"
95,USDC|Morpho,Beefy,Base,$1.24m,1240000,4.71,4.93,,,,,,4.93,,,,,
96,USDC|Dolomite Balance,Dolomite,Arbitrum,$1.3m,1300000,4.7,4.7,5.58,,,4.7,,5.58,,,,,
97,VBUSDC,Yearn Finance,Katana,$14.65m,14650000,4.63,2.04,2.59,2.28,,2.59,,2.28,,,,,
98,USDC,Moonwell Lending,Base,$2.87m,2870000,4.61,3.38,1.23,4.47,,1.23,,4.47,,,,,
99,YCSUSDC,Morpho Blue,Base,"$517,250",517250,4.6,4.6,5.48,,,4.6,,5.48,517199.63203234156,,107448135.32,0,"{""cbETH"":3.96,""cbDOGE"":34.89,""wstETH"":0.97,""cbLTC"":11.71,""WETH"":0.01,""rETH"":0.91,""cbADA"":29.32,""cbXRP"":14.21,""superOETHb"":1.49,""cbBTC"":2.51}"
100,GTUSDCP,Morpho Blue,Op Mainnet,$9.33m,9330000,4.52,2.49,2.02,4.71,,2.02,,4.71,2549780.5373409837,,62430834.92,0,"{""sUSDS"":0,""WBTC"":50.97,""wstETH"":48.05,""WETH"":0.98}"
101,USDC|Harvest USDC vault Base,Fusion by IPOR,Base,"$648,335",648335,4.43,4.43,4.81,,,4.43,,4.81,,,,,
102,USDC-USDT|0.01%,Uniswap V3,Arbitrum,$2.55m,2550000,4.22,4.22,2.58,3.89,,2.58,,3.89,,,,,
103,STEAKUSDC,Morpho Blue,Base,$468.79m,468790000,4.14,4.14,4.24,,,4.14,,4.24,151703.39169642166,,64828912.07,0,"{""WBTC"":12.09,""wstETH"":72.37,""WETH"":15.54}"
104,GTUSDCP,Morpho Blue,Base,$353.44m,353440000,4.14,4.14,4.24,,,4.14,,4.24,2549780.5373409837,,62430834.92,0,"{""sUSDS"":0,""WBTC"":50.97,""wstETH"":48.05,""WETH"":0.98}"
105,PUSDC,Morpho Blue,Base,$26.29m,26290000,4.12,4.12,4.24,,,4.12,,4.24,26294467.848842226,,1023367233.91,2.51,"{""cbBTC"":100}"
106,FRUSDC,Morpho Blue,Base,$23.76m,23760000,4.11,4.11,4.18,,,4.11,,4.18,23757291.87761356,,0,0,"{""cbBTC"":100}"
107,TERMUSDC,Morpho Blue,Base,"$978,450",978450,4.11,4.11,4.18,,,4.11,,4.18,978480.5973491711,,198957081.64,0.49,"{""cbBTC"":100}"
108,STEAKUSDCFARCASTER,Morpho Blue,Base,"$505,095",505095,4.11,4.11,4.23,,,4.11,,4.23,,,,,
109,BBQUSDC,Morpho Blue,Monad,$1.79m,1790000,4.09,1.23,2.86,4.42,,2.86,,4.42,3460955.841473689,,506386950.09,0,"{""PT-USDai-18JUN2026"":0,""weETH"":44.87,""syrupUSDC"":3.69,""WETH"":0.1,""XAUt0"":0.07,""wsrUSD"":0,""wstETH"":51.03,""WBTC"":0.25,""siUSD"":0}"
110,USDC|2026-06-04,Exactly,Op Mainnet,$1.61m,1610000,4.07,4.07,3.92,,,4.07,,3.92,,,,,
111,USDC|2026-07-02,Exactly,Op Mainnet,$1.61m,1610000,4.03,4.03,3.79,,,4.03,,3.79,,,,,
112,USDC|2027-01-14,Exactly,Op Mainnet,$1.61m,1610000,4,4,3.43,,,4,,3.43,,,,,
113,USDC|2026-12-17,Exactly,Op Mainnet,$1.61m,1610000,3.9,3.9,3.59,,,3.9,,3.59,,,,,
114,USDY,Toros,Base,"$888,566",888566,3.88,4.29,,,,,,4.29,,,,,
115,SUSDAI-USDC,Curve DEX,Arbitrum,$3.76m,3760000,3.86,3.86,4.29,,,3.86,,4.29,,,,,
116,USDC|2026-09-24,Exactly,Op Mainnet,$1.61m,1610000,3.82,3.82,3.81,,,3.82,,3.81,,,,,
117,USDC|2026-11-19,Exactly,Op Mainnet,$1.61m,1610000,3.78,3.78,3.65,,,3.78,,3.65,,,,,
118,USDC|2026-10-22,Exactly,Op Mainnet,$1.61m,1610000,3.78,3.78,3.95,,,3.78,,3.95,,,,,
119,USDC|2026-08-27,Exactly,Op Mainnet,$1.61m,1610000,3.77,3.77,3.79,,,3.77,,3.79,,,,,
120,GTUSDC,Morpho Blue,Katana,$4.4m,4400000,3.77,3.77,2.62,,,3.77,,2.62,,,,,
121,VBUSDT,Yearn Finance,Katana,$3.23m,3230000,3.76,3.76,2.51,,,3.76,,2.51,,,,,
122,GTUSDCC,Morpho Blue,Base,$1.78m,1780000,3.75,3.75,4.17,,,3.75,,4.17,1771213.5092279885,,6225741.48,0,"{""UBTC"":38.42,""WHYPE"":30.79,""kHYPE"":30.8}"
123,SPARKUSDC,Morpho Blue,Base,$9.45m,9450000,3.75,3.75,4.17,,,3.75,,4.17,0,,,,
124,USDC|2026-07-30,Exactly,Op Mainnet,$1.61m,1610000,3.74,3.74,3.37,,,3.74,,3.37,,,,,
125,SUSDS,Sky Lending,Arbitrum,$357.95m,357950000,3.65,3.72,,,,,,3.72,,,,,
126,USDC,Aave V3,Arbitrum,$15.53m,15530000,3.6,3.6,3.61,,,3.6,,3.61,,,,,
127,AAVEUSDC-AAVEGHO,Aura,Base,$4.18m,4179999.9999999995,3.57,3.02,0.56,6.37,,0.56,,6.37,,,,,
128,USDY|US Dollar Yield,Ondo Yield Assets,Solana,$180.32m,180320000,3.55,3.55,3.55,3.55,,3.55,,3.55,,,,,
129,USDY|US Dollar Yield,Ondo Yield Assets,Arbitrum,$5.58m,5580000,3.55,3.55,3.55,3.55,,3.55,,3.55,,,,,
130,EARNAUSD|earnAUSD/AUSD,Curvance,Monad,$17.14m,17140000,3.54,0,3.54,1.2,,3.54,,1.2,,,,,
131,GTUSDCC,Morpho Blue,Unichain,$1.1m,1100000,3.53,3.53,6.63,,,3.53,,6.63,1771213.5092279885,,6225741.48,0,"{""UBTC"":38.42,""WHYPE"":30.79,""kHYPE"":30.8}"
132,WABASGHO-WABASUSDC|Aura,Beefy,Base,$1.03m,1030000,3.53,5.55,,,,,,5.55,,,,,
133,AAVEGHO-USDT-USDC,Aura,Arbitrum,$4.14m,4139999.9999999995,3.42,3.09,0.33,8.64,,0.33,,8.64,,,,,
134,WAARBUSDCN-WAARBUSDT-WAARBGHO|Aura,Beefy,Arbitrum,$1.7m,1700000,3.4,6.76,,,,,,6.76,,,,,
135,USDC,Aave V3,Base,$24.02m,24020000,3.36,3.36,3.16,,,3.36,,3.16,,,,,
136,WYLDS,Hastra,Solana,$2.24m,2240000,3.28,3.28,3.29,,,3.28,,3.29,,,,,
137,EARNAUSD,Neverland,Monad,$2.96m,2960000,3.27,0,3.27,3.73,,3.27,,3.73,,,,,
138,CUSDO,OpenEden USDO,Solana,$5.7m,5700000,3.24,3.24,3.24,3.24,,3.24,,3.24,,,,,
139,USDC|Compound,Beefy,Op Mainnet,"$708,032",708032,3.03,2.91,,,,,,2.91,,,,,
140,USDT|Main Pool,Save,Solana,"$768,054",768054,2.95,2.95,3.31,,,2.95,,3.31,,,,,
141,USDT,Aave V3,Op Mainnet,"$690,846",690846,2.9,2.9,2.31,,,2.9,,2.31,,,,,
142,PYUSD,Kamino Lend,Solana,$11.5m,11500000,2.86,2.86,3.62,,,2.86,,3.62,,,,,
143,BBQUSDT0,Morpho Blue,Arbitrum,$19.73m,19730000,2.78,2.78,3.56,,,2.78,,3.56,71074.22975029357,,659793995.54,0,"{""sUSDe"":0.04,""weETH"":5.45,""wsrUSD"":5.4,""wstETH"":87.23,""WETH"":1.88}"
144,USDAI|For LP | Maturity 15OCT2026,Pendle,Arbitrum,"$885,181",885181,2.7,1.85,0.84,2.63,,0.84,,2.63,,,,,
145,GTAUSD,Morpho Blue,Katana,"$762,459",762459,2.63,2.63,0.89,,,2.63,,0.89,,,,,
146,USDC,Compound V3,Arbitrum,$5.31m,5310000,2.54,2.54,2.42,,,2.54,,2.42,,,,,
147,USDS,Kamino Lend,Solana,$3.81m,3810000,2.51,2.51,1.79,,,2.51,,1.79,,,,,
148,USDC|Main Pool,Save,Solana,$7.68m,7680000,2.51,2.51,2.6,,,2.51,,2.6,,,,,
149,USDT,Compound V3,Op Mainnet,$1.15m,1150000,2.49,2.49,2.11,,,2.49,,2.11,,,,,
150,USDC,Aave V3,Op Mainnet,$3.3m,3300000,2.43,2.43,1.8,,,2.43,,1.8,,,,,
151,USDC,Revert Lend,Base,$2.61m,2606893,7.9399999999999995,7.9399999999999995,0,8.15,,7.1499999999999995,,,2606893,,,,
152,baseUSD,Tokemak,Base,$5.67m,5667940,11.72,9.83,1.8900000000000001,7.35,,6.65,,,5667940,,,,
