rank,pool,project,chain,tvl,tvl_raw,apy,base_apy,reward_apy,base_apy_7d,il_7d,avg_30d,inception_apy,top_10_pct,total_pool,total_borrowed,avail_liquidity,supply_cap_util,collateral_exposure
22,ALUSD-USDC|Curve,Stake DAO,Arbitrum,"$690,504",690504,10.1,0.03,10.07,9.66,,10.07,,9.66,,,,,
23,ALUSD-USDC,Curve DEX,Arbitrum,"$728,055",728055,9.91,0,9.91,9.5,,9.91,,9.5,,,,,
24,MSUSD-USDC,Extra Finance Leverage Farming,Base,$1.13m,1130000,9.69,9.69,11.64,,,9.69,,11.64,,,,,
25,AUSD,Neverland,Monad,$7.25m,7250000,9.6,4.42,5.18,9.79,,5.18,,9.79,,,,,
26,USDC-MUSD|CL10 - 0.05%,Aerodrome Slipstream,Base,"$675,996",675996,9.52,9.52,18.66,,,9.52,,18.66,,,,,
27,BBQUSDC,Morpho Blue,Arbitrum,$11.61m,11610000,9.39,9.39,3.5,,,9.39,,3.5,7000328.163221561,,502972174.36,0,"{""PT-USDai-18JUN2026"":7.21,""weETH"":21.87,""syrupUSDC"":3.27,""WETH"":1.27,""XAUt0"":0.13,""wsrUSD"":0,""wstETH"":59.72,""WBTC"":6.53}"
28,MSUSD-USDC,Aerodrome V1,Base,$7.64m,7640000,9.28,9.28,11.09,,,9.28,,11.09,,,,,
29,SUSDAI|For buying PT-sUSDai-15OCT2026,Pendle,Arbitrum,$11.96m,11960000,9.23,9.23,8.17,,,9.23,,8.17,,,,,
30,HYPERVBUSDCA,Morpho Blue,Katana,$1.52m,1520000,9.08,8.59,0.49,4.75,,0.49,,4.75,,,,,
31,USDC,YieldSeeker,Base,$1.26m,1260000,9.05,9.05,9.97,,,9.05,,9.97,,,,,
32,USDT,ZEROBASE CeDeFi,Arbitrum,$7.93m,7930000,9,7,2,9,,2,,9,,,,,
33,USDC,ZEROBASE CeDeFi,Arbitrum,"$783,839",783839,9,7,2,9,,2,,9,,,,,
34,USDC|baseUSD,AUTOfinance,Base,$5.62m,5620000,8.99,5,3.99,7.71,,3.99,,7.71,,,,,
35,AUSD,Yearn Finance,Katana,$1.61m,1610000,8.94,8.94,4.49,,,8.94,,4.49,,,,,
36,APXUSD|For LP | Maturity 18JUN2026,Pendle,Base,$3.33m,3330000,8.92,7.46,1.46,8.8,,1.46,,8.8,,,,,
37,SUSDAI|For buying PT-sUSDai-18JUN2026,Pendle,Arbitrum,$6.69m,6690000,8.89,8.89,7.8,,,8.89,,7.8,,,,,
38,MSUSD-USDC|Aerodrome,Beefy,Base,"$678,290",678290,8.79,10.61,,,,,,10.61,,,,,
39,USDC|vault,Avantis,Base,$49.56m,49560000,8.78,8.78,9.94,,,8.78,,9.94,,,,,
40,USDT0,Neverland,Monad,$4.44m,4440000,8.67,3.47,5.2,9.33,,5.2,,9.33,,,,,
41,AUSD|earnAUSD/AUSD,Curvance,Monad,$1.89m,1890000,8.47,6.47,2,7.45,,2,,7.45,,,,,
42,USDC,Loopscale,Solana,$1.91m,1910000,8.45,7.4,1.05,8.57,,1.05,,8.57,,,,,
43,USDC,Neverland,Monad,$14.92m,14920000,8.33,3.8,4.53,8.2,,4.53,,8.2,,,,,
44,EDGEUSDC,Morpho Blue,Base,"$932,367",932367,8.21,5.97,2.24,5.68,,2.24,,5.68,101829.08052035751,,29896553.42,0.34,"{""wstETH"":84.9,""sUSDS"":1.04,""WBTC"":14.06}"
45,USDAI|For buying PT-USDai-15OCT2026,Pendle,Arbitrum,"$895,838",895838,8.18,8.18,6.59,,,8.18,,6.59,,,,,
46,SUSDAI|For LP | Maturity 15OCT2026,Pendle,Arbitrum,$11.96m,11960000,8.16,7.27,0.88,7.46,,0.88,,7.46,,,,,
47,SUSDAI|For LP | Maturity 18JUN2026,Pendle,Arbitrum,$6.69m,6690000,7.9,7.13,0.77,7.19,,0.77,,7.19,,,,,
48,WABASGHO-WABASUSDC|Aura,Beefy,Base,$1.03m,1030000,7.89,5.71,,,,,,5.71,,,,,
49,AAVEUSDC-AAVEGHO,Aura,Base,$3.92m,3920000,7.89,7.23,0.66,6.48,,0.66,,6.48,,,,,
50,SYZUSD,Yuzu Money,Monad,$13.13m,13130000,7.89,7.89,7.5,,,7.89,,7.5,,,,,
51,AUSD|vUSD/AUSD,Curvance,Monad,"$968,282",968282,7.75,4.75,3,5.84,,3,,5.84,,,,,
52,EARNAUSD,Upshift,Monad,$34.15m,34150000,7.74,5.43,2.31,8.38,,2.31,,8.38,,,,,
53,AUGUSTUSDC,Morpho Blue,Monad,$6.26m,6260000,7.74,4.81,2.93,8.12,,2.93,,8.12,6271906.049861122,,158206820.24,3.81,"{""syzUSD"":48.4,""earnAUSD"":51.6}"
54,HYPERUSDCA,Morpho Blue,Arbitrum,"$911,596",911596,7.7,7.7,4.31,,,7.7,,4.31,846302.4986560413,,199142922.11,0,"{""PT-thBILL-18JUN2026"":6.96,""PT-USDai-18JUN2026"":32.61,""PT-sUSDai-18JUN2026"":12.57,""thBILL"":1.77,""WBTC"":26.98,""WETH"":2.29,""PT-sUSDai-19FEB2026"":0,""sUSDai"":3.1,""weETH"":13.73}"
55,AUGUSTUSDCV2,Morpho Blue,Monad,$6.25m,6250000,7.46,4.53,2.92,7.92,,2.92,,7.92,,,,,
56,GTUSDCP,Morpho Blue,Arbitrum,$2.86m,2860000,7.31,7.31,3.28,,,7.31,,3.28,2855270.351223166,,62141225.07,0,"{""WBTC"":33.02,""wstETH"":65.39,""WETH"":1.59,""sUSDS"":0}"
57,AUSD|syzUSD/AUSD,Curvance,Monad,"$693,396",693396,7.19,5.19,2,6.66,,2,,6.66,,,,,
58,SUSDAI|30d unlock,USD AI,Arbitrum,$263.62m,263620000,7.12,7.12,6.69,,,7.12,,6.69,,,,,
59,FEUSDE,Morpho Blue,Hyperliquid L1,"$805,007",805007,6.99,6.99,10.49,,,6.99,,10.49,804940.7544248789,,16177994.2,4.74,"{""WHYPE"":59.04,""UBTC"":40.96}"
60,BBQUSD1,Morpho Blue,Monad,$1.35m,1350000,6.92,2.57,4.34,124,,4.34,,124,1352061.5363224568,,48629711.77,0,"{""wsrUSD"":100}"
61,HYPERUSDCA,Morpho Blue,Monad,$16.61m,16610000,6.92,4,2.92,7.11,,2.92,,7.11,846302.4986560413,,199142922.11,0,"{""PT-thBILL-18JUN2026"":6.96,""PT-USDai-18JUN2026"":32.61,""PT-sUSDai-18JUN2026"":12.57,""thBILL"":1.77,""WBTC"":26.98,""WETH"":2.29,""PT-sUSDai-19FEB2026"":0,""sUSDai"":3.1,""weETH"":13.73}"
62,USDC,DeltaPrime,Arbitrum,"$693,191",693191,6.86,6.86,6.36,,,6.86,,6.36,,,,,
63,USDC,MortgageFi,Base,"$738,678",738678,6.81,9.41,,,,,,9.41,,,,,
64,DTUSDC,Lagoon,Base,"$684,225",684225,6.63,6.63,5.75,,,6.63,,5.75,,,,,
65,USDC|40 Acres,Harvest Finance,Base,$1.97m,1970000,6.49,6.49,6.57,,,6.49,,6.57,,,,,
66,FEUSDH,Morpho Blue,Hyperliquid L1,$4.11m,4110000.0000000005,6.43,6.43,6.93,,,6.43,,6.93,4107717.2682788223,,35884567.18,10.27,"{""kHYPE"":12.03,""UBTC"":9.72,""WHYPE"":78.25}"
67,USDC|Euler Earn USDC,Euler V2,Arbitrum,"$606,323",606323,6.34,6.34,3.29,,,6.34,,3.29,,,,,
68,USDC,Fluid Lending,Base,$11.57m,11570000,6.29,4.36,1.93,6.4,,1.93,,6.4,,,,,
69,FEUSDH2,Morpho Blue,Hyperliquid L1,$10.17m,10170000,6.28,6.28,7.09,,,6.28,,7.09,10169246.356578048,,29823038.09,25.43,"{""kHYPE"":29.91,""WHYPE"":57.34,""wstHYPE"":12.74}"
70,AUSD|YZM/AUSD,Curvance,Monad,"$560,279",560279,6.27,4.27,2,5.7,,2,,5.7,,,,,
71,USDAI|For buying PT-USDai-18JUN2026,Pendle,Arbitrum,$36.31m,36310000,6.19,6.19,5.7,,,6.19,,5.7,,,,,
72,FEUSDT02,Morpho Blue,Hyperliquid L1,$2.08m,2080000,6.16,6.16,7.3,,,6.16,,7.3,2091612.6027458631,,54885256.2,3.67,"{""hbUSDT"":2.84,""thBILL"":51.69,""kHYPE"":25.86,""hwHLP"":3.46,""WHLP"":0.6,""UETH"":7.94,""WHYPE"":1.35,""UBTC"":6.24,""PT-hbUSDT-18DEC2025"":0.02}"
73,FEUSDC2,Morpho Blue,Hyperliquid L1,$19.1m,19100000,6.02,6.02,7.19,,,6.02,,7.19,19079997.63840225,,30910413.9,38.17,"{""wstHYPE"":1.66,""kHYPE"":14.43,""WHYPE"":83.91}"
74,GTUSDCC,Morpho Blue,Arbitrum,$3.35m,3350000,5.85,5.85,3.3,,,5.85,,3.3,1750584.9648526497,,6247880.88,0,"{""UBTC"":37.7,""WHYPE"":31.15,""kHYPE"":31.15}"
75,BBQUSDT0,Morpho Blue,Monad,$5.93m,5930000,5.81,2.23,3.58,6.88,,3.58,,6.88,3192015.634161041,,656671265.96,0,"{""siUSD"":0.4,""XAUt0"":0.08,""bbqUSDC"":0,""syrupUSDC"":12.86,""sUSDS"":33.67,""weETH"":13.93,""sUSDe"":0,""WBTC"":15.97,""wsrUSD"":12.53,""wstETH"":3.59,""WETH"":6.95}"
76,CSUSDC,Morpho Blue,Base,$3.64m,3640000,5.8,5.8,5.75,,,5.8,,5.75,558.262188771252,,75985368.73,0,"{""weETH"":0.06,""wstETH"":99.94}"
77,BBQUSDC,Morpho Blue,Base,$20.54m,20540000,5.76,5.76,5.47,,,5.76,,5.47,7000328.163221561,,502972174.36,0,"{""PT-USDai-18JUN2026"":7.21,""weETH"":21.87,""syrupUSDC"":3.27,""WETH"":1.27,""XAUt0"":0.13,""wsrUSD"":0,""wstETH"":59.72,""WBTC"":6.53}"
78,GTUSDCC,Morpho Blue,Hyperliquid L1,$1.75m,1750000,5.66,5.66,6.1,,,5.66,,6.1,1750584.9648526497,,6247880.88,0,"{""UBTC"":37.7,""WHYPE"":31.15,""kHYPE"":31.15}"
79,FEUSDC,Morpho Blue,Hyperliquid L1,$19.22m,19220000,5.66,5.66,5.86,,,5.66,,5.86,19207877.506013997,,74774096.18,20.44,"{""kHYPE"":96.68,""UBTC"":1.25,""WHYPE"":2.02,""PT-kHYPE-19MAR2026"":0.04}"
80,USDG,Kamino Lend,Solana,$1.71m,1710000,5.56,5.56,5.65,,,5.56,,5.65,,,,,
81,FEUSDT0,Morpho Blue,Hyperliquid L1,$12.07m,12070000,5.48,5.48,7.16,,,5.48,,7.16,11815574.415134722,,95439988.96,11.02,"{""WHYPE"":32.63,""kHYPE"":53.28,""UBTC"":7.04,""PT-kHYPE-19MAR2026"":6.08,""beHYPE"":0.43,""wstHYPE"":0.53}"
82,USDC,HyperLend Pooled,Hyperliquid L1,$9.4m,9400000,5.48,5.48,4.37,,,5.48,,4.37,,,,,
83,USDC,Fluid Lending,Arbitrum,$36.38m,36380000,5.41,4.52,0.89,6.09,,0.89,,6.09,,,,,
84,USDC,Aave V3,Arbitrum,$11.91m,11910000,5.36,5.36,3.42,,,5.36,,3.42,,,,,
85,GTUSDCP,Morpho Blue,Op Mainnet,$8.81m,8810000,5.35,3.11,2.24,4.66,,2.24,,4.66,2855270.351223166,,62141225.07,0,"{""WBTC"":33.02,""wstETH"":65.39,""WETH"":1.59,""sUSDS"":0}"
86,USDT,ZEROBASE CeDeFi,Op Mainnet,$8.1m,8100000,5.3,3.3,2,5.3,,2,,5.3,,,,,
87,USDC-ALUSD|stable - 0.05%,Velodrome V2,Op Mainnet,$1.65m,1650000,5.22,5.22,5.58,,,5.22,,5.58,,,,,
88,USDC,Harmonix Finance,Arbitrum,"$820,433",820433,5.22,5.22,5.49,,,5.22,,5.49,,,,,
89,USDC|Autopilot,Harvest Finance,Base,"$633,528",633528,5.11,5.11,5.04,,,5.11,,5.04,,,,,
90,USDC,Extra Finance Leverage Farming,Base,$4.18m,4179999.9999999995,5.03,5.03,5.43,,,5.03,,5.43,,,,,
91,MWUSDC,Morpho Blue,Base,$9.36m,9360000,5,4.02,0.98,4.27,,0.98,,4.27,23135.419259717328,,,,"{""Unknown"":100}"
92,VBUSDC,Yearn Finance,Katana,$13.7m,13700000,5,1.79,3.21,2.08,,3.21,,2.08,,,,,
93,GTUSDCF,Morpho Blue,Base,$1.11m,1110000,4.98,4.98,5.28,,,4.98,,5.28,1948626.0250877463,,109634230.56,0,"{""cbBTC"":44.56,""cbXRP"":34.12,""cbADA"":21.32}"
94,GHO,Fluid Lending,Base,"$848,220",848220,4.89,4.89,3.4,,,4.89,,3.4,,,,,
95,USDC|SuperchargerV2,WOOFi Earn,Base,"$652,574",652574,4.87,4.87,4.86,,,4.87,,4.86,,,,,
96,USDC,Moonwell Lending,Base,$2.5m,2500000,4.82,3.56,1.26,4.38,,1.26,,4.38,,,,,
97,USDC,Gains Network,Arbitrum,$5.54m,5540000,4.75,4.75,6.8,,,4.75,,6.8,,,,,
98,USDC|SuperchargerV2,WOOFi Earn,Arbitrum,"$896,653",896653,4.74,4.74,4.72,,,4.74,,4.72,,,,,
99,YCSUSDC,Morpho Blue,Base,"$507,232",507232,4.72,4.72,5.64,,,4.72,,5.64,507292.9488916317,,107476248.01,0,"{""cbBTC"":0.15,""mBASIS"":0.17,""rETH"":0.93,""cbADA"":29.88,""wstETH"":0.99,""cbETH"":4.04,""cbDOGE"":35.31,""cbLTC"":11.94,""cbXRP"":14.48,""superOETHb"":1.52,""WETH"":0.56}"
100,USDY,Toros,Base,"$888,568",888568,4.71,4.14,,,,,,4.14,,,,,
101,USDC|Euler Earn USDC,Euler V2,Monad,"$503,516",503516,4.7,2.2,2.5,3.21,,2.5,,3.21,,,,,
102,USDC,Kamino Lend,Solana,$8m,8000000,4.69,4.69,3.6,,,4.69,,3.6,,,,,
103,USDC|Morpho,Beefy,Base,$1.16m,1160000,4.67,4.9,,,,,,4.9,,,,,
104,USDC|Harvest USDC vault Base,Fusion by IPOR,Base,"$633,574",633574,4.57,4.57,4.73,,,4.57,,4.73,,,,,
105,USDC,Wasabi Perps,Solana,"$746,486",746486,4.49,4.49,6.37,,,4.49,,6.37,,,,,
106,USDC,Compound V3,Base,"$916,347",916347,4.4,4.4,3.55,,,4.4,,3.55,,,,,
107,SUSDAI-USDC,Curve DEX,Arbitrum,$3.76m,3760000,4.34,4.34,4.29,,,4.34,,4.29,,,,,
108,GHO,Fluid Lending,Arbitrum,$3.05m,3050000,4.26,4.26,6.15,,,4.26,,6.15,,,,,
109,EARNAUSD|earnAUSD/AUSD,Curvance,Monad,$16.34m,16340000,4.16,0,4.16,0.91,,4.16,,0.91,,,,,
110,BBQUSDT0,Morpho Blue,Arbitrum,$20.53m,20530000,4.07,4.07,3.55,,,4.07,,3.55,3192015.634161041,,656671265.96,0,"{""siUSD"":0.4,""XAUt0"":0.08,""bbqUSDC"":0,""syrupUSDC"":12.86,""sUSDS"":33.67,""weETH"":13.93,""sUSDe"":0,""WBTC"":15.97,""wsrUSD"":12.53,""wstETH"":3.59,""WETH"":6.95}"
111,USDC|2026-06-04,Exactly,Op Mainnet,$1.61m,1610000,4.06,4.06,3.89,,,4.06,,3.89,,,,,
112,VBUSDT,Yearn Finance,Katana,$4.46m,4460000,4.05,2.61,1.44,2.02,,1.44,,2.02,,,,,
113,GTUSDCP,Morpho Blue,Base,$63.96m,63960000,4.04,4.04,4.23,,,4.04,,4.23,2855270.351223166,,62141225.07,0,"{""WBTC"":33.02,""wstETH"":65.39,""WETH"":1.59,""sUSDS"":0}"
114,STEAKUSDCFARCASTER,Morpho Blue,Base,"$505,245",505245,4.04,4.04,4.23,,,4.04,,4.23,,,,,
115,STEAKUSDC,Morpho Blue,Base,$98.16m,98160000,4.04,4.04,4.23,,,4.04,,4.23,347206.6059203575,,64649288.81,0,"{""WBTC"":10.4,""wstETH"":83.12,""WETH"":6.48}"
116,PUSDC,Morpho Blue,Base,$25.6m,25600000,4.02,4.02,4.24,,,4.02,,4.24,25601538.636389323,,1024237165.79,2.44,"{""cbBTC"":100}"
117,FRUSDC,Morpho Blue,Base,$23.76m,23760000,4.02,4.02,4.22,,,4.02,,4.22,23755575.404535566,,0,0,"{""cbBTC"":100}"
118,TERMUSDC,Morpho Blue,Base,"$978,445",978445,4.02,4.02,4.22,,,4.02,,4.22,978409.8895136022,,198990867.14,0.49,"{""cbBTC"":100}"
119,USDC|2026-07-02,Exactly,Op Mainnet,$1.61m,1610000,4.01,4.01,3.75,,,4.01,,3.75,,,,,
120,USDC|2027-01-14,Exactly,Op Mainnet,$1.61m,1610000,3.99,3.99,3.37,,,3.99,,3.37,,,,,
121,USDC,Wasabi Perps,Base,$2.13m,2130000,3.94,3.94,4.68,,,3.94,,4.68,,,,,
122,BBQUSDC,Morpho Blue,Monad,$1.77m,1770000,3.9,0.97,2.93,4.38,,2.93,,4.38,7000328.163221561,,502972174.36,0,"{""PT-USDai-18JUN2026"":7.21,""weETH"":21.87,""syrupUSDC"":3.27,""WETH"":1.27,""XAUt0"":0.13,""wsrUSD"":0,""wstETH"":59.72,""WBTC"":6.53}"
123,USDC|2026-12-17,Exactly,Op Mainnet,$1.61m,1610000,3.87,3.87,3.29,,,3.87,,3.29,,,,,
124,GTUSDC,Morpho Blue,Katana,$4.43m,4430000,3.83,3.34,0.49,2.44,,0.49,,2.44,,,,,
125,USDC|2026-09-24,Exactly,Op Mainnet,$1.61m,1610000,3.75,3.75,3.83,,,3.75,,3.83,,,,,
126,USDC|2026-11-19,Exactly,Op Mainnet,$1.61m,1610000,3.75,3.75,3.65,,,3.75,,3.65,,,,,
127,USDC|2026-10-22,Exactly,Op Mainnet,$1.61m,1610000,3.7,3.7,3.98,,,3.7,,3.98,,,,,
128,USDC|2026-08-27,Exactly,Op Mainnet,$1.61m,1610000,3.68,3.68,3.82,,,3.68,,3.82,,,,,
129,SUSDS,Sky Lending,Arbitrum,$357.92m,357920000,3.65,3.73,,,,,,3.73,,,,,
130,USDC|2026-07-30,Exactly,Op Mainnet,$1.61m,1610000,3.63,3.63,3.4,,,3.63,,3.4,,,,,
131,PYUSD,Kamino Lend,Solana,$11.16m,11160000,3.61,3.61,3.5,,,3.61,,3.5,,,,,
132,GTUSDCC,Morpho Blue,Base,$1.76m,1760000,3.6,3.6,4.21,,,3.6,,4.21,1750584.9648526497,,6247880.88,0,"{""UBTC"":37.7,""WHYPE"":31.15,""kHYPE"":31.15}"
133,SPARKUSDC,Morpho Blue,Base,$9.24m,9240000,3.6,3.6,4.2,,,3.6,,4.2,0,,,,
134,AAVEGHO-USDT-USDC,Aura,Arbitrum,$4.14m,4139999.9999999995,3.59,3.26,0.33,8.8,,0.33,,8.8,,,,,
135,WAARBUSDCN-WAARBUSDT-WAARBGHO|Aura,Beefy,Arbitrum,$1.69m,1690000,3.58,6.97,,,,,,6.97,,,,,
136,USDY|US Dollar Yield,Ondo Yield Assets,Solana,$180.27m,180270000,3.55,3.55,3.55,3.55,,3.55,,3.55,,,,,
137,USDY|US Dollar Yield,Ondo Yield Assets,Arbitrum,$5.58m,5580000,3.55,3.55,3.55,3.55,,3.55,,3.55,,,,,
138,USDC,Aave V3,Base,$20.76m,20760000,3.49,3.49,3.09,,,3.49,,3.09,,,,,
139,WYLDS,Hastra,Solana,$4.24m,4240000,3.31,3.31,3.29,,,3.31,,3.29,,,,,
140,EARNAUSD,Neverland,Monad,$3.04m,3040000,3.27,0,3.27,3.84,,3.27,,3.84,,,,,
141,CUSDO,OpenEden USDO,Solana,$5.7m,5700000,3.24,3.24,3.25,3.24,,3.25,,3.24,,,,,
142,USDC-USDT|CL1 - 0.0012%,Velodrome V3,Op Mainnet,"$733,741",733741,3.08,3.08,2.6,,,3.08,,2.6,,,,,
143,USDT,Aave V3,Op Mainnet,"$560,080",560080,3.05,3.05,2.22,,,3.05,,2.22,,,,,
144,USDC|Compound,Beefy,Op Mainnet,"$708,032",708032,3.03,2.9,,,,,,2.9,,,,,
145,USDC,Compound V3,Arbitrum,$3.37m,3370000,2.99,2.99,2.39,,,2.99,,2.39,,,,,
146,USDT|Main Pool,Save,Solana,"$767,985",767985,2.95,2.95,3.29,,,2.95,,3.29,,,,,
147,USDAI|For LP | Maturity 15OCT2026,Pendle,Arbitrum,"$895,838",895838,2.88,2.14,0.74,2.76,,0.74,,2.76,,,,,
148,USDPY,Toros,Op Mainnet,$1.09m,1090000,2.87,1.71,,,,,,1.71,,,,,
149,DAI,Aave V3,Arbitrum,"$592,844",592844,2.86,2.86,3.73,,,2.86,,3.73,,,,,
150,USDS,Kamino Lend,Solana,$3m,3000000,2.81,2.81,1.64,,,2.81,,1.64,,,,,
151,USDC,Revert Lend,Base,$2.57m,2570902,8.32,8.32,0,8.34,,7.02,,,2570902,,,,
152,baseUSD,Tokemak,Base,$5.62m,5618190,9.09,7.180000000000001,1.91,5.91,,6.660000000000001,,,5618190,,,,
