rank,pool,project,chain,tvl,tvl_raw,apy,base_apy,reward_apy,base_apy_7d,il_7d,avg_30d,inception_apy,top_10_pct,total_pool,total_borrowed,avail_liquidity,supply_cap_util,collateral_exposure
38,APXUSD / For LP | Maturity 18JUN2026,Pendle,Base,$3.52m,3520000,8.18,6.79,1.39,8.77,,1.39,,8.77,,,,,
39,MSUSD-USDC / Aerodrome,Beefy,Base,"$686,309",686309,8.16,10.35,,,,,,10.35,,,,,
40,USDC,Neverland,Monad,$14.69m,14690000,8.13,3.85,4.28,8.12,,4.28,,8.12,62300000,47620000,14680000,,
41,USDC,YieldSeeker,Base,$1.27m,1270000,8.1,8.1,9.49,,,8.1,,9.49,,,,,
42,USDC-MUSD / CL10 - 0.05%,Aerodrome Slipstream,Base,"$852,160",852160,8.04,8.04,15.38,,,8.04,,15.38,,,,,
43,EARNAUSD,Upshift,Monad,$34.85m,34850000,7.96,5.93,2.03,8.18,,2.03,,8.18,,,,,
44,ZVUSDC,Zircuit Finance,Base,$1.49m,1490000,7.93,7.93,8.64,,,7.93,,8.64,,,,,
45,BBQAUSD,Morpho Blue,Monad,"$934,744",934744,7.89,1.22,6.67,8.67,,6.67,,8.67,947467.3322142893,,229011161.93,0,"{""XAUt0"":0.95,""wstETH"":11.4,""wsrUSD"":37.04,""WBTC"":50.61}"
46,GTUSDCC,Morpho Blue,Hyperliquid L1,$3.28m,3280000,7.88,7.88,6.09,,,7.88,,6.09,2037337.0802661164,,5961084.46,0,"{""UBTC"":46.44,""WHYPE"":26.78,""kHYPE"":26.78}"
47,SUSDAI / For LP | Maturity 18JUN2026,Pendle,Arbitrum,$6.36m,6360000,7.79,7.11,0.68,7.42,,0.68,,7.42,,,,,
48,USDC,Loopscale,Solana,$1.97m,1970000,7.77,6.74,1.03,8.52,,1.03,,8.52,,,,,
49,SUSDAI / For LP | Maturity 15OCT2026,Pendle,Arbitrum,$11.67m,11670000,7.65,7.09,0.57,7.56,,0.57,,7.56,,,,,
50,HYPERUSDCA,Morpho Blue,Monad,$15.48m,15480000,7.56,4.7,2.86,7.05,,2.86,,7.05,917615.4947876055,,199152781.6,0,"{""thBILL"":5.55,""PT-thBILL-18JUN2026"":8.15,""WBTC"":16.02,""WETH"":2.09,""PT-sUSDai-19FEB2026"":0,""sUSDai"":3.73,""PT-USDai-18JUN2026"":24.52,""PT-sUSDai-18JUN2026"":10.01,""Unknown"":11.92,""sUSDS"":4.9,""weETH"":13.12}"
51,SYZUSD,Yuzu Money,Monad,$12.62m,12620000,7.47,7.47,7.52,,,7.47,,7.52,,,,,
52,USDC,DeltaPrime,Arbitrum,"$673,638",673638,7.38,7.38,6.43,,,7.38,,6.43,,,,,
53,SUSDAI / 30d unlock,USD AI,Arbitrum,$269.37m,269370000,7.25,7.25,6.87,,,7.25,,6.87,,,,,
54,USDC / 40 Acres,Harvest Finance,Base,$1.97m,1970000,7.25,7.25,6.69,,,7.25,,6.69,,,,,
55,USDAI / For buying PT-USDai-15OCT2026,Pendle,Arbitrum,"$880,524",880524,7,7,6.89,,,7,,6.89,,,,,
56,AUSD / vUSD/AUSD,Curvance,Monad,$1.47m,1470000,6.72,4,2.73,6.07,,2.73,,6.07,6000000,4540000,1470000,,
57,DTUSDC,Lagoon,Base,"$684,225",684225,6.63,6.63,5.65,,,6.63,,5.65,,,,,
58,USDC,MortgageFi,Base,"$758,975",758975,6.57,9.22,,,,,,9.22,,,,,
59,BBQUSD1,Morpho Blue,Monad,$1.09m,1090000,6.45,1.63,4.82,116,,4.82,,116,1091247.7292768718,,48905698.8,0,"{""wsrUSD"":100}"
60,USDAI / For buying PT-USDai-18JUN2026,Pendle,Arbitrum,$36.32m,36320000,6.39,6.39,5.85,,,6.39,,5.85,,,,,
61,BBQUSDC,Morpho Blue,Monad,$1.83m,1830000,6.39,3.54,2.86,4.38,,2.86,,4.38,3457308.7807969158,,506443242.66,0,"{""weETH"":43.67,""syrupUSDC"":4.24,""WETH"":0.03,""wsrUSD"":0,""PT-USDai-18JUN2026"":0.78,""XAUt0"":0.07,""wstETH"":46.95,""WBTC"":4.26,""siUSD"":0}"
62,FEUSDE,Morpho Blue,Hyperliquid L1,"$806,514",806514,6.34,6.34,9.26,,,6.34,,9.26,806097.1121951181,,16177645.9,4.75,"{""UBTC"":41.95,""WHYPE"":58.05}"
63,EDGEUSDC,Morpho Blue,Base,"$873,502",873502,6.26,3.82,2.44,5.92,,2.44,,5.92,101718.5870191673,,29892431.5,0.34,"{""wstETH"":1.37,""sUSDS"":98.63}"
64,FEUSDH2,Morpho Blue,Hyperliquid L1,$10.5m,10500000,6.14,6.14,6.86,,,6.14,,6.86,10506759.23182443,,29491967.46,26.27,"{""kHYPE"":28.11,""WHYPE"":59.04,""wstHYPE"":12.85}"
65,AUSD / syzUSD/AUSD,Curvance,Monad,$1.04m,1040000,6.12,4.12,2,6.64,,2,,6.64,4030000.0000000005,2980000,1040000,,
66,GHO,Fluid Lending,Arbitrum,$2.77m,2770000,5.97,5.97,6,,,5.97,,6,,,,,
67,GTUSDCP,Morpho Blue,Op Mainnet,$8.02m,8020000,5.84,3.63,2.22,4.76,,2.22,,4.76,2534440.801568709,,62452884.38,0,"{""WBTC"":54.67,""wstETH"":41.64,""WETH"":3.69,""sUSDS"":0}"
68,USDC,Fluid Lending,Base,$13.17m,13170000,5.83,4.18,1.65,6.39,,1.65,,6.39,,,,,
69,CSUSDC,Morpho Blue,Base,$3.59m,3590000,5.78,5.78,5.41,,,5.78,,5.41,558.4333434442456,,75982454.37,0,"{""weETH"":0.06,""wstETH"":99.94}"
70,USDC,Harmonix Finance,Arbitrum,"$819,318",819318,5.7,5.7,5.45,,,5.7,,5.45,,,,,
71,USDC,Extra Finance Leverage Farming,Base,$4.01m,4010000,5.7,5.7,5.52,,,5.7,,5.52,,,,,
72,USDG,Kamino Lend,Solana,$1.59m,1590000,5.61,5.61,5.75,,,5.61,,5.75,29900000,28320000,1570000,,
73,AAVEGHO-USDT-USDC,Aura,Arbitrum,$4.11m,4110000.0000000005,5.57,5.24,0.33,8.48,,0.33,,8.48,,,,,
74,WAARBUSDCN-WAARBUSDT-WAARBGHO / Aura,Beefy,Arbitrum,$1.7m,1700000,5.55,6.57,,,,,,6.57,,,,,
75,BBQUSDT0,Morpho Blue,Monad,$5.85m,5850000,5.47,2.23,3.24,6.66,,3.24,,6.66,71079.53522415298,,659765215.28,0,"{""sUSDe"":0.04,""weETH"":5.45,""WBTC"":5.4,""wstETH"":87.23,""WETH"":1.88}"
76,USDC-ALUSD / stable - 0.05%,Velodrome V2,Op Mainnet,$1.64m,1640000,5.41,5.41,5.63,,,5.41,,5.63,,,,,
77,USDC,Kamino Lend,Solana,$7.76m,7760000,5.41,5.41,3.8,,,5.41,,3.8,166430000,158170000,8260000,,
78,USDC,Gains Network,Arbitrum,$5.4m,5400000,5.4,5.4,6.7,,,5.4,,6.7,,,,,
79,USDC,Fluid Lending,Arbitrum,$37.14m,37140000,5.37,4.52,0.85,6.12,,0.85,,6.12,,,,,
80,FEUSDT0,Morpho Blue,Hyperliquid L1,$12.42m,12420000,5.31,5.31,7.24,,,5.31,,7.24,12038616.488223149,,95254451.38,11.22,"{""PT-kHYPE-19MAR2026"":7.1,""beHYPE"":0.43,""UBTC"":6.92,""WHYPE"":33.05,""kHYPE"":51.98,""wstHYPE"":0.53}"
81,USDT,ZEROBASE CeDeFi,Op Mainnet,$8.1m,8100000,5.3,3.3,2,5.3,,2,,5.3,,,,,
82,BBQUSDC,Morpho Blue,Base,$3.92m,3920000,5.19,5.19,5.47,,,5.19,,5.47,3457308.7807969158,,506443242.66,0,"{""weETH"":43.67,""syrupUSDC"":4.24,""WETH"":0.03,""wsrUSD"":0,""PT-USDai-18JUN2026"":0.78,""XAUt0"":0.07,""wstETH"":46.95,""WBTC"":4.26,""siUSD"":0}"
83,MWUSDC,Morpho Blue,Base,$9.5m,9500000,5.18,4.24,0.95,4.38,,0.95,,4.38,23135.29109831683,,,,"{""Unknown"":100}"
84,FEUSDT02,Morpho Blue,Hyperliquid L1,$2.16m,2160000,5.14,5.14,7.34,,,5.14,,7.34,2112183.3346838555,,54884613.39,3.71,"{""hwHLP"":3.09,""WHLP"":0.59,""thBILL"":55.81,""kHYPE"":21.75,""hbUSDT"":3.01,""UETH"":8.71,""UBTC"":7.03,""PT-hbUSDT-18DEC2025"":0.02}"
85,FEUSDH,Morpho Blue,Hyperliquid L1,$4.64m,4640000,5.13,5.13,7.06,,,5.13,,7.06,4491933.626622774,,35506793.06,11.23,"{""UBTC"":9.37,""kHYPE"":7.69,""WHYPE"":82.94}"
86,GHO,Fluid Lending,Base,"$847,017",847017,4.94,4.94,3.61,,,4.94,,3.61,,,,,
87,USDC / SuperchargerV2,WOOFi Earn,Base,"$652,889",652889,4.87,4.87,4.86,,,4.87,,4.86,,,,,
88,USDC / Autopilot,Harvest Finance,Base,"$648,489",648489,4.87,4.87,5.13,,,4.87,,5.13,,,,,
89,VBUSDC,Yearn Finance,Katana,$14.25m,14250000,4.77,2.1,2.67,2.39,,2.67,,2.39,,,,,
90,GTUSDCF,Morpho Blue,Base,$2.2m,2200000,4.76,4.76,5.21,,,4.76,,5.21,2188946.6123696244,,109389416.05,0,"{""cbBTC"":50.62,""cbXRP"":30.39,""cbADA"":18.98}"
91,YCSUSDC,Morpho Blue,Base,"$515,279",515279,4.75,4.75,5.45,,,4.75,,5.45,515096.9033082342,,107464095.09,0,"{""superOETHb"":1.5,""cbBTC"":1.29,""mBASIS"":0.79,""rETH"":0.91,""wstETH"":0.97,""cbDOGE"":35.04,""cbLTC"":11.76,""cbXRP"":14.27,""WETH"":0.01,""cbETH"":3.99,""cbADA"":29.44}"
92,USDC / SuperchargerV2,WOOFi Earn,Arbitrum,"$896,976",896976,4.74,4.74,4.72,,,4.74,,4.72,,,,,
93,USDC,Moonwell Lending,Base,$2.76m,2760000,4.67,3.47,1.2,4.49,,1.2,,4.49,15430000,12770000,2660000,,
94,USDC / Dolomite Balance,Dolomite,Arbitrum,$1.31m,1310000,4.65,4.65,5.65,,,4.65,,5.65,4250000,2950000,1310000,,
95,USDC / Morpho,Beefy,Base,$1.25m,1250000,4.61,4.96,,,,,,4.96,,,,,
96,USDC / Harvest USDC vault Base,Fusion by IPOR,Base,"$648,588",648588,4.57,4.57,4.85,,,4.57,,4.85,,,,,
97,USDC / Euler Earn USDC,Euler V2,Arbitrum,"$635,422",635422,4.45,4.45,3.65,,,4.45,,3.65,,,,,
98,PUSDC,Morpho Blue,Base,$26.36m,26360000,4.24,4.24,4.24,,,4.24,,4.24,26357931.857507367,,1023438491.04,2.51,"{""cbBTC"":100}"
99,STEAKUSDC,Morpho Blue,Base,$469.15m,469150000,4.24,4.24,4.24,,,4.24,,4.24,140271.74429009872,,64847053.44,0,"{""WBTC"":100,""WETH"":0}"
100,GTUSDCP,Morpho Blue,Base,$352.85m,352850000,4.24,4.24,4.24,,,4.24,,4.24,2534440.801568709,,62452884.38,0,"{""WBTC"":54.67,""wstETH"":41.64,""WETH"":3.69,""sUSDS"":0}"
101,STEAKUSDCFARCASTER,Morpho Blue,Base,"$505,540",505540,4.23,4.23,4.23,,,4.23,,4.23,,,,,
102,FRUSDC,Morpho Blue,Base,$23.76m,23760000,4.21,4.21,4.18,,,4.21,,4.18,23763457.02525274,,0,0,"{""cbBTC"":100}"
103,TERMUSDC,Morpho Blue,Base,"$978,685",978685,4.21,4.21,4.18,,,4.21,,4.18,978734.5184351322,,198982488.89,0.49,"{""cbBTC"":100}"
104,GTUSDCP,Morpho Blue,Arbitrum,$2.53m,2530000,4.17,4.17,3.55,,,4.17,,3.55,2534440.801568709,,62452884.38,0,"{""WBTC"":54.67,""wstETH"":41.64,""WETH"":3.69,""sUSDS"":0}"
105,USDC / Euler Earn USDC,Euler V2,Monad,"$505,595",505595,4.16,1.66,2.5,3.68,,2.5,,3.68,,,,,
106,BBQUSDC,Morpho Blue,Arbitrum,$12.98m,12980000,4.1,4.1,3.56,,,4.1,,3.56,3457308.7807969158,,506443242.66,0,"{""weETH"":43.67,""syrupUSDC"":4.24,""WETH"":0.03,""wsrUSD"":0,""PT-USDai-18JUN2026"":0.78,""XAUt0"":0.07,""wstETH"":46.95,""WBTC"":4.26,""siUSD"":0}"
107,HYPERUSDCA,Morpho Blue,Arbitrum,"$916,196",916196,4.1,4.1,4.43,,,4.1,,4.43,917615.4947876055,,199152781.6,0,"{""thBILL"":5.55,""PT-thBILL-18JUN2026"":8.15,""WBTC"":16.02,""WETH"":2.09,""PT-sUSDai-19FEB2026"":0,""sUSDai"":3.73,""PT-USDai-18JUN2026"":24.52,""PT-sUSDai-18JUN2026"":10.01,""Unknown"":11.92,""sUSDS"":4.9,""weETH"":13.12}"
108,USDC / 2026-06-04,Exactly,Op Mainnet,$1.59m,1590000,4.07,4.07,3.94,,,4.07,,3.94,1440000,74985,1360000,,
109,USDC,Aave V3,Arbitrum,$14.64m,14640000,4.05,4.05,3.7,,,4.05,,3.7,161550000,147010000,14540000,,
110,USDC / 2026-07-02,Exactly,Op Mainnet,$1.59m,1590000,4.03,4.03,3.8,,,4.03,,3.8,1420000,46156,1370000,,
111,USDC / 2027-01-14,Exactly,Op Mainnet,$1.59m,1590000,4,4,3.46,,,4,,3.46,1380000,2614,1380000,,
112,USDC / 2026-12-17,Exactly,Op Mainnet,$1.59m,1590000,3.91,3.91,3.7,,,3.91,,3.7,1380000,2972,1380000,,
113,USDC / 2026-09-24,Exactly,Op Mainnet,$1.59m,1590000,3.83,3.83,3.8,,,3.83,,3.8,1390000,13644,1380000,,
114,USDC / 2026-10-22,Exactly,Op Mainnet,$1.59m,1590000,3.79,3.79,3.93,,,3.79,,3.93,1400000,22944,1380000,,
115,USDC / 2026-11-19,Exactly,Op Mainnet,$1.59m,1590000,3.79,3.79,3.65,,,3.79,,3.65,1380000,5626,1380000,,
116,GTUSDCC,Morpho Blue,Base,$1.78m,1780000,3.79,3.79,4.16,,,3.79,,4.16,2037337.0802661164,,5961084.46,0,"{""UBTC"":46.44,""WHYPE"":26.78,""kHYPE"":26.78}"
117,SPARKUSDC,Morpho Blue,Base,$9.13m,9130000,3.79,3.79,4.15,,,3.79,,4.15,0,,,,
118,VBUSDT,Yearn Finance,Katana,$3.23m,3230000,3.79,3.79,2.59,,,3.79,,2.59,,,,,
119,USDC / 2026-08-27,Exactly,Op Mainnet,$1.59m,1590000,3.78,3.78,3.78,,,3.78,,3.78,1400000,19451,1380000,,
120,USDC / 2026-07-30,Exactly,Op Mainnet,$1.59m,1590000,3.75,3.75,3.36,,,3.75,,3.36,1410000,32105,1380000,,
121,GTUSDC,Morpho Blue,Katana,$3.98m,3980000,3.75,3.75,2.71,,,3.75,,2.71,,,,,
122,GTUSDCC,Morpho Blue,Arbitrum,$3.34m,3340000,3.65,3.65,3.44,,,3.65,,3.44,2037337.0802661164,,5961084.46,0,"{""UBTC"":46.44,""WHYPE"":26.78,""kHYPE"":26.78}"
123,SUSDS,Sky Lending,Arbitrum,$358.03m,358030000,3.65,3.72,,,,,,3.72,,,,,
124,USDY / US Dollar Yield,Ondo Yield Assets,Solana,$180.34m,180340000,3.55,3.55,3.55,3.55,,3.55,,3.55,,,,,
125,USDY / US Dollar Yield,Ondo Yield Assets,Arbitrum,$5.58m,5580000,3.55,3.55,3.55,3.55,,3.55,,3.55,,,,,
126,EARNAUSD / earnAUSD/AUSD,Curvance,Monad,$17.09m,17090000,3.53,0,3.53,1.33,,3.53,,1.33,,,,,
127,AAVEUSDC-AAVEGHO,Aura,Base,$4.18m,4179999.9999999995,3.51,2.96,0.56,6.27,,0.56,,6.27,,,,,
128,SUSDAI-USDC,Curve DEX,Arbitrum,$3.76m,3760000,3.49,3.49,4.24,,,3.49,,4.24,,,,,
129,GTUSDCC,Morpho Blue,Unichain,$1.1m,1100000,3.48,3.48,6.59,,,3.48,,6.59,2037337.0802661164,,5961084.46,0,"{""UBTC"":46.44,""WHYPE"":26.78,""kHYPE"":26.78}"
130,WABASGHO-WABASUSDC / Aura,Beefy,Base,$1.03m,1030000,3.48,5.42,,,,,,5.42,,,,,
131,USDC,Aave V3,Base,$23.64m,23640000,3.37,3.37,3.18,,,3.37,,3.18,175300000,151790000,23510000,,
132,WYLDS,Hastra,Solana,$2.06m,2060000,3.31,3.31,3.29,,,3.31,,3.29,,,,,
133,USDY,Toros,Base,"$888,902",888902,3.29,4.33,,,,,,4.33,,,,,
134,CUSDO,OpenEden USDO,Solana,$5.7m,5700000,3.24,3.24,3.24,3.24,,3.24,,3.24,,,,,
135,EARNAUSD,Neverland,Monad,$2.96m,2960000,3.22,0,3.22,3.68,,3.22,,3.68,2960000,0,2960000,,
136,USDC,Compound V3,Base,$1.06m,1060000,3.2,3.2,3.76,,,3.2,,3.76,9320000,8440000,881624,,
137,USDS,Kamino Lend,Solana,$2.15m,2150000,3.18,3.18,1.88,,,3.18,,1.88,12120000,9960000,2150000,,
138,USDT / Main Pool,Save,Solana,"$757,945",757945,2.97,2.97,3.32,,,2.97,,3.32,3830000,3070000,757946,,
139,USDT,Aave V3,Op Mainnet,"$687,461",687461,2.9,2.9,2.36,,,2.9,,2.36,4650000,3960000,687432,,
140,BBQUSDT0,Morpho Blue,Arbitrum,$19.52m,19520000,2.81,2.81,3.56,,,2.81,,3.56,71079.53522415298,,659765215.28,0,"{""sUSDe"":0.04,""weETH"":5.45,""WBTC"":5.4,""wstETH"":87.23,""WETH"":1.88}"
141,GTAUSD,Morpho Blue,Katana,"$775,621",775621,2.61,2.61,0.98,,,2.61,,0.98,,,,,
142,PYUSD,Kamino Lend,Solana,$11.7m,11700000,2.6,2.6,3.48,,,2.6,,3.48,83870000,72180000,11700000,,
143,USDC,Compound V3,Arbitrum,$5.23m,5230000,2.55,2.55,2.42,,,2.55,,2.42,17940000,12700000,5230000,,
144,USDC / Main Pool,Save,Solana,$7.56m,7560000,2.53,2.53,2.59,,,2.53,,2.59,28080000,20540000,7540000,,
145,USDG,Loopscale,Solana,$3.17m,3170000,2.5,2.5,2.64,,,2.5,,2.64,,,,,
146,USDT,Compound V3,Op Mainnet,$1.14m,1140000,2.49,2.49,2.12,,,2.49,,2.12,3720000,2580000,1140000,,
147,USDAI / For LP | Maturity 15OCT2026,Pendle,Arbitrum,"$880,524",880524,2.48,1.57,0.91,2.54,,0.91,,2.54,,,,,
148,USDC,Aave V3,Op Mainnet,$3.43m,3430000,2.36,2.36,1.83,,,2.36,,1.83,14800000,11640000,3160000,,
149,USDC,Gains Network,Base,$2.55m,2550000,2.36,2.36,2.02,,,2.36,,2.02,,,,,
150,USDT,Compound V3,Arbitrum,$6.98m,6980000,2.33,2.33,1.97,,,2.33,,1.97,19820000,12830000,6980000,,
151,USDC,Revert Lend,Base,$2.76m,2760970,7.03,7.03,0,7.8,,7.22,,,2760970,,,,
152,baseUSD,Tokemak,Base,$5.66m,5658660,9.6,7.71,1.8900000000000001,7.779999999999999,,6.660000000000001,,,5658660,,,,
