date,rank,pool,project,chain,tvl,tvl_raw,apy,base_apy,reward_apy,base_apy_7d,il_7d,avg_30d,inception_apy,top_10_pct,total_pool,total_borrowed,avail_liquidity,supply_cap_util,collateral_exposure
2026-05-07,78,USDC,Moonwell Lending,Base,$1.98m,1980000,5.18,3.88,1.3,4.63,,1.3,,4.63,,,,,
2026-05-07,79,USDC,HyperLend Pooled,Hyperliquid L1,$13.09m,13090000,5.05,5.05,4.95,,,5.05,,4.95,,,,,
2026-05-07,80,MWUSDC,Morpho Blue,Base,$22.6k,22600.03318717296,4.99,3.99,1,4.57,,1,,4.57,22600.03318717296,,,,"{""Unknown"":100}"
2026-05-07,81,USDC-USDT|0.01%,Uniswap V3,Arbitrum,$2.55m,2550000,4.96,4.96,2.18,3.81,,2.18,,3.81,,,,,
2026-05-07,82,USDY,Toros,Base,"$889,464",889464,4.93,4.4,,,,,,4.4,,,,,
2026-05-07,83,VBUSDT,Yearn Finance,Katana,$4.37m,4370000,4.9,2.67,2.22,2.7,,2.22,,2.7,,,,,
2026-05-07,84,USDC|SuperchargerV2,WOOFi Earn,Base,"$538,314",538314,4.87,4.87,4.86,,,4.87,,4.86,,,,,
2026-05-07,85,GTUSDCC,Morpho Blue,Hyperliquid L1,$1.65m,1651688.541527687,4.87,4.87,6.32,,,4.87,,6.32,1651688.541527687,,,0,"{""kHYPE"":22.73,""UBTC"":50.75,""WHYPE"":26.51}"
2026-05-07,86,GHO,Fluid Lending,Base,"$848,852",848852,4.86,4.86,3.93,,,4.86,,3.93,,,,,
2026-05-07,87,GTUSDC,Morpho Blue,Katana,,,4.83,3.35,1.48,3.25,,1.48,,3.25,,,,,
2026-05-07,88,USDC-ALUSD|stable - 0.05%,Velodrome V2,Op Mainnet,$1.62m,1620000,4.78,4.78,5.27,,,4.78,,5.27,,,,,
2026-05-07,89,GTUSDCP,Morpho Blue,Op Mainnet,$1.91m,1910244.7751536344,4.73,3.17,1.56,4.71,,1.56,,4.71,1910244.7751536344,,,0,"{""WETH"":1.5,""WBTC"":64.47,""wstETH"":34.03,""sUSDS"":0}"
2026-05-07,90,BBQUSDC,Morpho Blue,Monad,$2.87m,2872805.4143354287,4.71,1.59,3.13,4.49,,3.13,,4.49,2872805.4143354287,,,0,"{""PT-USDai-18JUN2026"":36.28,""weETH"":55.67,""syrupUSDC"":4.29,""XAUt0"":0.05,""WBTC"":3.71,""wsrUSD"":0,""siUSD"":0}"
2026-05-07,91,USDC|SuperchargerV2,WOOFi Earn,Arbitrum,"$773,325",773325,4.71,4.71,4.71,,,4.71,,4.71,,,,,
2026-05-07,92,USDC|Morpho,Beefy,Base,$1.39m,1390000,4.66,5,,,,,,5,,,,,
2026-05-07,93,USDC,Kamino Lend,Solana,$7.86m,7860000,4.59,4.59,4.09,,,4.59,,4.09,,,,,
2026-05-07,94,FEUSDT0,Morpho Blue,Hyperliquid L1,$12.11m,12108278.56637341,4.55,4.55,7.59,,,4.55,,7.59,12108278.56637341,,,11.28,"{""PT-kHYPE-19MAR2026"":5.65,""beHYPE"":0.42,""UBTC"":6.88,""WHYPE"":28.98,""kHYPE"":57.54,""wstHYPE"":0.52}"
2026-05-07,95,YCSUSDC,Morpho Blue,Base,$519.2k,519182.75354101876,4.49,4.49,5.39,,,4.49,,5.39,519182.75354101876,,,0,"{""cbLTC"":11.67,""cbXRP"":14.17,""superOETHb"":1.49,""cbETH"":3.95,""cbADA"":29.23,""wstETH"":0.97,""cbDOGE"":34.78,""cbBTC"":2.81,""rETH"":0.91}"
2026-05-07,96,USDC|Dolomite Balance,Dolomite,Arbitrum,$1.39m,1390000,4.44,4.44,5.9,,,4.44,,5.9,,,,,
2026-05-07,97,USDC,Compound V3,Base,"$924,172",924172,4.38,4.38,4.03,,,4.38,,4.03,,,,,
2026-05-07,98,WABASGHO-WABASUSDC|Aura,Beefy,Base,"$980,694",980694,4.32,6.18,,,,,,6.18,,,,,
2026-05-07,99,AAVEUSDC-AAVEGHO,Aura,Base,$3.04m,3040000,4.32,4.32,0,6.91,,0,,6.91,,,,,
2026-05-07,100,HYPERUSDCA,Morpho Blue,Arbitrum,$860.2k,860199.0955100976,4.3,4.3,4.27,,,4.3,,4.27,860199.0955100976,,,0,"{""PT-USDai-18JUN2026"":20.92,""WBTC"":19.31,""WETH"":3.14,""thBILL"":12.55,""weETH"":11.51,""sUSDai"":0.7,""PT-thBILL-18JUN2026"":8.27,""sUSDS"":12.9,""PT-sUSDai-18JUN2026"":10.7}"
2026-05-07,101,GTUSDCF,Morpho Blue,Base,$1.43m,1432893.5638051943,4.2,4.2,5.17,,,4.2,,5.17,1432893.5638051943,,,0,"{""cbETH"":6.98,""cbDOGE"":0,""cbXRP"":0.02,""cbADA"":0,""cbBTC"":92.99}"
2026-05-07,102,USDC|2027-01-14,Exactly,Op Mainnet,$1.59m,1590000,4.12,4.12,3.56,,,4.12,,3.56,,,,,
2026-05-07,103,USDC|2026-06-04,Exactly,Op Mainnet,$1.59m,1590000,4.07,4.07,4,,,4.07,,4,,,,,
2026-05-07,104,USDC|2026-07-02,Exactly,Op Mainnet,$1.59m,1590000,4.06,4.06,3.86,,,4.06,,3.86,,,,,
2026-05-07,105,STEAKUSDC,Morpho Blue,Base,$171.1k,171055.61395746912,4.01,4.01,4.27,,,4.01,,4.27,171055.61395746912,,,0,"{""wstETH"":17.35,""WBTC"":81.56,""WETH"":1.08}"
2026-05-07,106,GTUSDCP,Morpho Blue,Base,$1.91m,1910244.7751536344,4.01,4.01,4.27,,,4.01,,4.27,1910244.7751536344,,,0,"{""WETH"":1.5,""WBTC"":64.47,""wstETH"":34.03,""sUSDS"":0}"
2026-05-07,107,FRUSDC,Morpho Blue,Base,$23.78m,23775069.89142397,4.01,4.01,4.15,,,4.01,,4.15,23775069.89142397,,0,0,"{""cbBTC"":100}"
2026-05-07,108,TERMUSDC,Morpho Blue,Base,$979.2k,979212.8121850274,4.01,4.01,4.15,,,4.01,,4.15,979212.8121850274,,,0.49,"{""cbBTC"":100}"
2026-05-07,109,PUSDC,Morpho Blue,Base,$25.65m,25652840.01272292,4.01,4.01,4.28,,,4.01,,4.28,25652840.01272292,,,2.44,"{""cbBTC"":100}"
2026-05-07,110,USDC|2026-12-17,Exactly,Op Mainnet,$1.59m,1590000,4.01,4.01,3.78,,,4.01,,3.78,,,,,
2026-05-07,111,SUSDAI-USDC,Curve DEX,Arbitrum,$3.41m,3410000,3.98,3.98,4.24,,,3.98,,4.24,,,,,
2026-05-07,112,BBQUSDC,Morpho Blue,Arbitrum,$2.87m,2872805.4143354287,3.92,3.92,3.84,,,3.92,,3.84,2872805.4143354287,,,0,"{""PT-USDai-18JUN2026"":36.28,""weETH"":55.67,""syrupUSDC"":4.29,""XAUt0"":0.05,""WBTC"":3.71,""wsrUSD"":0,""siUSD"":0}"
2026-05-07,113,USDC|2026-09-24,Exactly,Op Mainnet,$1.59m,1590000,3.91,3.91,3.77,,,3.91,,3.77,,,,,
2026-05-07,114,USDC|2026-11-19,Exactly,Op Mainnet,$1.59m,1590000,3.9,3.9,3.66,,,3.9,,3.66,,,,,
2026-05-07,115,USDC|2026-10-22,Exactly,Op Mainnet,$1.59m,1590000,3.9,3.9,3.86,,,3.9,,3.86,,,,,
2026-05-07,116,USDC|2026-08-27,Exactly,Op Mainnet,$1.59m,1590000,3.87,3.87,3.72,,,3.87,,3.72,,,,,
2026-05-07,117,USDC|2026-07-30,Exactly,Op Mainnet,$1.59m,1590000,3.87,3.87,3.33,,,3.87,,3.33,,,,,
2026-05-07,118,USDC|TermMax USDC Vault,TermMax,Base,$1.24m,1240000,3.81,3.81,2.31,,,3.81,,2.31,,,,,
2026-05-07,119,HFUSDC,Morpho Blue,Base,$881.8k,881802.1741726946,3.75,3.75,0.4,,,3.75,,0.4,881802.1741726946,,,7.35,"{""Unknown"":6.13,""cbBTC"":56.23,""WETH"":37.64}"
2026-05-07,120,CSUSDC,Morpho Blue,Base,$1,1.0057017120565659,3.69,3.69,5.41,,,3.69,,5.41,1.0057017120565659,,,0,"{""wstETH"":64.88,""weETH"":35.12}"
2026-05-07,121,USDG,Loopscale,Solana,$1.3m,1300000,3.67,3.67,2.67,,,3.67,,2.67,,,,,
2026-05-07,122,GTUSDT,Morpho Blue,Katana,$0,9.99983603016316e-7,3.66,1.9,1.76,1.89,,1.76,,1.89,9.99983603016316e-7,,,0,"{""WHYPE"":100}"
2026-05-07,123,SUSDS,Sky Lending,Arbitrum,$358.2m,358200000,3.65,3.65,3.7,,,3.65,,3.7,,,,,
2026-05-07,124,USDS,Kamino Lend,Solana,$1.36m,1360000,3.61,3.61,2.25,,,3.61,,2.25,,,,,
2026-05-07,125,GTUSDCC,Morpho Blue,Base,$1.65m,1651688.541527687,3.6,3.6,4.13,,,3.6,,4.13,1651688.541527687,,,0,"{""kHYPE"":22.73,""UBTC"":50.75,""WHYPE"":26.51}"
2026-05-07,126,SPARKUSDC,Morpho Blue,Base,$0,0,3.57,3.57,4.13,,,3.57,,4.13,0,,,,
2026-05-07,127,USDY|US Dollar Yield,Ondo Yield Assets,Solana,$180.43m,180430000,3.55,3.55,3.55,3.55,,3.55,,3.55,,,,,
2026-05-07,128,USDY|US Dollar Yield,Ondo Yield Assets,Arbitrum,$5.59m,5590000,3.55,3.55,3.55,3.55,,3.55,,3.55,,,,,
2026-05-07,129,USDC,Aave V3,Base,$22.43m,22430000,3.42,3.42,3.3,,,3.42,,3.3,,,,,
2026-05-07,130,GTUSDCP,Morpho Blue,Arbitrum,$1.91m,1910244.7751536344,3.39,3.39,3.59,,,3.39,,3.59,1910244.7751536344,,,0,"{""WETH"":1.5,""WBTC"":64.47,""wstETH"":34.03,""sUSDS"":0}"
2026-05-07,131,USDC-USDT-PYUSD,Carrot Liquidity,Solana,$1.4m,1400000,3.33,3.33,1.61,,,3.33,,1.61,,,,,
2026-05-07,132,WYLDS,Hastra,Solana,$1.98m,1980000,3.27,3.27,3.29,,,3.27,,3.29,,,,,
2026-05-07,133,CUSDO,OpenEden USDO,Solana,$5.7m,5700000,3.24,3.24,3.24,3.24,,3.24,,3.24,,,,,
2026-05-07,134,USDC-MUSD|CL10 - 0.05%,Aerodrome Slipstream,Base,"$534,285",534285,3.23,3.23,12.99,,,3.23,,12.99,,,,,
2026-05-07,135,GTUSDCC,Morpho Blue,Unichain,$1.65m,1651688.541527687,3.21,3.21,6.32,,,3.21,,6.32,1651688.541527687,,,0,"{""kHYPE"":22.73,""UBTC"":50.75,""WHYPE"":26.51}"
2026-05-07,136,USDC,Aave V3,Arbitrum,$17.47m,17470000,3.2,3.2,4.03,,,3.2,,4.03,,,,,
2026-05-07,137,USDC|Euler Earn USDC,Euler V2,Arbitrum,"$592,253",592253,3.04,3.04,3.57,,,3.04,,3.57,,,,,
2026-05-07,138,USDT|Main Pool,Save,Solana,"$734,521",734521,2.99,2.99,3.13,,,2.99,,3.13,,,,,
2026-05-07,139,USDY,Toros,Op Mainnet,"$756,446",756446,2.88,2.57,,,,,,2.57,,,,,
2026-05-07,140,EARNAUSD|earnAUSD/AUSD,Curvance,Monad,$15.72m,15720000,2.87,0,2.87,1.87,,2.87,,1.87,,,,,
2026-05-07,141,BBQUSDT0,Morpho Blue,Arbitrum,$72.9k,72905.32811757186,2.87,2.87,3.48,,,2.87,,3.48,72905.32811757186,,,0,"{""weETH"":40.82,""syrupUSDC"":50.32,""sUSDS"":0.09,""sUSDe"":0.08,""wstETH"":4.74,""WETH"":3.95}"
2026-05-07,142,GTUSDCC,Morpho Blue,Arbitrum,$1.65m,1651688.541527687,2.85,2.85,3.4,,,2.85,,3.4,1651688.541527687,,,0,"{""kHYPE"":22.73,""UBTC"":50.75,""WHYPE"":26.51}"
2026-05-07,143,STEAKUSDC,Morpho Blue,Katana,$171.1k,171055.61395746912,2.77,1.29,1.48,2.08,,1.48,,2.08,171055.61395746912,,,0,"{""wstETH"":17.35,""WBTC"":81.56,""WETH"":1.08}"
2026-05-07,144,USDC|Harvest USDC vault Base,Fusion by IPOR,Base,"$663,479",663479,2.75,2.75,4.89,,,2.75,,4.89,,,,,
2026-05-07,145,USDT,Aave V3,Op Mainnet,"$840,230",840230,2.71,2.71,2.52,,,2.71,,2.52,,,,,
2026-05-07,146,EARNAUSD,Neverland,Monad,$3.58m,3580000,2.65,0,2.65,3.5,,2.65,,3.5,,,,,
2026-05-07,147,PYUSD,Kamino Lend,Solana,$11.12m,11120000,2.63,2.63,3.69,,,2.63,,3.69,,,,,
2026-05-07,148,USDT,Compound V3,Op Mainnet,$1.1m,1100000,2.53,2.53,2.17,,,2.53,,2.17,,,,,
2026-05-07,149,GTAUSD,Morpho Blue,Katana,,,2.52,2.52,1.35,,,2.52,,1.35,,,,,
2026-05-07,150,USDC,Yearn Finance,Base,$1.04m,1040000,2.5,2.5,2.41,,,2.5,,2.41,,,,,
2026-05-07,151,USDC,Revert Lend,Base,$2.56m,2559116,6.419999999999999,6.419999999999999,0,7.13,,7.22,,,2559116,,,,
2026-05-07,152,baseUSD,Tokemak,Base,$6.12m,6117765,5.42,3.5999999999999996,1.82,7.46,,6.97,,,6117765,,,,
2026-05-08,1,ALPHAUSDTPRIME,Morpho Blue,Hyperliquid L1,,,19.19,12,7.19,20.73,,7.19,,20.73,,,,,
2026-05-08,2,MIM-USDC / Mim,Beefy,Arbitrum,$1.23m,1230000,16.24,13.67,,,,,,13.67,,,,,
2026-05-08,3,AUSD-USDC-USDT0,Curve DEX,Monad,$3.45m,3450000,16.04,0,16.04,8.11,,16.04,,8.11,,,,,
2026-05-08,4,USDCAD-USDC,GMTrade,Solana,$1.33m,1330000,15.77,15.77,15.77,,,15.77,,15.77,,,,,
2026-05-08,5,APXUSD / For buying PT-apxUSD-18JUN2026,Pendle,Base,$3.61m,3610000,15.6,15.6,14.24,,,15.6,,14.24,,,,,
2026-05-08,6,USDC-USDM,Mento V3,Monad,"$534,476",534476,14.98,0.78,14.19,14.87,,14.19,,14.87,,,,,
2026-05-08,7,USDC-USDT / CL1 - 0.0009%,Aerodrome Slipstream,Base,"$970,178",970178,14.74,12.23,2.51,13.92,12.11,13.92,,12.11,,,,,
2026-05-08,8,WNUSDT0-WNAUSD-WNUSDC / Balancer,Beefy,Monad,$3.59m,3590000,14.47,13.78,,,,,,13.78,,,,,
2026-05-08,9,USDC-MSUSD / stable - 0.05%,Velodrome V2,Op Mainnet,"$944,661",944661,14.22,14.22,14.33,,,14.22,,14.33,,,,,
2026-05-08,10,AUSD,Metrom,Katana,$1.68m,1680000,13.78,9.33,4.45,13.69,,4.45,,13.69,,,,,
2026-05-08,11,SUSDU,Unitas,Solana,$32.62m,32619999.999999996,13.58,13.58,10.59,,,13.58,,10.59,,,,,
2026-05-08,12,MSUSD-FRXUSD,Aerodrome V1,Base,$1.07m,1070000,12.92,12.92,16.22,,,12.92,,16.22,,,,,
2026-05-08,13,WYLDS-USDC,Kamino Liquidity,Solana,$3.67m,3670000,12.89,12.89,1.81,0.28,,1.81,,0.28,,,,,
2026-05-08,14,USDC,Metrom,Katana,$14.78m,14780000,12.21,2.36,9.84,12,,9.84,,12,,,,,
2026-05-08,15,AAVEUSDC-AAVEGHO,Aura,Base,$1.02m,1020000,11.65,11.64,0,7.2,,0,,7.2,,,,,
2026-05-08,16,WABASGHO-WABASUSDC / Aura,Beefy,Base,"$973,237",973237,11.65,6.59,,,,,,6.59,,,,,
2026-05-08,17,USDC / yoUSD,YO Protocol,Base,$16.6m,16600000.000000002,11.59,3.79,7.8,15.01,,7.8,,15.01,,,,,
2026-05-08,18,USDC / yoUSD,YO Protocol,Arbitrum,"$610,641",610641,11.59,3.79,7.8,15,,7.8,,15,,,,,
2026-05-08,19,BBQUSD1,Morpho Blue,Monad,$689,689.0930348634854,11.45,5.64,5.81,115,,5.81,,115,689.0930348634854,,,0,"{""wsrUSD"":100}"
2026-05-08,20,MIM-USDT0 / Mim,Beefy,Arbitrum,$1.09m,1090000,11.42,10.7,,,,,,10.7,,,,,
2026-05-08,21,USDC,Sprinter,Base,$2.96m,2960000,11.35,11.35,,,,,,11.35,,,,,
2026-05-08,22,AUGUSTUSDC,Morpho Blue,Monad,$0,0.000001999599665902946,11.29,7.78,3.5,8.65,,3.5,,8.65,0.000001999599665902946,,,0,"{""earnAUSD"":100}"
2026-05-08,23,USDC,Accountable,Monad,"$618,713",618713,11,8,3,11.7,,3,,11.7,,,,,
2026-05-08,24,USDC / 40 Acres,Harvest Finance,Base,$1.97m,1970000,10.79,10.79,6.66,,,10.79,,6.66,,,,,
2026-05-08,25,ALUSD-USDC / Curve,Stake DAO,Arbitrum,"$728,958",728958,10.61,0.49,10.12,9.46,,10.12,,9.46,,,,,
2026-05-08,26,SUPERUSDC / SuperVault,Superform,Base,$2.21m,2210000,10.49,4.33,6.16,11.91,,6.16,,11.91,,,,,
2026-05-08,27,ALUSD-USDC,Curve DEX,Arbitrum,"$743,060",743060,10.22,0.19,10.03,9.57,,10.03,,9.57,,,,,
2026-05-08,28,USDT,Metrom,Katana,$4.65m,4650000,10.2,2.69,7.51,10.24,,7.51,,10.24,,,,,
2026-05-08,29,AUGUSTUSDCV2,Morpho Blue,Monad,,,10.04,6.82,3.22,8.61,,3.22,,8.61,,,,,
2026-05-08,30,APXUSD / For LP | Maturity 18JUN2026,Pendle,Base,$3.61m,3610000,9.69,8.85,0.84,8.66,,0.84,,8.66,,,,,
2026-05-08,31,USDC / vault,Avantis,Base,$47.25m,47250000,9.61,9.61,10.14,,,9.61,,10.14,,,,,
2026-05-08,32,GHO,Fluid Lending,Base,"$848,506",848506,9.54,9.54,4.04,,,9.54,,4.04,,,,,
2026-05-08,33,AUSD,Yearn Finance,Katana,$1.62m,1620000,9.33,9.33,0.0001,7.02,,0.0001,,7.02,,,,,
2026-05-08,34,SUSDAI / For buying PT-sUSDai-15OCT2026,Pendle,Arbitrum,$11.66m,11660000,9.21,9.21,8.6,,,9.21,,8.6,,,,,
2026-05-08,35,SUSDAI / For buying PT-sUSDai-18JUN2026,Pendle,Arbitrum,$6.37m,6370000,9.2,9.2,8.41,,,9.2,,8.41,,,,,
2026-05-08,36,MSUSD-USDC,Extra Finance Leverage Farming,Base,$1.12m,1120000,9.11,9.11,11.2,,,9.11,,11.2,,,,,
2026-05-08,37,USDT,ZEROBASE CeDeFi,Arbitrum,$7.93m,7930000,9,7,2,9,,2,,9,,,,,
2026-05-08,38,USDC,ZEROBASE CeDeFi,Arbitrum,"$783,628",783628,9,7,2,9,,2,,9,,,,,
2026-05-08,39,MSUSD-USDC,Aerodrome V1,Base,$7.67m,7670000,8.98,8.98,10.55,,,8.98,,10.55,,,,,
2026-05-08,40,USDC,Neverland,Monad,$14.7m,14700000,8.93,3.77,5.16,8.25,,5.16,,8.25,59530000,44740000,14790000,,
2026-05-08,41,AUSD / earnAUSD/AUSD,Curvance,Monad,$1.82m,1820000,8.9,6.4,2.5,8.14,,2.5,,8.14,11280000,9790000,1480000,,
2026-05-08,42,USDC,YieldSeeker,Base,$1.24m,1240000,8.85,8.85,9.17,,,8.85,,9.17,,,,,
2026-05-08,43,SUSDAI / For LP | Maturity 18JUN2026,Pendle,Arbitrum,$6.37m,6370000,8.72,7.9,0.82,7.78,,0.82,,7.78,,,,,
2026-05-08,44,USDC / baseUSD,AUTOfinance,Base,$6.24m,6240000,8.71,5.15,3.57,8.46,,3.57,,8.46,,,,,
2026-05-08,45,AUSD,Neverland,Monad,$10.54m,10540000,8.7,3.99,4.71,9.57,,4.71,,9.57,48940000,38340000,10600000,,
2026-05-08,46,SUSDAI / For LP | Maturity 15OCT2026,Pendle,Arbitrum,$11.66m,11660000,8.54,7.85,0.69,7.82,,0.69,,7.82,,,,,
2026-05-08,47,AUSD / vUSD/AUSD,Curvance,Monad,"$606,719",606719,8.47,6.11,2.36,6.47,,2.36,,6.47,6240000,5640000,596712,,
2026-05-08,48,USDC,Loopscale,Solana,"$881,109",881109,8.4,7.33,1.07,8.38,,1.07,,8.38,,,,,
2026-05-08,49,MSUSD-USDC / Aerodrome,Beefy,Base,"$691,403",691403,8.24,10.04,,,,,,10.04,,,,,
2026-05-08,50,ZVUSDC,Zircuit Finance,Base,$1.5m,1500000,8.14,8.14,8.58,,,8.14,,8.58,,,,,
2026-05-08,51,GTUSDCP,Morpho Blue,Op Mainnet,$2.05m,2047419.7208588137,7.91,6.25,1.66,4.79,,1.66,,4.79,2047419.7208588137,,,0,"{""sUSDS"":0.22,""WBTC"":94.18,""WETH"":3.91,""wstETH"":1.68}"
2026-05-08,52,AAVEGHO-USDT-USDC,Aura,Arbitrum,$1.71m,1710000,7.84,7.65,0.18,7.4,,0.18,,7.4,,,,,
2026-05-08,53,USDC,DeltaPrime,Arbitrum,"$664,917",664917,7.82,7.82,6.47,,,7.82,,6.47,,,,,
2026-05-08,54,WAARBUSDCN-WAARBUSDT-WAARBGHO / Aura,Beefy,Arbitrum,$1.5m,1500000,7.82,5.15,,,,,,5.15,,,,,
2026-05-08,55,USDT0,Neverland,Monad,$4.63m,4630000,7.73,3.87,3.86,9.11,,3.86,,9.11,19780000,15250000,4530000,,
2026-05-08,56,EARNAUSD,Upshift,Monad,$35.92m,35920000,7.6,6.05,1.55,7.69,,1.55,,7.69,,,,,
2026-05-08,57,SUSDAI / 30d unlock,USD AI,Arbitrum,$258.8m,258800000,7.49,7.49,7.15,,,7.49,,7.15,,,,,
2026-05-08,58,USDC,Fluid Lending,Arbitrum,$41.77m,41770000,7.43,6.63,0.8,6.22,,0.8,,6.22,,,,,
2026-05-08,59,USDC / arbUSD,AUTOfinance,Arbitrum,$3.35m,3350000,7.28,5.84,1.44,11.35,,1.44,,11.35,,,,,
2026-05-08,60,SYZUSD,Yuzu Money,Monad,$12.93m,12930000,7.12,7.12,7.54,,,7.12,,7.54,,,,,
2026-05-08,61,USDC / monUSD,AUTOfinance,Monad,"$542,890",542890,7.09,2.6,4.49,14.13,,4.49,,14.13,,,,,
2026-05-08,62,HYPERUSDCA,Morpho Blue,Monad,$866.2k,866227.0337526001,7.05,3.83,3.22,7.06,,3.22,,7.06,866227.0337526001,,,0,"{""WETH"":1.04,""sUSDS"":0.69,""thBILL"":5.99,""WBTC"":45.02,""sUSDai"":0.69,""PT-thBILL-18JUN2026"":10.66,""PT-USDai-18JUN2026"":18.35,""PT-sUSDai-18JUN2026"":10.63,""weETH"":6.93}"
2026-05-08,63,AUSD / syzUSD/AUSD,Curvance,Monad,"$865,085",865085,6.97,4.47,2.5,6.93,,2.5,,6.93,3790000,2920000,865072,,
2026-05-08,64,FEUSDE,Morpho Blue,Hyperliquid L1,$828.1k,828106.0684401636,6.96,6.96,8.7,,,6.96,,8.7,828106.0684401636,,,4.87,"{""UBTC"":40.87,""WHYPE"":59.13}"
2026-05-08,65,FEUSDH,Morpho Blue,Hyperliquid L1,$4.21m,4205917.34013164,6.9,6.9,7.72,,,6.9,,7.72,4205917.34013164,,,10.51,"{""WHYPE"":81.42,""UBTC"":9.11,""kHYPE"":9.47}"
2026-05-08,66,EDGEUSDC,Morpho Blue,Base,$101.8k,101785.65171981473,6.85,3.92,2.94,6.52,,2.94,,6.52,101785.65171981473,,,0.34,"{""sUSDS"":0.86,""WBTC"":60.78,""wstETH"":38.36}"
2026-05-08,67,USDAI / For buying PT-USDai-15OCT2026,Pendle,Arbitrum,"$883,109",883109,6.82,6.82,7.1,,,6.82,,7.1,,,,,
2026-05-08,68,USDC,Gains Network,Arbitrum,$5.17m,5170000,6.71,6.71,6.21,,,6.71,,6.21,,,,,
2026-05-08,69,BBQUSDT0,Morpho Blue,Monad,$73.0k,73044.8222505071,6.64,2.48,4.16,6.54,,4.16,,6.54,73044.8222505071,,,0,"{""XAUt0"":1.37,""weETH"":35.39,""Unknown"":0,""wstETH"":63.23}"
2026-05-08,70,FEUSDH2,Morpho Blue,Hyperliquid L1,$10.52m,10515187.886667313,6.57,6.57,7.27,,,6.57,,7.27,10515187.886667313,,,26.29,"{""kHYPE"":26.68,""WHYPE"":58.81,""wstHYPE"":14.51}"
2026-05-08,71,USDAI / For buying PT-USDai-18JUN2026,Pendle,Arbitrum,$36.74m,36740000,6.44,6.44,6.02,,,6.44,,6.02,,,,,
2026-05-08,72,DTUSDC,Lagoon,Base,"$685,875",685875,6.43,6.43,5.76,,,6.43,,5.76,,,,,
2026-05-08,73,FEUSDC2,Morpho Blue,Hyperliquid L1,$21.54m,21537506.880523857,6.33,6.33,7.28,,,6.33,,7.28,21537506.880523857,,,43.08,"{""kHYPE"":15.61,""WHYPE"":83.28,""wstHYPE"":1.1}"
2026-05-08,74,BBQAUSD,Morpho Blue,Monad,$1.01m,1009304.802609793,6.27,1.49,4.78,8.28,,4.78,,8.28,1009304.802609793,,,0,"{""wstETH"":0,""wsrUSD"":99.44,""XAUt0"":0.56}"
2026-05-08,75,GHO,Fluid Lending,Arbitrum,$2.59m,2590000,6.1,6.1,5.95,,,6.1,,5.95,,,,,
2026-05-08,76,USDC,MortgageFi,Base,"$779,234",779234,6.08,7.95,,,,,,7.95,,,,,
2026-05-08,77,FEUSDT02,Morpho Blue,Hyperliquid L1,$2.91m,2911709.673730701,6.07,6.07,7.68,,,6.07,,7.68,2911709.673730701,,,5.11,"{""thBILL"":54.7,""kHYPE"":21.03,""hwHLP"":3.08,""WHLP"":0.43,""UETH"":8.66,""WHYPE"":3.61,""UBTC"":7.07,""hbUSDT"":1.39,""PT-hbUSDT-18DEC2025"":0.02}"
2026-05-08,78,USDC,Extra Finance Leverage Farming,Base,$3.84m,3840000,5.99,5.99,5.7,,,5.99,,5.7,,,,,
2026-05-08,79,USDC,Fluid Lending,Base,$16.1m,16100000.000000002,5.79,4.36,1.43,6.44,,1.43,,6.44,,,,,
2026-05-08,80,FEUSDC,Morpho Blue,Hyperliquid L1,$18.21m,18213261.974882055,5.76,5.76,6.42,,,5.76,,6.42,18213261.974882055,,,19.38,"{""kHYPE"":99.93,""WHYPE"":0.03,""PT-kHYPE-19MAR2026"":0.05}"
2026-05-08,81,USDC,Harmonix Finance,Arbitrum,"$779,863",779863,5.7,5.7,5.51,,,5.7,,5.51,,,,,
2026-05-08,82,USDG,Kamino Lend,Solana,$1.6m,1600000,5.64,5.64,6.12,,,5.64,,6.12,30660000,29060000,1600000,,
2026-05-08,83,USDY,Toros,Base,"$889,641",889641,5.59,4.45,,,,,,4.45,,,,,
2026-05-08,84,VBUSDC,Yearn Finance,Katana,$7.49m,7490000,5.58,4.32,1.27,2.92,,1.27,,2.92,,,,,
2026-05-08,85,GTUSDC,Morpho Blue,Katana,,,5.35,3.81,1.54,3.43,,1.54,,3.43,,,,,
2026-05-08,86,USDC / Autopilot,Harvest Finance,Base,"$662,549",662549,5.31,5.31,5.31,,,5.31,,5.31,,,,,
2026-05-08,87,USDT,ZEROBASE CeDeFi,Op Mainnet,$8.11m,8109999.999999999,5.3,3.3,2,5.3,,2,,5.3,,,,,
2026-05-08,88,SUSDAI-USDC,Curve DEX,Arbitrum,$3.4m,3400000,5.23,5.23,4.24,,,5.23,,4.24,,,,,
2026-05-08,89,FEUSDT0,Morpho Blue,Hyperliquid L1,$10.91m,10907324.68369101,5.22,5.22,7.67,,,5.22,,7.67,10907324.68369101,,,10.17,"{""wstHYPE"":0.58,""kHYPE"":53.88,""WHYPE"":30.69,""UBTC"":8.25,""PT-kHYPE-19MAR2026"":6.27,""beHYPE"":0.33}"
2026-05-08,90,USDC,HyperLend Pooled,Hyperliquid L1,$12.41m,12410000,5.19,5.19,5,,,5.19,,5,75220000,61320000,13900000,,
2026-05-08,91,USDC,Moonwell Lending,Base,$2.07m,2069999.9999999998,5.1,3.83,1.27,4.68,,1.27,,4.68,15120000,13060000,2060000,,
