date,rank,pool,project,chain,tvl,tvl_raw,apy,base_apy,reward_apy,base_apy_7d,il_7d,avg_30d,inception_apy,top_10_pct,total_pool,total_borrowed,avail_liquidity,supply_cap_util,collateral_exposure
2026-05-24,19,USDC,yieldseeker,Base,$1.29m,1290458,9.12277,9.12277,,,,9.02517,,,1290458,,,,
2026-05-24,20,USDT,zerobase cedefi,Arbitrum,$7.92m,7919159,9,7,2,,,9,,,7919159,,,,
2026-05-24,21,USDC,zerobase cedefi,Arbitrum,$783.8k,783825,9,7,2,,,9,,,783825,,,,
2026-05-24,22,USDC,harvest finance,Base,$1.90m,1897291,8.78,8.78,,,,9.09375,,,1897291,,,,
2026-05-24,23,ZVUSDC,zircuit finance,Base,$1.50m,1504859,8.44934,8.44934,,,,8.59101,,,1504859,,,,
2026-05-24,24,HYPERUSDCA,morpho blue,Arbitrum,$712.4k,712416,8.38334,8.38334,0,,,4.68715,,,712416,,,,
2026-05-24,25,USDC,deltaprime,Arbitrum,$655.1k,655141,8.21776,8.21776,,,,7.72464,,,655141,,,,
2026-05-24,26,USDC,autofinance,Arbitrum,$726.5k,726511,8.20996,4.964,3.24596,,,8.39107,,,726511,,,,
2026-05-24,27,USDC,autofinance,Base,$7.55m,7553234,8.13095,5.0735,3.05745,,,8.69448,,,7553234,,,,
2026-05-24,28,GTUSDCC,morpho blue,Arbitrum,$3.05m,3054539,8.1123,8.1123,0,,,3.99624,,,3054539,,,,
2026-05-24,29,SUSDAI,pendle,Arbitrum,$11.77m,11774208,8.10281,7.20178,0.90102,,,8.18962,,,11774208,,,,
2026-05-24,30,SUSDAI,pendle,Arbitrum,$8.99m,8994791,7.72776,7.25968,0.46808,,,8.21804,,,8994791,,,,
2026-05-24,31,MSUSD-USDC,extra finance leverage farming,Base,$983.0k,982952,7.59107,7.59107,,,,8.64363,,,982952,,,,
2026-05-24,32,BBQUSDC,morpho blue,Base,$4.11m,4107569.958799584,5.3496,5.3496,0,,,5.43076,,,4107569.958799584,,,0,"{""SOL"":10.85,""AERO"":0.15,""weETH"":0,""PT-USDai-18JUN2026-(ARB)"":27.54,""cbETH"":0.03,""cbLTC"":9.99,""cbADA"":2.61,""WETH"":0.15,""wsrUSD"":0,""cbBTC"":4,""cbXRP"":41.02,""LBTC"":0,""cUSDO"":0,""deSPXA"":0.06,""wstETH"":0.11,""cbDOGE"":3.51}"
2026-05-24,33,MSUSD-USDC,aerodrome v1,Base,$8.01m,8008582,7.06617,7.06617,7.06617,,,8.07718,,,8008582,,,,
2026-05-24,34,SUSDAI,usd ai,Arbitrum,$299.48m,299482459,7.06,7.06,,,,7.23358,,,299482459,,,,
2026-05-24,35,DAI-USDT,uniswap v3,Polygon,$687.6k,687639,7.01501,7.01501,,,,7.57698,,,687639,,,,
2026-05-24,36,USDAI,pendle,Arbitrum,$782.4k,782357,6.88775,6.88775,,,,7.21958,,,782357,,,,
2026-05-24,37,USDAI,pendle,Arbitrum,$35.65m,35648034,6.87211,6.87211,,,,6.66496,,,35648034,,,,
2026-05-24,38,USDC,gains network,Arbitrum,$5.15m,5146653,6.80707,6.80707,,,,6.58039,,,5146653,,,,
2026-05-24,39,USDC,spectra metavaults,Base,$5.59m,5591501,6.67204,5.00649,1.66554,,,4.06496,,,5591501,,,,
2026-05-24,40,MSUSD-USDC,beefy,Base,$651.7k,651737,6.62753,6.62753,,,,7.54737,,,651737,,,,
2026-05-24,41,USDAI,pendle,Arbitrum,$782.4k,782357,6.40884,4.57913,1.82971,,,2.85941,,,782357,,,,
2026-05-24,42,USDC,extra finance leverage farming,Base,$3.64m,3636221,6.37432,6.37432,,,,6.04733,,,3636221,,,,
2026-05-24,43,USDC,arcadia v2,Base,$506.8k,506829,6.00214,6.00214,,,,9.43633,,,506829,,,,
2026-05-24,44,BBQUSDC,morpho blue,Base,$4.11m,4107569.958799584,5.3496,5.3496,0,,,5.49562,,,4107569.958799584,,,0,"{""SOL"":10.85,""AERO"":0.15,""weETH"":0,""PT-USDai-18JUN2026-(ARB)"":27.54,""cbETH"":0.03,""cbLTC"":9.99,""cbADA"":2.61,""WETH"":0.15,""wsrUSD"":0,""cbBTC"":4,""cbXRP"":41.02,""LBTC"":0,""cUSDO"":0,""deSPXA"":0.06,""wstETH"":0.11,""cbDOGE"":3.51}"
2026-05-24,45,GHO,fluid lending,Arbitrum,$3.60m,3604828,5.58,2.69,2.89,,,5.80432,,,3604828,,,,
2026-05-24,46,DTUSDC,lagoon,Base,$691.9k,691869,5.54002,5.54002,,,,6.05825,,,691869,,,,
2026-05-24,47,USDC,mortgagefi,Base,$747.8k,747790,5.41,5.41,,,,5.95883,,,747790,,,,
2026-05-24,48,USDC,harmonix finance,Arbitrum,$685.2k,685154,5.34093,5.34093,0,,,5.82712,,,685154,,,,
2026-05-24,49,CRVUSD,curve llamalend,Arbitrum,$898.7k,898667,5.3404,5.3404,0,,,8.51598,,,898667,,,,
2026-05-24,50,GTUSDCF,morpho blue,Base,$1.29m,1293265,5.30566,5.30566,0,,,5.03421,,,1293265,,,,
2026-05-24,51,YCSUSDC,morpho blue,Base,$538.9k,538875.3349315355,4.7668,4.7668,0,,,5.12062,,,538875.3349315355,,,0,"{""cbETH"":2.6,""cbLTC"":11.58,""cbXRP"":14.06,""superOETHb"":0.52,""cbBTC"":7.45,""mBASIS"":1.36,""cbDOGE"":33.98,""rETH"":0.6,""cbADA"":27.38,""wstETH"":0.47}"
2026-05-24,52,DAI,aave v3,Polygon,$657.6k,657642,4.96318,4.96318,,,,4.4934,,,657642,,,,
2026-05-24,53,USDC,gains network,Base,$2.19m,2190236,4.91404,4.91404,,,,2.69077,,,2190236,,,,
2026-05-24,54,USDC,harvest finance,Base,$915.3k,915290,4.91,4.91,,,,5.15899,,,915290,,,,
2026-05-24,55,USDC,fluid lending,Arbitrum,$48.25m,48254794,4.89,4.89,,,,5.52192,,,48254794,,,,
2026-05-24,56,USDC,fluid lending,Base,$12.57m,12570658,4.83,4.83,,,,5.70567,,,12570658,,,,
2026-05-24,57,USDC,beefy,Base,$1.86m,1856159,4.7719,4.7719,,,,4.96622,,,1856159,,,,
2026-05-24,58,BBQUSDC,morpho blue,Arbitrum,$4.11m,4107569.958799584,5.3496,5.3496,0,,,4.06269,,,4107569.958799584,,,0,"{""SOL"":10.85,""AERO"":0.15,""weETH"":0,""PT-USDai-18JUN2026-(ARB)"":27.54,""cbETH"":0.03,""cbLTC"":9.99,""cbADA"":2.61,""WETH"":0.15,""wsrUSD"":0,""cbBTC"":4,""cbXRP"":41.02,""LBTC"":0,""cUSDO"":0,""deSPXA"":0.06,""wstETH"":0.11,""cbDOGE"":3.51}"
2026-05-24,59,GHO,fluid lending,Base,$831.4k,831407,4.73,4.73,,,,4.52228,,,831407,,,,
2026-05-24,60,USDC,fusion by ipor,Base,$915.2k,915248,4.62886,4.62886,0,,,4.86467,,,915248,,,,
2026-05-24,61,USDT,folks finance xchain,Polygon,$989.4k,989430,4.537,4.537,0,,,4.5801,,,989430,,,,
2026-05-24,62,USDC,ample,Base,$4.33m,4330100,4.43566,4.43566,,,,4.68836,,,4330100,,,,
2026-05-24,63,USDC,compound v3,Base,$942.3k,942300,4.41437,4.41437,0,,,4.66472,,,942300,,,,
2026-05-24,64,USDC,dolomite,Arbitrum,$1.49m,1494808,4.39758,4.39758,0,,,5.02177,,,1494808,,,,
2026-05-24,65,STEAKUSDC,morpho blue,Base,$458.59m,458589129.95552397,4.5768,4.5768,0,,,4.26126,,,458589129.95552397,,,0.05,"{""cbBTC"":95.64,""WETH"":4.1,""cbETH"":0.21,""wstETH"":0.03}"
2026-05-24,66,GTUSDCP,morpho blue,Base,$373.63m,373626196.6211309,4.5767,4.5767,0,,,4.26149,,,373626196.6211309,,,0.37,"{""cbBTC"":94.22,""wstETH"":0.13,""WETH"":5.04,""cbETH"":0.61}"
2026-05-24,67,PUSDC,morpho blue,Base,$36.37m,36372818,4.36736,4.36736,0,,,4.25712,,,36372818,,,,
2026-05-24,68,FRUSDC,morpho blue,Base,$23.82m,23822634,4.36228,4.36228,0,,,4.25821,,,23822634,,,,
2026-05-24,69,USDC,termmax,Base,$1.25m,1253016,4.36035,4.36035,,,,2.61558,,,1253016,,,,
2026-05-24,70,GTUSDCP,morpho blue,Base,$373.63m,373626196.6211309,4.5767,4.5767,0,,,4.26448,,,373626196.6211309,,,0.37,"{""cbBTC"":94.22,""wstETH"":0.13,""WETH"":5.04,""cbETH"":0.61}"
2026-05-24,71,GTUSDA,gauntlet,Base,$66.85m,66845214,4.29434,4.29434,,4.46044,,4.53887,,,66845214,,,,
2026-05-24,72,STEAKUSDC,morpho blue,Base,$458.59m,458589129.95552397,4.5768,4.5768,0,,,4.26415,,,458589129.95552397,,,0.05,"{""cbBTC"":95.64,""WETH"":4.1,""cbETH"":0.21,""wstETH"":0.03}"
2026-05-24,73,USDC-USDC,uniswap v3,Polygon,$5.43m,5433155,4.25746,4.25746,,,,4.9212,,,5433155,,,,
2026-05-24,74,USDC,lazy summer protocol,Base,$1.37m,1373620,4.23631,3.54847,0.68784,3.25984,,3.96893,,,1373620,,,,
2026-05-24,75,AAVEGHO-USDT-USDC,balancer v3,Arbitrum,$1.62m,1624305,4.13644,4.13644,0,,,4.49175,,,1624305,,,,
2026-05-24,76,WAARBUSDCN-WAARBUSDT-WAARBGHO,beefy,Arbitrum,$1.42m,1417971,4.13644,4.13644,,,,4.55836,,,1417971,,,,
2026-05-24,77,HFUSDC,morpho blue,Base,$883.5k,883459,4.08946,4.08946,0,,,2.52075,,,883459,,,,
2026-05-24,78,GTUSDCC,morpho blue,Unichain,$841.6k,841644,4.07473,4.07473,0,,,5.19664,,,841644,,,,
2026-05-24,79,EDGEUSDC,morpho blue,Base,$654.0k,654015.2544569011,4.0921,4.0921,0,,,6.98304,,,654015.2544569011,,,1.77,"{""wstETH"":12.09,""WETH"":2.2,""cbBTC"":9.17,""mBASIS"":1.47,""uniBTC"":75.08}"
2026-05-24,80,USDC,yo protocol,Base,$15.49m,15492250,4.0356,4.0356,,,,3.9798,,,15492250,,,,
2026-05-24,81,USDC,yo protocol,Arbitrum,$546.2k,546188,4.0356,4.0356,,,,3.98226,,,546188,,,,
2026-05-24,82,USDC,moonwell lending,Base,$1.76m,1759692,4.01641,4.01641,0,,,4.94477,,,1759692,,,,
2026-05-24,83,CSUSDC,morpho blue,Base,$2.67m,2670488.7468522806,4.0082,4.0082,0,,,5.35458,,,2670488.7468522806,,,0,"{""superOETHb"":0.08,""cbETH"":0.94,""cbBTC"":1.78,""yoUSD"":89.43,""WETH"":5.93}"
2026-05-24,84,GTUSDCP,morpho blue,Arbitrum,$1.99m,1992905,3.93331,3.93331,0,,,4.12098,,,1992905,,,,
2026-05-24,85,GTUSDCC,morpho blue,Base,$2.01m,2005175.237136546,4.1111,4.1111,0,,,3.83237,,,2005175.237136546,,,0,"{""wstETH"":0.4,""WETH"":14.75,""cbETH"":27.86,""cbBTC"":49.83,""weETH"":2.71,""LBTC"":4.44}"
2026-05-24,86,SPARKUSDC,morpho blue,Base,$8.82m,8817415.909647092,4.1094,4.1094,0,,,3.82705,,,8817415.909647092,,0,0.44,"{""WETH"":100}"
2026-05-24,87,RWAUSDI,multipli.fi,Base,$118.25m,118254169,3.888,3.888,,,,3.888,,,118254169,,,,
2026-05-24,88,BBQUSDC,morpho blue,Arbitrum,$4.11m,4107569.958799584,5.3496,5.3496,0,,,4.53472,,,4107569.958799584,,,0,"{""SOL"":10.85,""AERO"":0.15,""weETH"":0,""PT-USDai-18JUN2026-(ARB)"":27.54,""cbETH"":0.03,""cbLTC"":9.99,""cbADA"":2.61,""WETH"":0.15,""wsrUSD"":0,""cbBTC"":4,""cbXRP"":41.02,""LBTC"":0,""cUSDO"":0,""deSPXA"":0.06,""wstETH"":0.11,""cbDOGE"":3.51}"
2026-05-24,89,USDY,toros,Base,$880.0k,879997,3.86,3.86,,,,4.17258,,,879997,,,,
2026-05-24,90,SUSDAI-USDC,curve dex,Arbitrum,$1.84m,1842008,3.75,3.75,0,,,4.09438,,,1842008,,,,
2026-05-24,91,USDC,centrifuge protocol,Base,$590.5k,590550,3.71508,3.71508,,3.71508,,3.20743,,,590550,,,,
2026-05-24,92,MWUSDC,morpho blue,Base,$118.8k,118845.19901187402,3.6465,3.6465,0,,,5.00158,,,118845.19901187402,,,5.66,"{""WELL"":47.75,""stkWELL"":51.91,""MAMO"":0.34}"
2026-05-24,93,USDS,spark savings,Arbitrum,$358.75m,358749072,3.65,3.65,,,,3.65,,,358749072,,,,
2026-05-24,94,SUSDS,sky lending,Arbitrum,$358.75m,358749072,3.65,3.65,,,,3.65,,,358749072,,,,
2026-05-24,95,USDS,spark savings,Base,$222.49m,222490659,3.65,3.65,,,,3.65,,,222490659,,,,
2026-05-24,96,APXUSD,pendle,Base,$3.65m,3649582,3.64525,2.81654,0.82871,,,8.21462,,,3649582,,,,
2026-05-24,97,USDY,ondo yield assets,Arbitrum,$5.59m,5594556,3.55,3.55,,3.55,,3.55,,,5594556,,,,
2026-05-24,98,STEAKUSDC,morpho blue,Base,$458.59m,458589129.95552397,4.5768,4.5768,0.25,,,3.89094,,,458589129.95552397,,,0.05,"{""cbBTC"":95.64,""WETH"":4.1,""cbETH"":0.21,""wstETH"":0.03}"
2026-05-24,99,BUIDL,blackrock buidl,Polygon,$14.16m,14159860,3.46118,3.46118,,,,3.53886,,,14159860,,,,
2026-05-24,100,USDC,aave v3,Polygon,$9.99m,9988392,3.4393,3.4393,,,,2.82892,,,9988392,,,,
2026-05-24,101,USDC,aave v3,Base,$30.96m,30956344.821473,3.127,3.127,,,,,,,179130144.009452,,30956344.821473,82.72,
2026-05-24,102,USDC,Revert Lend,Base,$3.16m,3156095,6.950000000000001,6.950000000000001,,,,7.9399999999999995,,,3156095,,819513.302412,,
2026-05-24,103,baseUSD,Tokemak,Base,$7.55m,7553185,4.43,4.43,,,,6.69,,,7553185,,,,
2026-05-24,104,ottoUSD,Tokemak,Base,$495,495.237832,,,,,,,,,495.237832,,,,
2026-05-24,105,40 Acres,Harvest Finance,Base,$7.77m,7770286,9.83,9.83,,,,10.31,,,7770286,,,,
2026-05-24,106,USDC,AlphaGrowth,Base,$531.0k,531000.6937439999,6.748774680566361,6.748774680566361,,,,,,,531000.6937439999,,112911.514492,,
2026-05-24,107,yoVaultUSD,Yo,Base,$15.50m,15495990.792207,4.261598642825493,4.261598642825493,,,,,,,15495990.792207,,,,
2026-05-24,108,ymvOG-USDC,Morpho,Base,$2.12m,2123461.2598491926,4.6141,4.6141,,,,,,,2123461.2598491926,,,0.18,"{""cbLTC"":2.3,""cbXRP"":46.17,""YFI"":0.6,""cbDOGE"":7.11,""cbBTC"":41.27,""cbETH"":0.01,""WETH"":2.54}"
2026-05-24,109,CSBORUSDC,Morpho,Base,$518,517.9922516594735,4.604,4.604,,,,,,,517.9922516594735,,0,0,"{""cbBTC"":40.84,""WETH"":59.16}"
2026-05-25,1,EURC-USDC,aerodrome slipstream,Base,$1.86m,1860895,27.41504,21.66608,5.74896,25.73485,,24.40719,,,1860895,,,,
2026-05-25,2,USDC,sprinter,Base,$2.96m,2963259,16.65825,16.65825,,,,14.02105,,,2963259,,,,
2026-05-25,3,USDC,metrom,Base,$1.25m,1245926,16.49396,16.49396,,,,16.77064,,,1245926,,,,
2026-05-25,4,DAI-USDT,uniswap v4,Polygon,$758.3k,758310,13.80187,13.80187,,,,9.72429,,,758310,,,,
2026-05-25,5,USDC-USDT,aerodrome slipstream,Base,$927.1k,927128,13.46305,9.84772,3.61533,12.29869,,14.70078,,,927128,,,,
2026-05-25,6,MSUSD-FRXUSD,aerodrome v1,Base,$717.5k,717471,13.41727,13.41727,13.41727,,,14.59496,,,717471,,,,
2026-05-25,7,USDC-DAI,uniswap v4,Polygon,$563.8k,563818,12.62564,12.62564,,,,7.68928,,,563818,,,,
2026-05-25,8,MIM-USDC,beefy,Arbitrum,$1.58m,1576827,11.58005,11.58005,,,,15.90064,,,1576827,,,,
2026-05-25,9,USDC,avantis,Base,$45.04m,45038053,11.31153,11.31153,,,,10.17408,,,45038053,,45012815.534709,,
2026-05-25,10,APXUSD,pendle,Base,$3.64m,3643134,10.96371,10.96371,,,,14.34149,,,3643134,,,,
2026-05-25,11,USDC-USDC,uniswap v4,Polygon,$908.9k,908897,10.20894,10.20894,,,,6.24882,,,908897,,,,
2026-05-25,12,MIM-USDT0,beefy,Arbitrum,$1.10m,1100885,10.20661,10.20661,,,,11.1056,,,1100885,,,,
2026-05-25,13,USDC-USDBC,aerodrome slipstream,Base,$696.0k,695974,9.99284,7.82784,2.165,4.53883,,3.25581,,,695974,,,,
2026-05-25,14,SUPERUSDC,superform,Base,$3.01m,3007147,9.95663,4.78319,5.17345,,,12.21961,,,3007147,,,,
2026-05-25,15,SUSDAI,pendle,Arbitrum,$9.00m,8998252,9.73102,9.73102,,,,9.28636,,,8998252,,,,
2026-05-25,16,SUSDAI,pendle,Arbitrum,$13.02m,13020359,9.70837,9.70837,,,,9.38177,,,13020359,,,,
2026-05-25,17,USDC,yieldseeker,Base,$1.29m,1291666,9.15528,9.15528,,,,9.00774,,,1291666,,,,
2026-05-25,18,USDT,zerobase cedefi,Arbitrum,$7.92m,7920882,9,7,2,,,9,,,7920882,,,,
2026-05-25,19,USDC,zerobase cedefi,Arbitrum,$784.0k,783956,9,7,2,,,9,,,783956,,,,
2026-05-25,20,USDC,harvest finance,Base,$1.90m,1897879,8.78,8.78,,,,9.16992,,,1897879,,,,
2026-05-25,21,USDC,autofinance,Arbitrum,$726.5k,726549,8.72096,5.475,3.24596,,,8.27415,,,726549,,,,
2026-05-25,22,ZVUSDC,zircuit finance,Base,$1.51m,1505127,8.51249,8.51249,,,,8.58588,,,1505127,,,,
2026-05-25,23,USDC,deltaprime,Arbitrum,$655.3k,655300,8.21855,8.21855,,,,7.77608,,,655300,,,,
2026-05-25,24,USDC,autofinance,Base,$7.53m,7528079,8.107,5.0005,3.1065,,,8.67516,,,7528079,,,,
2026-05-25,25,SUSDAI,pendle,Arbitrum,$13.02m,13020359,8.08859,7.20326,0.88534,,,8.18526,,,13020359,,,,
2026-05-25,26,SUSDAI,pendle,Arbitrum,$9.00m,8998252,7.65103,7.27211,0.37891,,,8.20184,,,8998252,,,,
2026-05-25,27,MSUSD-USDC,extra finance leverage farming,Base,$979.9k,979900,7.22619,7.22619,,,,8.59106,,,979900,,,,
2026-05-25,28,SUSDAI,usd ai,Arbitrum,$299.56m,299560963,7.06,7.06,,,,7.23153,,,299560963,,,,
2026-05-25,29,MSUSD-USDC,aerodrome v1,Base,$7.96m,7959740,6.99745,6.99745,6.99745,,,8.03367,,,7959740,,,,
2026-05-25,30,USDAI,pendle,Arbitrum,$779.3k,779332,6.93626,6.93626,,,,7.20866,,,779332,,,,
2026-05-25,31,USDAI,pendle,Arbitrum,$35.65m,35647566,6.87254,6.87254,,,,6.65894,,,35647566,,,,
2026-05-25,32,USDC,gains network,Arbitrum,$5.15m,5146652,6.63207,6.63207,,,,6.56834,,,5146652,,,,
2026-05-25,33,MSUSD-USDC,beefy,Base,$649.5k,649521,6.56225,6.56225,,,,7.50136,,,649521,,,,
2026-05-25,34,USDAI,pendle,Arbitrum,$779.3k,779332,6.42024,4.6023,1.81793,,,2.95738,,,779332,,,,
2026-05-25,35,MWUSDC,morpho blue,Base,$96.2k,96205.41006672537,4.8049,4.8049,1.18104,,,5.00477,,,96205.41006672537,,2003241.74,4.58,"{""WELL"":35.45,""stkWELL"":64.14,""MAMO"":0.42}"
2026-05-25,36,USDC,beefy,Base,$1.86m,1856368,5.81235,5.81235,,,,4.96767,,,1856368,,,,
2026-05-25,37,USDC,extra finance leverage farming,Base,$3.73m,3730182,5.77598,5.77598,,,,6.04646,,,3730182,,,,
2026-05-25,38,BBQUSDC,morpho blue,Base,$4.24m,4238846.6939019775,6.69,6.69,0,,,5.49675,,,4238846.6939019775,,267689416.66,0,"{""PT-USDai-18JUN2026-(ARB)"":20.04,""SOL"":9.42,""cbLTC"":11.03,""AERO"":0.03,""cbADA"":1.91,""wsrUSD"":0,""cbBTC"":0,""cbXRP"":50.14,""cUSDO"":0,""deSPXA"":0.01,""cbDOGE"":7.42}"
2026-05-25,39,GHO,fluid lending,Arbitrum,$3.59m,3594346,5.61,2.71,2.9,,,5.75359,,,3594346,,,,
2026-05-25,40,DTUSDC,lagoon,Base,$691.9k,691890,5.54002,5.54002,,,,6.01706,,,691890,,,,
2026-05-25,41,USDC,moonwell lending,Base,$1.55m,1548652,5.5109,4.13613,1.37477,,,4.94584,,,1548652,,,,
2026-05-25,42,USDC,mortgagefi,Base,$748.6k,748589,5.5,5.5,,,,5.90334,,,748589,,,,
2026-05-25,43,BBQUSDC,morpho blue,Base,$4.24m,4238846.6939019775,6.69,6.69,0,,,5.43171,,,4238846.6939019775,,267689416.66,0,"{""PT-USDai-18JUN2026-(ARB)"":20.04,""SOL"":9.42,""cbLTC"":11.03,""AERO"":0.03,""cbADA"":1.91,""wsrUSD"":0,""cbBTC"":0,""cbXRP"":50.14,""cUSDO"":0,""deSPXA"":0.01,""cbDOGE"":7.42}"
2026-05-25,44,CRVUSD,curve llamalend,Arbitrum,$887.6k,887650,5.4804,5.4804,0,,,8.36777,,,887650,,,,
2026-05-25,45,USDC,harmonix finance,Arbitrum,$685.2k,685180,5.4335,5.4335,0,,,5.80803,,,685180,,,,
2026-05-25,46,GTUSDCF,morpho blue,Base,$124.7k,124739.16026510997,4.8705,4.8705,0,,,5.03729,,,124739.16026510997,,112445563.96,0,"{""cbBTC"":72.44,""cbETH"":0,""SOL"":27.56}"
2026-05-25,47,YCSUSDC,morpho blue,Base,$541.2k,541172.3191234088,5.889,5.889,0,,,5.11325,,,541172.3191234088,,107430475.35,0,"{""cbETH"":2.59,""cbXRP"":14,""cbLTC"":11.53,""superOETHb"":0.52,""cbBTC"":7.83,""mBASIS"":1.35,""cbDOGE"":33.84,""rETH"":0.59,""cbADA"":27.27,""wstETH"":0.47}"
2026-05-25,48,USDC,fluid lending,Base,$12.51m,12513500,4.99,4.99,,,,5.66338,,,12513500,,0.100045,,
2026-05-25,49,DAI,aave v3,Polygon,$656.2k,656169,4.96789,4.96789,,,,4.52473,,,656169,,,,
2026-05-25,50,USDC,fluid lending,Arbitrum,$47.69m,47687983,4.96,4.96,,,,5.50159,,,47687983,,,,
2026-05-25,51,USDC,harvest finance,Base,$915.4k,915393,4.89,4.89,,,,5.1316,,,915393,,,,
2026-05-25,52,GTUSDCP,morpho blue,Arbitrum,$634.9k,634862,4.74238,4.74238,0,,,4.14822,,,634862,,,,
2026-05-25,53,USDC,fusion by ipor,Base,$915.4k,915354,4.71541,4.71541,0,,,4.84044,,,915354,,,,
2026-05-25,54,GHO,fluid lending,Base,$827.5k,827502,4.66,4.66,,,,4.53661,,,827502,,,,
2026-05-25,55,STEAKUSDC,morpho blue,Base,$458.33m,458326038.1169124,4.5855,4.5855,0,,,4.26718,,,458326038.1169124,,449915013.01,0.05,"{""WETH"":4.11,""cbETH"":0.21,""cbBTC"":95.64,""wstETH"":0.03}"
2026-05-25,56,GTUSDCP,morpho blue,Base,$369.82m,369819317.6986123,4.5854,4.5854,0,,,4.26828,,,369819317.6986123,,307758208.86,0.37,"{""wstETH"":0.13,""cbETH"":0.61,""WETH"":5.25,""cbBTC"":94.01}"
2026-05-25,57,FRUSDC,morpho blue,Base,$23.83m,23825591,4.56868,4.56868,0,,,4.26697,,,23825591,,,,
2026-05-25,58,STEAKUSDC,morpho blue,Base,$458.33m,458326038.1169124,4.5855,4.5855,0,,,4.26989,,,458326038.1169124,,449915013.01,0.05,"{""WETH"":4.11,""cbETH"":0.21,""cbBTC"":95.64,""wstETH"":0.03}"
2026-05-25,59,PUSDC,morpho blue,Base,$36.92m,36922200,4.5668,4.5668,0,,,4.26631,,,36922200,,,,
2026-05-25,60,GTUSDCP,morpho blue,Base,$369.82m,369819317.6986123,4.5854,4.5854,0,,,4.27015,,,369819317.6986123,,307758208.86,0.37,"{""wstETH"":0.13,""cbETH"":0.61,""WETH"":5.25,""cbBTC"":94.01}"
2026-05-25,61,USDT,folks finance xchain,Polygon,$1.06m,1061533,4.546,4.546,0,,,4.5783,,,1061533,,,,
2026-05-25,62,AAVEUSDC-AAVEGHO,balancer v3,Base,$1.24m,1240571,4.54367,4.54367,0,,,5.23661,,,1240571,,,,
2026-05-25,63,APXUSD,pendle,Base,$3.64m,3643134,4.4811,3.6735,0.8076,,,8.12319,,,3643134,,,,
2026-05-25,64,USDC,ample,Base,$4.33m,4332226,4.43338,4.43338,,,,4.67417,,,4332226,,,,
2026-05-25,65,NUSD₮0,native credit pool,Arbitrum,$1.12m,1122416,4.367,4.367,,,,2.91086,,,1122416,,,,
2026-05-25,66,USDC,termmax,Base,$1.25m,1252922,4.3335,4.3335,,,,2.73256,,,1252922,,,,
2026-05-25,67,GTUSDA,gauntlet,Base,$66.85m,66853423,4.30759,4.30759,,4.66546,,4.53004,,,66853423,,,,
2026-05-25,68,USDC,yo protocol,Base,$15.47m,15466324,4.30092,4.30092,,,,3.97466,,,15466324,,,,
2026-05-25,69,USDC,yo protocol,Arbitrum,$536.8k,536817,4.30092,4.30092,,,,3.97866,,,536817,,,,
2026-05-25,70,HFUSDC,morpho blue,Base,$883.6k,883562,4.28455,4.28455,0,,,2.64825,,,883562,,,,
2026-05-25,71,USDC,dolomite,Arbitrum,$1.51m,1507595,4.27167,4.27167,0,,,4.96635,,,1507595,,,,
2026-05-25,72,GTUSDCC,morpho blue,Unichain,$841.8k,841782,4.21083,4.21083,0,,,4.99549,,,841782,,,,
2026-05-25,73,USDC,gains network,Base,$2.19m,2190236,4.14778,4.14778,,,,2.78814,,,2190236,,,,
2026-05-25,74,GTUSDCP,morpho blue,Arbitrum,$1.99m,1988253,4.1372,4.1372,0,,,4.12805,,,1988253,,,,
2026-05-25,75,BBQUSDC,morpho blue,Arbitrum,$4.24m,4238846.6939019775,6.69,6.69,0,,,4.55785,,,4238846.6939019775,,267689416.66,0,"{""PT-USDai-18JUN2026-(ARB)"":20.04,""SOL"":9.42,""cbLTC"":11.03,""AERO"":0.03,""cbADA"":1.91,""wsrUSD"":0,""cbBTC"":0,""cbXRP"":50.14,""cUSDO"":0,""deSPXA"":0.01,""cbDOGE"":7.42}"
2026-05-25,76,GTUSDCC,morpho blue,Arbitrum,$3.07m,3068879,4.13028,4.13028,0,,,4.05234,,,3068879,,,,
2026-05-25,77,SPARKUSDC,morpho blue,Base,$8.79m,8793682.02027566,4.1062,4.1062,0,,,3.83514,,,8793682.02027566,,0,0.44,"{""WETH"":100}"
2026-05-25,78,GTUSDCC,morpho blue,Base,$1.99m,1991614.3273728925,4.1224,4.1224,0,,,3.8403,,,1991614.3273728925,,281433616.01,0,"{""wstETH"":0.4,""WETH"":16.4,""cbETH"":27.65,""cbBTC"":48.35,""weETH"":2.73,""LBTC"":4.46}"
2026-05-25,79,EDGEUSDC,morpho blue,Base,$647.7k,647670.0229561774,4.1068,4.1068,0,,,6.88745,,,647670.0229561774,,36342571.68,1.75,"{""wstETH"":12.21,""WETH"":2.22,""cbBTC"":8.27,""mBASIS"":1.48,""uniBTC"":75.82}"
2026-05-25,80,HYPERUSDCA,morpho blue,Arbitrum,$788.7k,788704,4.05458,4.05458,0,,,4.7422,,,788704,,,,
2026-05-25,81,CSUSDC,morpho blue,Base,$2.59m,2590695.7222982757,4.0655,4.0655,0,,,5.32176,,,2590695.7222982757,,112428251.21,0,"{""superOETHb"":0.08,""cbETH"":0.97,""yoUSD"":90.94,""WETH"":6.12}"
